Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
12,0,0,0
13,0,0,0
14,0,0,0
16,0,0,0
17,0,0,0
20,0,0,0
22,1,1,0
24,5,4,1
25,7,6,1
26,10,9,1
28,11,9,2
30,12,9,3
32,12,9,3
37,12,9,3
42,14,10,4
45,15,10,5
49,15,10,5
50,16,11,5
57,17,12,5
59,17,12,5
62,18,13,5
64,19,14,5
65,20,14,6
67,20,14,6
68,22,15,7
69,23,16,7
79,24,17,7
81,27,18,9
82,28,18,10
86,29,19,10
87,34,20,14
88,36,22,14
89,36,22,14
96,37,23,14
99,39,25,14
102,41,27,14
105,43,28,15
107,45,30,15
113,46,31,15
117,48,32,16
121,51,33,18
125,53,34,19
127,54,35,19
129,55,36,19
131,56,37,19
135,56,37,19
141,56,37,19
145,57,38,19
147,60,40,20
148,61,40,21
150,63,40,23
151,63,40,23
168,65,42,23
172,65,42,23
174,68,43,25
180,69,43,26
195,69,43,26
196,71,45,26
197,72,46,26
203,74,48,26
209,75,48,27
221,75,48,27
222,78,49,29
223,79,49,30
233,85,52,33
239,87,54,33
244,88,54,34
245,91,55,36
246,91,55,36
250,92,56,36
268,93,56,37
270,93,56,37
271,94,57,37
273,96,58,38
280,98,59,39
294,101,61,40
296,102,62,40
300,104,64,40
302,105,64,41
308,106,64,42
320,107,65,42
321,108,65,43
326,108,65,43
336,110,65,45
337,112,66,46
346,113,66,47
347,113,66,47
352,113,66,47
364,114,67,47
370,115,68,47
372,115,68,47
373,116,69,47
379,118,69,49
398,121,70,51
399,121,70,51
401,125,73,52
406,125,73,52
407,125,73,52
426,125,73,52
429,126,73,53
435,126,73,53
442,127,73,54
455,129,74,55
457,129,74,55
458,130,75,55
462,130,75,55
478,130,75,55
487,132,76,56
488,134,77,57
489,134,77,57
513,136,77,59
516,139,78,61
518,139,78,61
549,140,78,62
585,141,78,63
621,141,78,63
658,143,78,65
695,144,78,66
732,145,78,67
770,146,78,68
808,148,78,70
845,149,78,71
884,150,78,72
924,150,78,72
946,152,79,73
963,152,79,73
965,152,79,73
983,153,80,73
1000,153,80,73
1002,154,80,74
1021,156,80,76
1022,156,80,76
1041,156,80,76
1044,158,82,76
1053,159,83,76
1061,159,83,76
1064,163,85,78
1066,164,86,78
1077,166,86,80
1081,166,86,80
1090,167,86,81
1091,167,86,81
1102,168,87,81
1104,168,87,81
1115,169,87,82
1121,169,87,82
1128,170,88,82
1140,170,88,82
1151,170,88,82
1152,172,90,82
1175,172,90,82
1183,176,94,82
1198,177,94,83
1223,179,96,83
1237,181,96,85
1247,182,97,85
1288,183,97,86
1338,186,98,88
1383,187,98,89
1415,189,99,90
1448,189,99,90
1449,191,99,92
1480,192,100,92
1509,193,100,93
1510,194,100,94
1539,195,101,94
1542,195,101,94
1571,199,104,95
1576,200,104,96
1602,202,105,97
1607,202,105,97
1633,202,105,97
1639,203,105,98
1665,203,105,98
1672,203,105,98
1697,204,105,99
1705,204,105,99
1737,204,105,99
1770,204,105,99
1804,204,105,99
1837,206,105,101
1871,206,105,101
1941,206,105,101
2054,206,105,101
2067,208,106,102
2080,208,106,102
2083,209,106,103
2094,209,106,103
2106,209,106,103
2112,210,107,103
2121,211,108,103
2132,211,108,103
2145,211,108,103
2159,213,108,105
2173,215,110,105
2178,217,112,105
2187,218,112,106
2200,222,115,107
2212,225,117,108
2226,227,117,110
2243,227,117,110
2254,229,119,110
2271,229,119,110
2282,230,119,111
2284,232,121,111
2296,233,122,111
2310,233,122,111
2313,234,123,111
2323,236,125,111
2331,238,126,112
2339,238,126,112
2343,240,126,114
2345,241,126,115
2350,241,126,115
2367,241,126,115
2372,241,126,115
2373,243,127,116
2376,244,127,117
2382,244,127,117
2396,246,129,117
2402,246,129,117
2404,249,130,119
2424,249,130,119
2431,251,132,119
2432,253,132,121
2434,253,132,121
2458,255,133,122
2460,257,133,124
2482,259,134,125
2487,260,134,126
2515,262,134,128
2516,262,134,128
2529,264,136,128
2545,266,136,130
2574,267,137,130
2575,268,137,131
2604,268,137,131
2617,269,137,132
2634,269,137,132
2649,269,137,132
2661,272,138,134
2662,274,139,135
2690,277,139,138
2698,278,139,139
2703,279,139,140
2719,279,139,140
2744,279,139,140
2746,279,139,140
2747,279,139,140
2776,279,139,140
2785,279,139,140
2792,280,140,140
2807,281,141,140
2828,281,141,140
2838,282,141,141
2869,282,141,141
2880,282,141,141
2910,283,141,142
2919,283,141,142
2950,283,141,142
2990,287,142,145
3031,287,142,145
3071,288,142,146
3114,288,142,146
3115,288,142,146
3143,289,143,146
3173,291,143,148
3203,291,143,148
3233,291,143,148
3263,292,144,148
3293,294,144,150
3301,294,144,150
3331,294,144,150
3353,295,145,150
3362,296,145,151
3382,296,145,151
3392,298,146,152
3409,299,146,153
3438,299,146,153
3465,301,147,154
3491,301,147,154
3504,303,147,156
3520,303,147,156
3534,305,147,158
3547,305,147,158
3563,306,147,159
3576,306,147,159
3593,308,147,161
3603,308,147,161
3627,309,147,162
3659,311,148,163
3690,313,148,165
3704,313,148,165
3721,314,148,166
3739,314,148,166
3756,317,148,169
3770,317,148,169
3786,321,148,173
3787,324,150,174
3799,324,150,174
3816,325,151,174
3828,326,152,174
3836,326,152,174
