Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
7,1,1,0
8,1,1,0
15,1,1,0
16,1,1,0
17,1,1,0
36,1,1,0
55,1,1,0
57,1,1,0
74,1,1,0
94,1,1,0
1987,2,2,0
1988,3,3,0
1994,3,3,0
1995,3,3,0
1996,3,3,0
1997,3,3,0
2016,3,3,0
2033,3,3,0
2049,3,3,0
2066,3,3,0
2072,5,3,2
2097,5,3,2
3967,6,4,2
3975,6,4,2
3993,6,4,2
3995,6,4,2
3999,6,4,2
4013,6,4,2
4014,6,4,2
4017,6,4,2
4031,6,4,2
4033,6,4,2
4051,8,4,4
4067,8,4,4
4099,8,4,4
4121,8,4,4
5953,8,4,4
5956,8,4,4
6029,8,4,4
6047,8,4,4
6050,8,4,4
6051,8,4,4
6069,8,4,4
6089,8,4,4
6109,8,4,4
6122,8,4,4
6132,8,4,4
6154,8,4,4
8047,8,4,4
8051,9,4,5
8069,9,4,5
8093,9,4,5
8118,9,4,5
8536,9,4,5
10053,10,4,6
10106,10,4,6
10124,10,4,6
10128,11,4,7
10150,11,4,7
10178,11,4,7
10533,11,4,7
11915,11,4,7
12056,12,4,8
12080,12,4,8
12117,12,4,8
12135,12,4,8
12162,12,4,8
12185,12,4,8
12367,12,4,8
12533,12,4,8
12554,12,4,8
12577,12,4,8
13913,12,4,8
13929,12,4,8
13948,12,4,8
13968,12,4,8
14074,12,4,8
14085,12,4,8
14093,12,4,8
14111,14,4,10
14170,14,4,10
14192,14,4,10
14580,14,4,10
14663,14,4,10
14908,15,4,11
15967,18,5,13
16055,18,5,13
16091,18,5,13
16119,19,5,14
16201,19,5,14
16435,19,5,14
16586,19,5,14
17091,19,5,14
17966,19,5,14
18127,21,5,16
18156,21,5,16
18208,21,5,16
18432,21,5,16
18649,21,5,16
19091,21,5,16
19968,21,5,16
20165,21,5,16
20216,21,5,16
20430,21,5,16
20611,21,5,16
20630,21,5,16
20650,22,5,17
20655,22,5,17
21094,22,5,17
21969,22,5,17
22116,22,5,17
22143,22,5,17
22173,24,5,19
23099,24,5,19
23126,24,5,19
23152,24,5,19
23178,24,5,19
23971,24,5,19
23995,24,5,19
24020,24,5,19
24048,25,6,19
24180,25,6,19
24206,25,6,19
24331,25,6,19
24643,25,6,19
24709,25,6,19
24735,25,6,19
24762,25,6,19
24770,25,6,19
24789,25,6,19
26135,25,6,19
26216,25,6,19
26652,25,6,19
26792,25,6,19
26812,25,6,19
26835,26,6,20
26857,26,6,20
26880,26,6,20
27165,27,6,21
28036,27,6,21
28066,28,6,22
28146,29,6,23
28170,29,6,23
28198,29,6,23
28228,29,6,23
28229,29,6,23
28259,29,6,23
28660,31,6,25
28771,31,6,25
29063,32,6,26
29171,32,6,26
29200,32,6,26
29228,32,6,26
29497,32,6,26
30078,32,6,26
30239,32,6,26
30269,33,6,27
30299,34,6,28
30667,34,6,28
30773,34,6,28
31236,34,6,28
31263,34,6,28
31292,34,6,28
31322,34,6,28
31506,34,6,28
32089,34,6,28
32249,34,6,28
32779,34,6,28
32804,34,6,28
33048,35,7,28
33216,35,7,28
33515,36,7,29
33697,36,7,29
34117,36,7,29
34150,36,7,29
34179,37,7,30
34210,37,7,30
34242,38,7,31
34257,38,7,31
34273,39,7,32
34287,39,7,32
34289,40,7,33
34321,41,7,34
34352,41,7,34
35052,41,7,34
35077,41,7,34
36081,41,7,34
36110,41,7,34
36246,41,7,34
36296,42,7,35
36326,42,7,35
36363,44,7,37
36791,45,7,38
38122,45,7,38
38154,45,7,38
38186,45,7,38
38265,45,7,38
38336,46,7,39
38368,47,7,40
38374,47,7,40
38406,47,7,40
38439,47,7,40
38797,47,7,40
39183,47,7,40
39485,47,7,40
39518,47,7,40
40189,49,8,41
40197,50,8,42
40228,50,8,42
40379,50,8,42
40410,50,8,42
40441,50,8,42
40450,50,8,42
40473,51,8,43
40504,51,8,43
40774,51,8,43
40805,51,8,43
40831,51,8,43
41045,51,8,43
41530,51,8,43
41561,51,8,43
42239,51,8,43
42461,51,8,43
42519,51,8,43
42728,51,8,43
42743,51,8,43
43051,52,8,44
43079,52,8,44
44251,52,8,44
44283,52,8,44
44313,53,8,45
44473,53,8,45
44534,53,8,45
44568,53,8,45
44741,53,8,45
44820,53,8,45
44947,53,8,45
44979,54,8,46
45086,55,8,47
45112,56,8,48
45142,56,8,48
45153,57,8,49
46094,57,8,49
46216,57,8,49
46323,57,8,49
