Generation,Time,All,Acceptable,Unacceptable
1st, 1 hours 6 minutes 7 seconds,0,0,0
2nd, 1 hours 39 minutes 16 seconds,0,0,0
3rd, 3 hours 18 minutes 35 seconds,0,0,0
4th, 3 hours 51 minutes 53 seconds,0,0,0
5th, 3 hours 52 minutes 9 seconds,0,0,0
6th, 3 hours 52 minutes 28 seconds,0,0,0
7th, 3 hours 52 minutes 48 seconds,0,0,0
8th, 4 hours 26 minutes 7 seconds,3,1,2
9th, 4 hours 59 minutes 26 seconds,0,0,0
10th, 5 hours 32 minutes 48 seconds,0,0,0
11th, 6 hours 6 minutes 9 seconds,0,0,0
12th, 6 hours 39 minutes 31 seconds,0,0,0
13th, 6 hours 39 minutes 55 seconds,0,0,0
14th, 6 hours 40 minutes 20 seconds,0,0,0
15th, 6 hours 40 minutes 48 seconds,1,1,0
16th, 7 hours 47 minutes 16 seconds,0,0,0
17th, 7 hours 47 minutes 46 seconds,1,0,1
18th, 8 hours 21 minutes 18 seconds,0,0,0
19th, 8 hours 54 minutes 49 seconds,0,0,0
20th, 10 hours 1 minutes 21 seconds,0,0,0
21st, 10 hours 1 minutes 50 seconds,0,0,0
22nd, 10 hours 35 minutes 22 seconds,0,0,0
23rd, 10 hours 35 minutes 54 seconds,0,0,0
24th, 10 hours 36 minutes 26 seconds,0,0,0
25th, 11 hours 9 minutes 57 seconds,1,0,1
26th, 11 hours 10 minutes 28 seconds,0,0,0
27th, 11 hours 43 minutes 59 seconds,0,0,0
28th, 12 hours 17 minutes 31 seconds,0,0,0
29th, 12 hours 18 minutes 3 seconds,0,0,0
30th, 12 hours 18 minutes 33 seconds,1,0,1
31st, 12 hours 52 minutes 3 seconds,0,0,0
32nd, 12 hours 52 minutes 34 seconds,1,0,1
33rd, 13 hours 26 minutes 3 seconds,1,0,1
34th, 13 hours 59 minutes 34 seconds,0,0,0
35th, 14 hours 7 seconds,0,0,0
36th, 16 hours 12 minutes 40 seconds,1,0,1
37th, 16 hours 13 minutes 11 seconds,0,0,0
38th, 16 hours 46 minutes 43 seconds,0,0,0
39th, 16 hours 47 minutes 15 seconds,0,0,0
40th, 16 hours 47 minutes 49 seconds,0,0,0
41st, 17 hours 21 minutes 22 seconds,0,0,0
42nd, 19 hours 57 seconds,0,0,0
43rd, 20 hours 7 minutes 32 seconds,1,0,1
44th, 20 hours 41 minutes 4 seconds,1,0,1
45th, 21 hours 47 minutes 37 seconds,0,0,0
46th, 22 hours 21 minutes 12 seconds,0,0,0
47th, 22 hours 21 minutes 47 seconds,0,0,0
48th, 22 hours 55 minutes 22 seconds,0,0,0
49th, 22 hours 55 minutes 54 seconds,0,0,0
50th, 23 hours 29 minutes 29 seconds,0,0,0
51st, 23 hours 30 minutes 4 seconds,0,0,0
52nd, 24 hours 3 minutes 36 seconds,0,0,0
