Generation,Time,All,Acceptable,Unacceptable
1st, 10 seconds,0,0,0
2nd, 24 seconds,1,0,1
3rd, 41 seconds,0,0,0
4th, 56 seconds,0,0,0
5th, 1 minutes 10 seconds,0,0,0
6th, 1 minutes 28 seconds,0,0,0
7th, 1 minutes 52 seconds,0,0,0
8th, 2 minutes 14 seconds,0,0,0
9th, 2 minutes 41 seconds,0,0,0
10th, 3 minutes 8 seconds,0,0,0
11th, 3 minutes 32 seconds,0,0,0
12th, 12 minutes 55 seconds,0,0,0
13th, 13 minutes 17 seconds,1,0,1
14th, 13 minutes 41 seconds,1,1,0
15th, 14 minutes 2 seconds,0,0,0
16th, 14 minutes 26 seconds,1,1,0
17th, 14 minutes 47 seconds,0,0,0
18th, 15 minutes 7 seconds,0,0,0
19th, 15 minutes 30 seconds,0,0,0
20th, 15 minutes 52 seconds,0,0,0
21st, 22 minutes 12 seconds,0,0,0
22nd, 25 minutes 34 seconds,1,1,0
23rd, 34 minutes 54 seconds,1,0,1
24th, 44 minutes 14 seconds,0,0,0
25th, 50 minutes 36 seconds,0,0,0
26th, 1 hours 18 minutes 0 seconds,1,0,1
27th, 1 hours 18 minutes 19 seconds,0,0,0
28th, 1 hours 18 minutes 40 seconds,0,0,0
29th, 1 hours 19 minutes 2 seconds,1,0,1
30th, 1 hours 19 minutes 21 seconds,0,0,0
31st, 1 hours 19 minutes 44 seconds,1,1,0
32nd, 1 hours 26 minutes 7 seconds,1,0,1
33rd, 2 hours 2 minutes 29 seconds,1,0,1
34th, 2 hours 8 minutes 51 seconds,0,0,0
35th, 2 hours 18 minutes 14 seconds,0,0,0
36th, 2 hours 39 minutes 38 seconds,0,0,0
37th, 2 hours 58 minutes 2 seconds,0,0,0
38th, 3 hours 4 minutes 22 seconds,0,0,0
39th, 3 hours 13 minutes 43 seconds,0,0,0
40th, 3 hours 20 minutes 6 seconds,0,0,0
41st, 3 hours 32 minutes 27 seconds,1,0,1
42nd, 3 hours 53 minutes 45 seconds,0,0,0
43rd, 4 hours 24 minutes 8 seconds,1,0,1
44th, 4 hours 30 minutes 28 seconds,0,0,0
45th, 4 hours 33 minutes 58 seconds,0,0,0
46th, 4 hours 55 minutes 22 seconds,1,0,1
47th, 5 hours 7 minutes 43 seconds,0,0,0
48th, 5 hours 20 minutes 5 seconds,0,0,0
49th, 5 hours 26 minutes 25 seconds,1,0,1
50th, 5 hours 29 minutes 49 seconds,1,0,1
51st, 5 hours 36 minutes 7 seconds,0,0,0
52nd, 5 hours 54 minutes 30 seconds,0,0,0
53rd, 6 hours 9 minutes 51 seconds,1,0,1
54th, 6 hours 28 minutes 17 seconds,0,0,0
55th, 6 hours 43 minutes 37 seconds,0,0,0
56th, 6 hours 52 minutes 55 seconds,0,0,0
57th, 6 hours 56 minutes 15 seconds,1,0,1
58th, 7 hours 5 minutes 31 seconds,1,0,1
59th, 7 hours 11 minutes 53 seconds,0,0,0
60th, 7 hours 21 minutes 13 seconds,0,0,0
61st, 7 hours 33 minutes 34 seconds,0,0,0
62nd, 7 hours 39 minutes 56 seconds,0,0,0
63rd, 7 hours 58 minutes 23 seconds,0,0,0
64th, 8 hours 7 minutes 44 seconds,0,0,0
65th, 8 hours 20 minutes 4 seconds,1,0,1
66th, 8 hours 23 minutes 28 seconds,0,0,0
67th, 8 hours 23 minutes 45 seconds,0,0,0
68th, 8 hours 30 minutes 3 seconds,0,0,0
69th, 8 hours 51 minutes 22 seconds,1,0,1
70th, 9 hours 12 minutes 45 seconds,0,0,0
71st, 9 hours 34 minutes 6 seconds,0,0,0
72nd, 9 hours 43 minutes 22 seconds,0,0,0
73rd, 10 hours 10 minutes 43 seconds,0,0,0
74th, 10 hours 50 minutes 6 seconds,0,0,0
75th, 11 hours 11 minutes 31 seconds,1,0,1
76th, 11 hours 41 minutes 48 seconds,0,0,0
77th, 12 hours 3 minutes 5 seconds,0,0,0
78th, 12 hours 18 minutes 24 seconds,0,0,0
79th, 12 hours 27 minutes 45 seconds,1,0,1
80th, 12 hours 46 minutes 9 seconds,0,0,0
81st, 13 hours 1 minutes 29 seconds,1,0,1
82nd, 13 hours 7 minutes 48 seconds,1,0,1
83rd, 13 hours 17 minutes 7 seconds,0,0,0
84th, 13 hours 38 minutes 30 seconds,0,0,0
85th, 13 hours 59 minutes 51 seconds,1,0,1
86th, 14 hours 21 minutes 8 seconds,0,0,0
87th, 14 hours 36 minutes 27 seconds,1,0,1
88th, 14 hours 48 minutes 47 seconds,1,0,1
89th, 14 hours 58 minutes 3 seconds,0,0,0
90th, 14 hours 58 minutes 22 seconds,1,0,1
91st, 15 hours 1 minutes 43 seconds,1,0,1
92nd, 15 hours 2 minutes 8 seconds,0,0,0
93rd, 15 hours 5 minutes 24 seconds,1,0,1
