Generation,Time,All,Acceptable,Unacceptable
1st, 11 seconds,0,0,0
2nd, 18 seconds,0,0,0
3rd, 34 seconds,0,0,0
4th, 3 minutes 47 seconds,1,1,0
5th, 34 minutes 2 seconds,1,0,1
6th, 34 minutes 15 seconds,1,0,1
7th, 34 minutes 31 seconds,0,0,0
8th, 34 minutes 47 seconds,0,0,0
9th, 38 minutes 5 seconds,1,0,1
10th, 50 minutes 25 seconds,1,0,1
11th, 53 minutes 40 seconds,0,0,0
12th, 53 minutes 59 seconds,1,0,1
13th, 54 minutes 14 seconds,0,0,0
14th, 57 minutes 33 seconds,1,0,1
15th, 57 minutes 49 seconds,0,0,0
16th, 58 minutes 4 seconds,2,2,0
17th, 58 minutes 23 seconds,0,0,0
18th, 1 hours 1 minutes 40 seconds,1,0,1
19th, 1 hours 7 minutes 56 seconds,0,0,0
20th, 1 hours 8 minutes 14 seconds,1,1,0
21st, 1 hours 8 minutes 29 seconds,1,0,1
22nd, 1 hours 8 minutes 48 seconds,0,0,0
23rd, 1 hours 9 minutes 7 seconds,0,0,0
24th, 1 hours 9 minutes 25 seconds,0,0,0
25th, 1 hours 9 minutes 45 seconds,0,0,0
26th, 1 hours 10 minutes 3 seconds,2,1,1
27th, 1 hours 10 minutes 22 seconds,3,0,3
28th, 1 hours 13 minutes 41 seconds,0,0,0
29th, 1 hours 17 minutes 2 seconds,1,1,0
30th, 1 hours 20 minutes 20 seconds,0,0,0
31st, 1 hours 20 minutes 37 seconds,1,0,1
32nd, 1 hours 29 minutes 57 seconds,0,0,0
33rd, 1 hours 33 minutes 17 seconds,1,0,1
34th, 1 hours 33 minutes 37 seconds,0,0,0
35th, 1 hours 33 minutes 57 seconds,0,0,0
36th, 1 hours 34 minutes 17 seconds,0,0,0
37th, 1 hours 34 minutes 36 seconds,0,0,0
38th, 1 hours 34 minutes 55 seconds,1,0,1
39th, 1 hours 35 minutes 14 seconds,0,0,0
40th, 1 hours 41 minutes 33 seconds,0,0,0
41st, 1 hours 41 minutes 55 seconds,0,0,0
42nd, 1 hours 42 minutes 17 seconds,1,0,1
43rd, 1 hours 42 minutes 40 seconds,0,0,0
44th, 1 hours 42 minutes 57 seconds,0,0,0
45th, 1 hours 43 minutes 14 seconds,0,0,0
46th, 1 hours 55 minutes 35 seconds,0,0,0
47th, 1 hours 55 minutes 53 seconds,1,0,1
48th, 1 hours 56 minutes 13 seconds,1,0,1
49th, 1 hours 56 minutes 33 seconds,0,0,0
50th, 1 hours 56 minutes 52 seconds,0,0,0
51st, 1 hours 57 minutes 9 seconds,0,0,0
52nd, 1 hours 57 minutes 28 seconds,0,0,0
53rd, 2 hours 49 seconds,1,0,1
54th, 2 hours 4 minutes 9 seconds,0,0,0
55th, 2 hours 4 minutes 30 seconds,1,0,1
56th, 2 hours 7 minutes 51 seconds,1,0,1
57th, 2 hours 11 minutes 12 seconds,0,0,0
58th, 2 hours 41 minutes 32 seconds,0,0,0
59th, 2 hours 41 minutes 54 seconds,0,0,0
60th, 2 hours 42 minutes 14 seconds,0,0,0
61st, 2 hours 45 minutes 35 seconds,0,0,0
62nd, 2 hours 45 minutes 56 seconds,0,0,0
63rd, 2 hours 46 minutes 18 seconds,1,0,1
64th, 2 hours 46 minutes 39 seconds,0,0,0
65th, 2 hours 49 minutes 59 seconds,0,0,0
66th, 2 hours 53 minutes 19 seconds,0,0,0
67th, 2 hours 56 minutes 42 seconds,1,0,1
68th, 2 hours 57 minutes 5 seconds,0,0,0
69th, 2 hours 57 minutes 26 seconds,0,0,0
70th, 3 hours 48 seconds,0,0,0
71st, 3 hours 1 minutes 11 seconds,0,0,0
72nd, 3 hours 1 minutes 32 seconds,0,0,0
73rd, 3 hours 4 minutes 55 seconds,0,0,0
74th, 3 hours 8 minutes 18 seconds,2,0,2
75th, 3 hours 8 minutes 41 seconds,0,0,0
76th, 3 hours 15 minutes 4 seconds,0,0,0
77th, 3 hours 15 minutes 27 seconds,0,0,0
78th, 3 hours 21 minutes 50 seconds,0,0,0
79th, 3 hours 25 minutes 13 seconds,2,0,2
80th, 3 hours 28 minutes 33 seconds,0,0,0
81st, 3 hours 28 minutes 54 seconds,0,0,0
82nd, 3 hours 38 minutes 16 seconds,1,0,1
83rd, 3 hours 41 minutes 35 seconds,0,0,0
84th, 3 hours 44 minutes 57 seconds,1,0,1
85th, 3 hours 48 minutes 16 seconds,0,0,0
86th, 3 hours 54 minutes 36 seconds,0,0,0
87th, 3 hours 57 minutes 55 seconds,1,0,1
88th, 4 hours 7 minutes 19 seconds,1,0,1
89th, 4 hours 7 minutes 41 seconds,1,0,1
90th, 4 hours 11 minutes 3 seconds,1,0,1
91st, 4 hours 17 minutes 28 seconds,0,0,0
92nd, 4 hours 23 minutes 52 seconds,2,0,2
93rd, 4 hours 30 minutes 14 seconds,0,0,0
94th, 4 hours 33 minutes 35 seconds,1,0,1
95th, 4 hours 48 minutes 57 seconds,0,0,0
96th, 4 hours 55 minutes 21 seconds,1,0,1
97th, 4 hours 58 minutes 44 seconds,1,0,1
98th, 5 hours 2 minutes 6 seconds,0,0,0
99th, 5 hours 5 minutes 28 seconds,0,0,0
100th, 5 hours 8 minutes 49 seconds,1,0,1
101st, 5 hours 9 minutes 12 seconds,1,0,1
