Generation,Time,All,Acceptable,Unacceptable
1st, 10 seconds,0,0,0
2nd, 3 minutes 19 seconds,0,0,0
3rd, 3 minutes 42 seconds,0,0,0
4th, 4 minutes 5 seconds,0,0,0
5th, 4 minutes 22 seconds,1,1,0
6th, 4 minutes 40 seconds,2,2,0
7th, 4 minutes 56 seconds,0,0,0
8th, 5 minutes 16 seconds,2,2,0
9th, 5 minutes 38 seconds,0,0,0
10th, 6 minutes 4 seconds,0,0,0
11th, 6 minutes 29 seconds,0,0,0
12th, 6 minutes 57 seconds,0,0,0
13th, 7 minutes 24 seconds,1,0,1
14th, 7 minutes 50 seconds,0,0,0
15th, 20 minutes 19 seconds,2,1,1
16th, 20 minutes 48 seconds,0,0,0
17th, 24 minutes 17 seconds,2,0,2
18th, 24 minutes 46 seconds,0,0,0
19th, 28 minutes 17 seconds,2,0,2
20th, 34 minutes 41 seconds,0,0,0
21st, 35 minutes 6 seconds,1,0,1
22nd, 38 minutes 33 seconds,2,2,0
23rd, 38 minutes 59 seconds,0,0,0
24th, 42 minutes 24 seconds,1,0,1
25th, 45 minutes 47 seconds,1,0,1
26th, 46 minutes 11 seconds,1,0,1
27th, 52 minutes 39 seconds,2,0,2
28th, 56 minutes 2 seconds,0,0,0
29th, 56 minutes 23 seconds,0,0,0
30th, 56 minutes 50 seconds,0,0,0
31st, 1 hours 17 seconds,1,0,1
32nd, 1 hours 12 minutes 43 seconds,1,1,0
33rd, 1 hours 25 minutes 8 seconds,1,0,1
34th, 1 hours 34 minutes 33 seconds,0,0,0
35th, 1 hours 44 minutes 4 seconds,0,0,0
36th, 2 hours 5 minutes 38 seconds,0,0,0
37th, 2 hours 18 minutes 9 seconds,2,0,2
38th, 2 hours 21 minutes 38 seconds,0,0,0
39th, 2 hours 46 minutes 4 seconds,0,0,0
40th, 3 hours 7 minutes 32 seconds,0,0,0
41st, 3 hours 19 minutes 58 seconds,0,0,0
42nd, 3 hours 41 minutes 32 seconds,1,0,1
43rd, 4 hours 3 minutes 5 seconds,0,0,0
44th, 4 hours 24 minutes 31 seconds,0,0,0
45th, 4 hours 45 minutes 59 seconds,0,0,0
46th, 5 hours 1 minutes 30 seconds,1,0,1
47th, 5 hours 4 minutes 54 seconds,1,0,1
48th, 5 hours 11 minutes 16 seconds,1,0,1
49th, 5 hours 29 minutes 45 seconds,1,0,1
50th, 5 hours 45 minutes 13 seconds,1,0,1
51st, 6 hours 3 minutes 44 seconds,0,0,0
52nd, 6 hours 16 minutes 11 seconds,0,0,0
53rd, 6 hours 22 minutes 37 seconds,0,0,0
54th, 6 hours 32 minutes 6 seconds,2,0,2
55th, 6 hours 47 minutes 36 seconds,0,0,0
56th, 7 hours 3 minutes 5 seconds,4,0,4
57th, 7 hours 27 minutes 36 seconds,1,0,1
