Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
7,0,0,0
8,1,1,0
10,1,1,0
11,1,1,0
14,1,1,0
16,2,2,0
17,2,2,0
18,2,2,0
24,3,2,1
27,4,3,1
30,4,3,1
32,4,3,1
34,4,3,1
41,4,3,1
42,4,3,1
43,4,3,1
46,5,4,1
55,5,4,1
56,5,4,1
60,5,4,1
70,5,4,1
74,5,4,1
75,6,5,1
78,6,5,1
88,6,5,1
91,7,5,2
97,8,6,2
110,8,6,2
112,8,6,2
131,9,6,3
134,9,6,3
150,9,6,3
161,9,6,3
168,9,6,3
186,9,6,3
188,9,6,3
199,9,6,3
204,9,6,3
212,9,6,3
214,9,6,3
222,10,6,4
227,11,7,4
239,12,7,5
245,12,7,5
256,14,7,7
262,15,8,7
273,16,8,8
280,18,10,8
290,18,10,8
296,18,10,8
307,19,11,8
316,21,13,8
324,22,14,8
338,22,14,8
341,23,14,9
358,23,14,9
364,23,14,9
367,23,14,9
374,23,14,9
375,25,14,11
389,26,15,11
392,27,16,11
393,29,16,13
405,29,16,13
408,29,16,13
409,29,16,13
417,29,16,13
426,30,17,13
444,32,17,15
462,32,17,15
470,32,17,15
479,32,17,15
480,32,17,15
499,32,17,15
502,33,18,15
526,33,18,15
568,33,18,15
577,33,18,15
586,33,18,15
599,34,19,15
600,34,19,15
697,34,19,15
732,34,19,15
751,34,19,15
773,34,19,15
775,34,19,15
795,35,20,15
796,36,21,15
797,37,21,16
798,37,21,16
808,37,21,16
817,38,21,17
818,38,21,17
821,39,22,17
833,40,22,18
842,40,22,18
851,41,22,19
866,42,23,19
871,44,23,21
887,44,23,21
907,44,23,21
930,44,23,21
952,44,23,21
989,45,24,21
1004,45,24,21
1021,45,24,21
1069,45,24,21
1079,45,24,21
1187,45,24,21
1201,46,25,21
1219,48,26,22
1248,48,26,22
1332,48,26,22
1400,49,27,22
1405,51,28,23
1457,54,28,26
1486,54,28,26
1534,55,29,26
1564,55,29,26
1597,56,30,26
1607,56,30,26
1625,56,30,26
1654,57,31,26
1671,58,31,27
1697,60,31,29
1760,60,31,29
1813,61,32,29
2042,62,32,30
2055,63,32,31
2071,63,32,31
2081,63,32,31
2087,63,32,31
2094,64,32,32
2106,65,32,33
2137,65,32,33
2155,67,34,33
2171,68,35,33
2285,69,35,34
2313,71,37,34
2339,71,37,34
2363,71,37,34
2369,71,37,34
2375,72,37,35
2396,72,37,35
2415,72,37,35
2438,72,37,35
2460,73,38,35
2483,73,38,35
2509,73,38,35
2515,73,38,35
2544,74,38,36
2654,74,38,36
2740,74,38,36
2747,75,38,37
2771,76,38,38
3025,77,38,39
3036,77,38,39
3118,78,38,40
3159,80,38,42
3220,80,38,42
3239,81,38,43
3252,81,38,43
3254,81,38,43
3304,81,38,43
3362,81,38,43
3383,81,38,43
3410,81,38,43
3453,82,38,44
3469,82,38,44
3484,84,40,44
3487,85,40,45
3497,85,40,45
3503,85,40,45
3506,85,40,45
3514,86,41,45
3523,87,42,45
3543,88,42,46
3617,89,42,47
3627,89,42,47
3679,89,42,47
3700,90,42,48
3744,90,42,48
3764,91,42,49
3781,91,42,49
3800,91,42,49
3821,92,42,50
3841,93,42,51
3860,94,42,52
3893,94,42,52
3912,95,42,53
4059,95,42,53
4076,95,42,53
4094,96,43,53
4109,97,43,54
4128,97,43,54
4147,97,43,54
4165,97,43,54
4185,97,43,54
4203,99,44,55
4222,102,44,58
4259,102,44,58
4279,103,44,59
4299,103,44,59
4319,103,44,59
4337,103,44,59
4355,103,44,59
4363,104,45,59
4364,104,45,59
4373,104,45,59
4391,107,47,60
4418,107,47,60
4421,107,47,60
4544,107,47,60
4556,111,49,62
4590,111,49,62
4608,112,49,63
4622,113,50,63
4651,113,50,63
4680,114,50,64
4695,114,50,64
4699,114,50,64
4720,114,50,64
4724,114,50,64
4742,116,51,65
4756,116,51,65
4757,118,51,67
4761,118,51,67
4784,119,52,67
4820,119,52,67
4837,120,52,68
4850,121,53,68
4938,121,53,68
4961,121,53,68
4987,121,53,68
5047,123,54,69
5108,124,54,70
5163,124,54,70
5167,125,54,71
5175,125,54,71
5185,126,55,71
5246,126,55,71
5318,126,55,71
5382,127,55,72
5397,127,55,72
5430,127,55,72
5457,127,55,72
5483,127,55,72
5508,127,55,72
5517,127,55,72
5546,127,55,72
5574,129,55,74
5581,129,55,74
5596,129,55,74
5597,130,55,75
5617,130,55,75
5637,130,55,75
5657,130,55,75
5673,130,55,75
5676,130,55,75
5695,131,55,76
5714,131,55,76
5778,131,55,76
5795,133,55,78
5798,133,55,78
5803,134,56,78
5814,134,56,78
5822,135,57,78
5898,135,57,78
6001,135,57,78
6019,136,57,79
6071,136,57,79
6093,136,57,79
6115,136,57,79
6137,137,57,80
6160,137,57,80
6177,137,57,80
6180,138,57,81
6192,138,57,81
6194,138,57,81
6198,139,57,82
6210,140,57,83
6228,140,57,83
6233,141,58,83
6244,141,58,83
6285,141,58,83
6311,141,58,83
6336,141,58,83
6396,141,58,83
6425,141,58,83
6544,143,58,85
6563,145,58,87
6569,146,58,88
6588,146,58,88
6593,146,58,88
6612,146,58,88
6617,149,58,91
6622,149,58,91
6634,149,58,91
6638,149,58,91
6640,149,58,91
6657,150,58,92
6658,150,58,92
6682,150,58,92
6683,150,58,92
6705,150,58,92
6710,150,58,92
6732,150,58,92
6758,151,59,92
6793,152,60,92
6810,153,61,92
6935,153,61,92
6938,156,61,95
6953,157,61,96
6973,158,61,97
6993,158,61,97
7012,158,61,97
7029,158,61,97
7048,158,61,97
7134,158,61,97
7143,159,61,98
7168,159,61,98
7198,159,61,98
7249,160,61,99
7271,161,61,100
7332,162,62,100
7349,163,62,101
7373,163,62,101
7398,163,62,101
7449,163,62,101
7470,164,62,102
7479,166,63,103
7505,166,63,103
7510,168,64,104
7530,169,65,104
7537,169,65,104
7538,169,65,104
7548,169,65,104
7581,170,65,105
7671,171,65,106
7731,171,65,106
7747,171,65,106
7790,171,65,106
7872,171,65,106
7889,171,65,106
7954,172,66,106
