Generation,Time,All,Acceptable,Unacceptable
1st, 6 minutes 7 seconds,0,0,0
2nd, 6 minutes 14 seconds,0,0,0
3rd, 9 minutes 28 seconds,0,0,0
4th, 9 minutes 37 seconds,0,0,0
5th, 9 minutes 46 seconds,0,0,0
6th, 9 minutes 59 seconds,1,1,0
7th, 13 minutes 16 seconds,1,1,0
8th, 16 minutes 29 seconds,1,1,0
9th, 16 minutes 44 seconds,0,0,0
10th, 20 minutes 1 seconds,1,1,0
11th, 23 minutes 20 seconds,1,1,0
12th, 26 minutes 37 seconds,1,1,0
13th, 35 minutes 55 seconds,2,2,0
14th, 36 minutes 11 seconds,1,1,0
15th, 39 minutes 29 seconds,0,0,0
16th, 1 hours 12 minutes 44 seconds,0,0,0
17th, 1 hours 19 minutes 2 seconds,1,1,0
18th, 1 hours 22 minutes 18 seconds,0,0,0
19th, 1 hours 28 minutes 38 seconds,0,0,0
20th, 1 hours 43 minutes 53 seconds,1,1,0
21st, 1 hours 53 minutes 13 seconds,1,1,0
22nd, 2 hours 11 minutes 29 seconds,0,0,0
23rd, 2 hours 26 minutes 45 seconds,1,0,1
24th, 2 hours 39 minutes 2 seconds,0,0,0
25th, 2 hours 51 minutes 21 seconds,0,0,0
26th, 3 hours 18 minutes 40 seconds,1,0,1
27th, 3 hours 52 minutes 0 seconds,1,1,0
28th, 4 hours 7 minutes 18 seconds,2,2,0
29th, 4 hours 22 minutes 49 seconds,0,0,0
30th, 4 hours 50 minutes 10 seconds,1,0,1
31st, 5 hours 23 minutes 28 seconds,0,0,0
32nd, 5 hours 41 minutes 47 seconds,1,0,1
33rd, 6 hours 4 seconds,0,0,0
34th, 6 hours 12 minutes 23 seconds,1,1,0
35th, 6 hours 36 minutes 43 seconds,1,0,1
36th, 7 hours 1 minutes 2 seconds,0,0,0
37th, 7 hours 13 minutes 22 seconds,0,0,0
38th, 7 hours 22 minutes 40 seconds,1,1,0
39th, 7 hours 37 minutes 57 seconds,0,0,0
40th, 8 hours 8 minutes 17 seconds,0,0,0
41st, 8 hours 23 minutes 36 seconds,1,0,1
42nd, 8 hours 38 minutes 55 seconds,1,0,1
43rd, 8 hours 48 minutes 13 seconds,2,1,1
44th, 9 hours 32 seconds,0,0,0
45th, 9 hours 6 minutes 51 seconds,0,0,0
46th, 9 hours 25 minutes 10 seconds,0,0,0
47th, 9 hours 31 minutes 28 seconds,0,0,0
48th, 9 hours 31 minutes 45 seconds,1,0,1
49th, 9 hours 35 minutes 2 seconds,0,0,0
50th, 9 hours 38 minutes 20 seconds,0,0,0
51st, 9 hours 47 minutes 35 seconds,0,0,0
52nd, 9 hours 56 minutes 53 seconds,0,0,0
53rd, 9 hours 57 minutes 12 seconds,1,0,1
54th, 10 hours 30 seconds,0,0,0
55th, 10 hours 49 seconds,0,0,0
56th, 10 hours 13 minutes 6 seconds,0,0,0
57th, 10 hours 16 minutes 27 seconds,0,0,0
58th, 10 hours 16 minutes 44 seconds,0,0,0
59th, 10 hours 17 minutes 0 seconds,0,0,0
60th, 10 hours 26 minutes 17 seconds,0,0,0
61st, 10 hours 29 minutes 36 seconds,0,0,0
62nd, 10 hours 29 minutes 55 seconds,4,0,4
63rd, 10 hours 30 minutes 14 seconds,5,1,4
64th, 10 hours 36 minutes 35 seconds,1,0,1
65th, 10 hours 42 minutes 54 seconds,4,0,4
66th, 10 hours 43 minutes 15 seconds,3,0,3
67th, 10 hours 43 minutes 34 seconds,2,0,2
68th, 10 hours 43 minutes 54 seconds,1,0,1
69th, 10 hours 47 minutes 15 seconds,5,0,5
70th, 10 hours 47 minutes 34 seconds,5,0,5
71st, 10 hours 47 minutes 54 seconds,4,1,3
72nd, 10 hours 48 minutes 16 seconds,2,0,2
73rd, 10 hours 48 minutes 33 seconds,2,0,2
74th, 10 hours 48 minutes 55 seconds,2,0,2
75th, 10 hours 58 minutes 15 seconds,3,0,3
76th, 10 hours 58 minutes 36 seconds,0,0,0
77th, 10 hours 58 minutes 57 seconds,0,0,0
78th, 10 hours 59 minutes 19 seconds,0,0,0
79th, 10 hours 59 minutes 40 seconds,0,0,0
80th, 11 hours 4 seconds,1,0,1
81st, 11 hours 27 seconds,0,0,0
82nd, 11 hours 47 seconds,0,0,0
83rd, 11 hours 1 minutes 9 seconds,0,0,0
84th, 11 hours 1 minutes 31 seconds,0,0,0
85th, 11 hours 1 minutes 54 seconds,0,0,0
86th, 11 hours 2 minutes 18 seconds,1,0,1
87th, 11 hours 2 minutes 41 seconds,0,0,0
88th, 11 hours 9 minutes 4 seconds,1,0,1
89th, 11 hours 9 minutes 26 seconds,0,0,0
90th, 11 hours 9 minutes 48 seconds,0,0,0
91st, 11 hours 10 minutes 10 seconds,2,0,2
92nd, 11 hours 10 minutes 32 seconds,1,0,1
93rd, 11 hours 10 minutes 57 seconds,1,0,1
94th, 11 hours 11 minutes 22 seconds,2,0,2
95th, 11 hours 14 minutes 44 seconds,0,0,0
96th, 11 hours 18 minutes 8 seconds,1,0,1
97th, 11 hours 18 minutes 30 seconds,1,0,1
98th, 11 hours 24 minutes 54 seconds,1,0,1
99th, 11 hours 25 minutes 19 seconds,0,0,0
100th, 11 hours 25 minutes 45 seconds,0,0,0
101st, 11 hours 26 minutes 9 seconds,0,0,0
102nd, 11 hours 26 minutes 35 seconds,0,0,0
103rd, 11 hours 27 minutes 0 seconds,0,0,0
104th, 11 hours 27 minutes 25 seconds,0,0,0
105th, 11 hours 27 minutes 51 seconds,4,0,4
106th, 11 hours 28 minutes 16 seconds,1,0,1
107th, 11 hours 28 minutes 41 seconds,0,0,0
108th, 11 hours 29 minutes 6 seconds,0,0,0
109th, 11 hours 29 minutes 31 seconds,0,0,0
110th, 11 hours 29 minutes 57 seconds,0,0,0
111th, 11 hours 33 minutes 21 seconds,1,0,1
112th, 11 hours 33 minutes 45 seconds,1,0,1
113th, 11 hours 34 minutes 12 seconds,1,0,1
114th, 11 hours 34 minutes 37 seconds,0,0,0
115th, 11 hours 35 minutes 3 seconds,0,0,0
116th, 11 hours 35 minutes 31 seconds,0,0,0
117th, 11 hours 35 minutes 59 seconds,0,0,0
118th, 11 hours 36 minutes 25 seconds,0,0,0
119th, 11 hours 39 minutes 54 seconds,0,0,0
120th, 11 hours 40 minutes 21 seconds,1,0,1
121st, 11 hours 46 minutes 46 seconds,1,0,1
122nd, 11 hours 53 minutes 12 seconds,0,0,0
123rd, 11 hours 53 minutes 38 seconds,0,0,0
124th, 11 hours 54 minutes 5 seconds,0,0,0
125th, 11 hours 54 minutes 32 seconds,0,0,0
126th, 12 hours 24 minutes 59 seconds,1,0,1
127th, 12 hours 28 minutes 26 seconds,0,0,0
128th, 12 hours 28 minutes 52 seconds,1,0,1
129th, 12 hours 32 minutes 19 seconds,0,0,0
130th, 12 hours 44 minutes 47 seconds,1,0,1
131st, 12 hours 45 minutes 15 seconds,0,0,0
132nd, 12 hours 45 minutes 44 seconds,0,0,0
133rd, 12 hours 49 minutes 10 seconds,0,0,0
134th, 12 hours 49 minutes 38 seconds,0,0,0
135th, 12 hours 53 minutes 7 seconds,1,0,1
136th, 12 hours 53 minutes 38 seconds,0,0,0
137th, 12 hours 57 minutes 8 seconds,1,0,1
138th, 13 hours 6 minutes 37 seconds,1,0,1
139th, 13 hours 6 minutes 38 seconds,1,0,1
