Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
64,0,0,0
72,0,0,0
88,1,1,0
122,2,2,0
124,2,2,0
150,2,2,0
171,2,2,0
185,2,2,0
195,2,2,0
227,3,3,0
237,3,3,0
248,3,3,0
262,3,3,0
289,3,3,0
339,3,3,0
344,3,3,0
355,3,3,0
400,3,3,0
401,3,3,0
526,3,3,0
532,3,3,0
577,3,3,0
593,3,3,0
642,3,3,0
880,4,3,1
964,4,3,1
978,4,3,1
1077,4,3,1
1108,4,3,1
1126,4,3,1
1218,4,3,1
1221,5,3,2
1244,5,3,2
1361,5,3,2
1495,6,4,2
1682,6,4,2
1695,7,5,2
1778,7,5,2
1821,7,5,2
1845,7,5,2
1855,7,5,2
2174,9,7,2
2207,10,7,3
2246,10,7,3
2256,10,7,3
2371,10,7,3
2450,11,7,4
2620,11,7,4
2677,11,7,4
2725,11,7,4
2762,13,9,4
2776,13,9,4
2787,13,9,4
2916,13,9,4
2946,13,9,4
3022,14,9,5
3164,14,9,5
3181,14,9,5
3316,14,9,5
3330,17,9,8
3358,17,9,8
3388,17,9,8
3406,17,9,8
3433,17,9,8
3615,17,9,8
3644,18,9,9
3721,18,9,9
3849,18,9,9
3964,22,10,12
3984,22,10,12
4028,22,10,12
4099,22,10,12
4147,23,10,13
4251,23,10,13
4287,24,10,14
4596,24,10,14
4606,24,10,14
4634,24,10,14
4637,24,10,14
4861,25,10,15
4901,25,10,15
4925,25,10,15
4937,25,10,15
4944,26,10,16
5001,26,10,16
5139,26,10,16
5262,26,10,16
5404,27,10,17
5414,30,11,19
5595,30,11,19
5743,30,11,19
5802,30,11,19
5921,30,11,19
5930,30,11,19
6067,30,11,19
6193,30,11,19
6222,30,11,19
6250,31,11,20
6279,31,11,20
6507,31,11,20
6560,31,11,20
6691,32,11,21
6897,32,11,21
7040,32,11,21
7064,32,11,21
7099,32,11,21
7131,33,11,22
7432,33,11,22
7436,33,11,22
7441,33,11,22
7445,33,11,22
7574,33,11,22
7603,33,11,22
7775,34,11,23
7776,34,11,23
7833,35,11,24
8034,35,11,24
8097,36,11,25
8323,36,11,25
8429,37,11,26
8464,37,11,26
8478,37,11,26
8688,37,11,26
8915,38,11,27
8934,38,11,27
8983,38,11,27
9077,39,12,27
9254,39,12,27
9313,39,12,27
9317,39,12,27
9393,39,12,27
9475,40,12,28
9484,41,12,29
9755,41,12,29
9821,42,12,30
10029,43,12,31
10080,43,12,31
10141,43,12,31
10232,43,12,31
10345,43,12,31
10348,43,12,31
10520,43,12,31
10708,43,12,31
10709,46,12,34
10819,46,12,34
10835,46,12,34
11222,47,12,35
11310,48,12,36
11421,50,12,38
11431,50,12,38
11461,51,12,39
11588,51,12,39
11858,52,12,40
11963,52,12,40
12005,52,12,40
12080,52,12,40
12231,53,12,41
12478,53,12,41
12593,53,12,41
12603,53,12,41
12627,53,12,41
12865,53,12,41
12929,53,12,41
13031,55,12,43
13138,57,12,45
13223,57,12,45
13643,57,12,45
13719,57,12,45
13767,58,12,46
13878,60,12,48
13882,60,12,48
13892,60,12,48
13924,60,12,48
14212,63,12,51
14290,65,12,53
14292,65,12,53
14693,66,12,54
14718,66,12,54
14766,67,12,55
14982,67,12,55
14992,67,12,55
15031,67,12,55
15371,71,12,59
15462,72,12,60
15754,74,12,62
15786,75,12,63
15805,76,12,64
15879,76,12,64
16038,76,12,64
16119,77,12,65
16189,78,12,66
16390,78,12,66
16506,81,12,69
16523,82,12,70
16684,84,12,72
16999,84,12,72
