Generation,Time,All,Acceptable,Unacceptable
1st, 1 minutes 28 seconds,1,1,0
2nd, 8 minutes 46 seconds,0,0,0
3rd, 28 minutes 15 seconds,1,1,0
4th, 50 minutes 22 seconds,1,0,1
5th, 1 hours 44 seconds,1,0,1
6th, 1 hours 30 minutes 4 seconds,1,0,1
7th, 1 hours 38 minutes 41 seconds,0,0,0
8th, 1 hours 57 minutes 44 seconds,0,0,0
9th, 2 hours 6 minutes 43 seconds,0,0,0
10th, 2 hours 18 minutes 43 seconds,0,0,0
11th, 2 hours 34 minutes 14 seconds,0,0,0
12th, 2 hours 48 minutes 0 seconds,0,0,0
13th, 3 hours 19 seconds,0,0,0
14th, 3 hours 20 minutes 5 seconds,0,0,0
15th, 3 hours 34 minutes 25 seconds,0,0,0
16th, 3 hours 51 minutes 32 seconds,0,0,0
17th, 4 hours 9 minutes 42 seconds,0,0,0
18th, 4 hours 27 minutes 18 seconds,0,0,0
19th, 4 hours 53 minutes 38 seconds,0,0,0
20th, 5 hours 13 minutes 55 seconds,0,0,0
21st, 5 hours 36 minutes 17 seconds,0,0,0
22nd, 5 hours 59 minutes 26 seconds,0,0,0
23rd, 6 hours 22 minutes 21 seconds,4,0,4
24th, 6 hours 43 minutes 58 seconds,1,0,1
25th, 7 hours 3 minutes 57 seconds,3,0,3
26th, 7 hours 31 minutes 29 seconds,1,0,1
27th, 7 hours 51 minutes 3 seconds,0,0,0
28th, 8 hours 15 minutes 38 seconds,4,0,4
29th, 8 hours 35 minutes 44 seconds,4,0,4
30th, 9 hours 2 minutes 4 seconds,2,0,2
31st, 9 hours 19 minutes 56 seconds,1,0,1
32nd, 9 hours 39 minutes 51 seconds,0,0,0
33rd, 10 hours 39 seconds,4,1,3
34th, 10 hours 20 minutes 14 seconds,3,0,3
35th, 10 hours 44 minutes 45 seconds,5,0,5
36th, 11 hours 5 minutes 34 seconds,3,0,3
37th, 11 hours 28 minutes 26 seconds,4,0,4
38th, 11 hours 48 minutes 41 seconds,0,0,0
39th, 12 hours 11 minutes 47 seconds,1,0,1
40th, 12 hours 32 minutes 51 seconds,1,0,1
41st, 12 hours 52 minutes 20 seconds,1,0,1
42nd, 13 hours 16 minutes 18 seconds,2,0,2
43rd, 13 hours 34 minutes 15 seconds,2,0,2
44th, 13 hours 58 minutes 28 seconds,1,0,1
45th, 14 hours 20 minutes 55 seconds,2,0,2
46th, 14 hours 47 minutes 15 seconds,4,0,4
47th, 15 hours 11 minutes 2 seconds,3,0,3
48th, 15 hours 32 minutes 41 seconds,7,0,7
49th, 15 hours 57 minutes 7 seconds,2,0,2
50th, 16 hours 22 minutes 12 seconds,7,0,7
51st, 16 hours 45 minutes 31 seconds,1,0,1
52nd, 17 hours 12 minutes 54 seconds,2,0,2
53rd, 17 hours 39 minutes 15 seconds,0,0,0
54th, 18 hours 10 minutes 2 seconds,0,0,0
55th, 18 hours 35 minutes 43 seconds,2,0,2
56th, 18 hours 59 minutes 42 seconds,1,0,1
57th, 19 hours 23 minutes 3 seconds,1,0,1
58th, 19 hours 46 minutes 18 seconds,0,0,0
59th, 20 hours 10 minutes 43 seconds,0,0,0
60th, 20 hours 31 minutes 36 seconds,1,0,1
61st, 20 hours 58 minutes 55 seconds,1,0,1
62nd, 21 hours 24 minutes 16 seconds,0,0,0
63rd, 21 hours 47 minutes 11 seconds,0,0,0
64th, 22 hours 14 minutes 36 seconds,0,0,0
65th, 22 hours 40 minutes 18 seconds,3,3,0
66th, 23 hours 4 minutes 6 seconds,1,0,1
67th, 23 hours 25 minutes 56 seconds,0,0,0
68th, 23 hours 51 minutes 56 seconds,0,0,0
69th, 24 hours 17 minutes 10 seconds,0,0,0
