Generation,Time,All,Acceptable,Unacceptable
1st, 2 seconds,1,1,0
2nd, 15 minutes 4 seconds,0,0,0
3rd, 1 hours 33 minutes 6 seconds,0,0,0
4th, 1 hours 33 minutes 9 seconds,0,0,0
5th, 1 hours 57 minutes 11 seconds,0,0,0
6th, 1 hours 57 minutes 15 seconds,0,0,0
7th, 1 hours 57 minutes 18 seconds,1,0,1
8th, 1 hours 57 minutes 21 seconds,0,0,0
9th, 1 hours 57 minutes 25 seconds,0,0,0
10th, 1 hours 57 minutes 28 seconds,1,0,1
11th, 1 hours 57 minutes 32 seconds,0,0,0
12th, 1 hours 57 minutes 36 seconds,0,0,0
13th, 2 hours 6 minutes 35 seconds,1,1,0
14th, 2 hours 15 minutes 37 seconds,2,1,1
15th, 2 hours 15 minutes 40 seconds,0,0,0
16th, 2 hours 15 minutes 43 seconds,0,0,0
17th, 2 hours 33 minutes 44 seconds,0,0,0
18th, 2 hours 42 minutes 47 seconds,0,0,0
19th, 2 hours 42 minutes 50 seconds,0,0,0
20th, 2 hours 42 minutes 53 seconds,0,0,0
21st, 2 hours 42 minutes 57 seconds,0,0,0
22nd, 2 hours 43 minutes 1 seconds,0,0,0
23rd, 2 hours 43 minutes 5 seconds,0,0,0
24th, 2 hours 43 minutes 8 seconds,0,0,0
25th, 2 hours 43 minutes 10 seconds,1,0,1
26th, 2 hours 43 minutes 14 seconds,0,0,0
27th, 2 hours 43 minutes 18 seconds,0,0,0
28th, 2 hours 43 minutes 22 seconds,0,0,0
29th, 2 hours 43 minutes 27 seconds,0,0,0
30th, 2 hours 43 minutes 31 seconds,0,0,0
31st, 2 hours 43 minutes 35 seconds,0,0,0
32nd, 2 hours 43 minutes 40 seconds,0,0,0
33rd, 2 hours 43 minutes 44 seconds,0,0,0
34th, 2 hours 43 minutes 48 seconds,0,0,0
35th, 2 hours 43 minutes 52 seconds,1,1,0
36th, 2 hours 43 minutes 57 seconds,0,0,0
37th, 2 hours 44 minutes 1 seconds,0,0,0
38th, 2 hours 44 minutes 5 seconds,0,0,0
39th, 2 hours 44 minutes 9 seconds,0,0,0
40th, 2 hours 44 minutes 14 seconds,0,0,0
41st, 2 hours 44 minutes 19 seconds,0,0,0
42nd, 2 hours 44 minutes 26 seconds,1,0,1
43rd, 2 hours 44 minutes 32 seconds,1,1,0
44th, 2 hours 44 minutes 39 seconds,1,0,1
45th, 2 hours 44 minutes 46 seconds,0,0,0
46th, 2 hours 44 minutes 52 seconds,0,0,0
47th, 2 hours 44 minutes 59 seconds,0,0,0
48th, 2 hours 45 minutes 6 seconds,0,0,0
49th, 2 hours 45 minutes 14 seconds,0,0,0
50th, 3 hours 9 minutes 20 seconds,0,0,0
51st, 3 hours 9 minutes 28 seconds,0,0,0
52nd, 3 hours 9 minutes 36 seconds,0,0,0
53rd, 3 hours 9 minutes 44 seconds,0,0,0
54th, 3 hours 9 minutes 55 seconds,0,0,0
55th, 3 hours 10 minutes 3 seconds,0,0,0
56th, 3 hours 10 minutes 11 seconds,0,0,0
57th, 3 hours 10 minutes 19 seconds,0,0,0
58th, 3 hours 10 minutes 27 seconds,0,0,0
59th, 3 hours 10 minutes 35 seconds,0,0,0
