Generation,Time,All,Acceptable,Unacceptable
1st, 15 minutes 2 seconds,2,1,1
2nd, 18 minutes 26 seconds,1,1,0
3rd, 22 minutes 10 seconds,0,0,0
4th, 22 minutes 13 seconds,0,0,0
5th, 22 minutes 16 seconds,0,0,0
6th, 22 minutes 18 seconds,0,0,0
7th, 22 minutes 21 seconds,1,0,1
8th, 22 minutes 24 seconds,1,0,1
9th, 22 minutes 26 seconds,1,0,1
10th, 22 minutes 30 seconds,4,0,4
11th, 22 minutes 34 seconds,1,0,1
12th, 22 minutes 38 seconds,0,0,0
13th, 46 minutes 42 seconds,1,0,1
14th, 58 minutes 47 seconds,1,0,1
15th, 1 hours 22 minutes 52 seconds,0,0,0
16th, 1 hours 24 minutes 9 seconds,0,0,0
17th, 1 hours 48 minutes 13 seconds,1,1,0
18th, 2 hours 19 seconds,1,0,1
19th, 2 hours 12 minutes 24 seconds,1,1,0
20th, 2 hours 12 minutes 29 seconds,0,0,0
21st, 2 hours 12 minutes 35 seconds,0,0,0
22nd, 2 hours 24 minutes 41 seconds,0,0,0
23rd, 3 hours 24 minutes 47 seconds,0,0,0
24th, 3 hours 24 minutes 52 seconds,0,0,0
25th, 3 hours 36 minutes 56 seconds,0,0,0
26th, 3 hours 37 minutes 3 seconds,0,0,0
27th, 3 hours 37 minutes 8 seconds,0,0,0
28th, 3 hours 38 minutes 28 seconds,0,0,0
29th, 3 hours 38 minutes 33 seconds,0,0,0
30th, 3 hours 38 minutes 39 seconds,0,0,0
31st, 3 hours 38 minutes 44 seconds,1,0,1
32nd, 3 hours 38 minutes 50 seconds,0,0,0
33rd, 3 hours 38 minutes 57 seconds,1,0,1
34th, 3 hours 39 minutes 3 seconds,0,0,0
35th, 3 hours 39 minutes 10 seconds,0,0,0
36th, 3 hours 39 minutes 16 seconds,0,0,0
37th, 3 hours 39 minutes 22 seconds,0,0,0
38th, 3 hours 39 minutes 28 seconds,0,0,0
39th, 3 hours 39 minutes 33 seconds,0,0,0
40th, 3 hours 39 minutes 40 seconds,0,0,0
41st, 3 hours 39 minutes 48 seconds,0,0,0
42nd, 3 hours 39 minutes 55 seconds,0,0,0
43rd, 3 hours 40 minutes 2 seconds,0,0,0
44th, 3 hours 40 minutes 11 seconds,1,0,1
45th, 3 hours 40 minutes 19 seconds,1,0,1
46th, 3 hours 40 minutes 27 seconds,0,0,0
47th, 3 hours 40 minutes 36 seconds,1,0,1
48th, 3 hours 40 minutes 44 seconds,0,0,0
49th, 3 hours 40 minutes 52 seconds,0,0,0
50th, 4 hours 6 minutes 14 seconds,0,0,0
51st, 4 hours 6 minutes 24 seconds,0,0,0
52nd, 4 hours 6 minutes 34 seconds,0,0,0
53rd, 4 hours 6 minutes 44 seconds,0,0,0
54th, 4 hours 6 minutes 53 seconds,0,0,0
55th, 4 hours 7 minutes 2 seconds,0,0,0
56th, 4 hours 31 minutes 13 seconds,0,0,0
57th, 4 hours 31 minutes 23 seconds,0,0,0
58th, 4 hours 31 minutes 32 seconds,0,0,0
59th, 4 hours 36 minutes 21 seconds,1,0,1
60th, 4 hours 36 minutes 31 seconds,0,0,0
61st, 4 hours 36 minutes 41 seconds,0,0,0
62nd, 4 hours 36 minutes 51 seconds,0,0,0
63rd, 4 hours 37 minutes 2 seconds,0,0,0
64th, 4 hours 37 minutes 12 seconds,0,0,0
65th, 4 hours 37 minutes 21 seconds,0,0,0
66th, 4 hours 37 minutes 32 seconds,0,0,0
67th, 4 hours 37 minutes 41 seconds,1,0,1
68th, 4 hours 37 minutes 49 seconds,0,0,0
69th, 4 hours 52 minutes 57 seconds,0,0,0
70th, 4 hours 53 minutes 5 seconds,0,0,0
71st, 4 hours 53 minutes 15 seconds,2,0,2
72nd, 4 hours 53 minutes 23 seconds,0,0,0
73rd, 4 hours 53 minutes 33 seconds,0,0,0
74th, 4 hours 53 minutes 41 seconds,0,0,0
