Generation,Time,All,Acceptable,Unacceptable
1st, 24 minutes 1 seconds,0,0,0
2nd, 1 hours 3 minutes 3 seconds,1,0,1
3rd, 3 hours 55 minutes 46 seconds,0,0,0
4th, 4 hours 16 minutes 49 seconds,0,0,0
5th, 4 hours 46 minutes 51 seconds,0,0,0
6th, 4 hours 46 minutes 54 seconds,0,0,0
7th, 4 hours 48 minutes 43 seconds,0,0,0
8th, 5 hours 40 seconds,1,0,1
9th, 5 hours 39 minutes 43 seconds,0,0,0
10th, 5 hours 41 minutes 33 seconds,2,0,2
11th, 5 hours 41 minutes 37 seconds,1,0,1
12th, 5 hours 41 minutes 40 seconds,0,0,0
13th, 5 hours 41 minutes 42 seconds,0,0,0
14th, 5 hours 41 minutes 45 seconds,0,0,0
15th, 5 hours 41 minutes 47 seconds,0,0,0
16th, 5 hours 41 minutes 50 seconds,0,0,0
17th, 5 hours 41 minutes 53 seconds,1,0,1
18th, 5 hours 41 minutes 56 seconds,0,0,0
19th, 5 hours 42 minutes 0 seconds,0,0,0
20th, 5 hours 42 minutes 3 seconds,0,0,0
21st, 5 hours 42 minutes 7 seconds,1,1,0
22nd, 5 hours 57 minutes 10 seconds,0,0,0
23rd, 5 hours 57 minutes 13 seconds,0,0,0
24th, 5 hours 57 minutes 17 seconds,0,0,0
25th, 5 hours 57 minutes 21 seconds,0,0,0
26th, 6 hours 21 minutes 25 seconds,0,0,0
27th, 6 hours 21 minutes 29 seconds,0,0,0
28th, 6 hours 36 minutes 33 seconds,0,0,0
29th, 6 hours 36 minutes 36 seconds,0,0,0
30th, 6 hours 36 minutes 41 seconds,1,0,1
31st, 6 hours 36 minutes 45 seconds,1,0,1
32nd, 6 hours 36 minutes 49 seconds,0,0,0
33rd, 6 hours 36 minutes 54 seconds,0,0,0
34th, 6 hours 36 minutes 58 seconds,0,0,0
35th, 6 hours 52 minutes 3 seconds,1,0,1
36th, 6 hours 55 minutes 6 seconds,0,0,0
37th, 7 hours 10 minutes 12 seconds,0,0,0
38th, 7 hours 25 minutes 18 seconds,0,0,0
39th, 7 hours 25 minutes 24 seconds,0,0,0
40th, 7 hours 26 minutes 40 seconds,0,0,0
41st, 7 hours 26 minutes 47 seconds,0,0,0
42nd, 7 hours 26 minutes 53 seconds,1,0,1
43rd, 7 hours 26 minutes 59 seconds,0,0,0
44th, 7 hours 27 minutes 6 seconds,0,0,0
45th, 8 hours 15 minutes 11 seconds,1,1,0
46th, 8 hours 15 minutes 16 seconds,0,0,0
47th, 8 hours 15 minutes 21 seconds,2,0,2
