Generation,Time,All,Acceptable,Unacceptable
1st, 1 minutes 42 seconds,0,0,0
2nd, 19 minutes 44 seconds,0,0,0
3rd, 19 minutes 47 seconds,0,0,0
4th, 25 minutes 50 seconds,0,0,0
5th, 27 minutes 33 seconds,0,0,0
6th, 42 minutes 36 seconds,0,0,0
7th, 42 minutes 39 seconds,0,0,0
8th, 42 minutes 42 seconds,0,0,0
9th, 42 minutes 45 seconds,0,0,0
10th, 42 minutes 47 seconds,0,0,0
11th, 42 minutes 50 seconds,0,0,0
12th, 42 minutes 52 seconds,0,0,0
13th, 1 hours 6 minutes 50 seconds,0,0,0
14th, 1 hours 6 minutes 54 seconds,1,1,0
15th, 1 hours 30 minutes 53 seconds,0,0,0
16th, 1 hours 30 minutes 58 seconds,1,1,0
17th, 1 hours 31 minutes 3 seconds,0,0,0
18th, 1 hours 31 minutes 9 seconds,0,0,0
19th, 1 hours 31 minutes 14 seconds,0,0,0
20th, 1 hours 31 minutes 19 seconds,0,0,0
21st, 1 hours 31 minutes 26 seconds,0,0,0
22nd, 1 hours 31 minutes 33 seconds,0,0,0
23rd, 1 hours 31 minutes 39 seconds,0,0,0
24th, 1 hours 31 minutes 45 seconds,1,1,0
25th, 1 hours 31 minutes 51 seconds,0,0,0
26th, 2 hours 7 minutes 57 seconds,0,0,0
27th, 2 hours 20 minutes 3 seconds,1,0,1
28th, 3 hours 8 minutes 10 seconds,0,0,0
29th, 3 hours 32 minutes 17 seconds,0,0,0
30th, 4 hours 20 minutes 23 seconds,0,0,0
31st, 4 hours 44 minutes 30 seconds,0,0,0
32nd, 4 hours 44 minutes 37 seconds,0,0,0
33rd, 4 hours 44 minutes 44 seconds,0,0,0
34th, 5 hours 8 minutes 52 seconds,1,0,1
35th, 5 hours 20 minutes 58 seconds,0,0,0
36th, 5 hours 45 minutes 5 seconds,0,0,0
37th, 5 hours 45 minutes 11 seconds,0,0,0
38th, 6 hours 18 seconds,0,0,0
39th, 6 hours 26 seconds,1,0,1
40th, 6 hours 33 seconds,0,0,0
41st, 6 hours 41 seconds,0,0,0
42nd, 6 hours 24 minutes 50 seconds,0,0,0
43rd, 6 hours 24 minutes 57 seconds,0,0,0
