Generation,Time,All,Acceptable,Unacceptable
1st, 2 seconds,1,1,0
2nd, 27 minutes 6 seconds,0,0,0
3rd, 2 hours 7 minutes 44 seconds,0,0,0
4th, 2 hours 7 minutes 46 seconds,0,0,0
5th, 2 hours 7 minutes 49 seconds,1,1,0
6th, 2 hours 31 minutes 52 seconds,0,0,0
7th, 2 hours 31 minutes 55 seconds,0,0,0
8th, 2 hours 31 minutes 59 seconds,0,0,0
9th, 2 hours 32 minutes 3 seconds,0,0,0
10th, 2 hours 32 minutes 7 seconds,0,0,0
11th, 2 hours 32 minutes 12 seconds,0,0,0
12th, 2 hours 47 minutes 16 seconds,0,0,0
13th, 2 hours 47 minutes 20 seconds,0,0,0
14th, 2 hours 47 minutes 24 seconds,0,0,0
15th, 2 hours 47 minutes 28 seconds,1,0,1
16th, 2 hours 47 minutes 32 seconds,0,0,0
17th, 3 hours 2 minutes 37 seconds,0,0,0
18th, 3 hours 2 minutes 41 seconds,0,0,0
19th, 3 hours 2 minutes 46 seconds,1,0,1
20th, 3 hours 53 minutes 45 seconds,2,0,2
21st, 4 hours 38 minutes 50 seconds,1,0,1
22nd, 4 hours 38 minutes 56 seconds,0,0,0
23rd, 4 hours 39 minutes 3 seconds,0,0,0
24th, 4 hours 39 minutes 10 seconds,1,0,1
25th, 4 hours 39 minutes 17 seconds,1,0,1
26th, 4 hours 39 minutes 24 seconds,1,0,1
27th, 4 hours 40 minutes 46 seconds,0,0,0
28th, 4 hours 40 minutes 53 seconds,1,0,1
29th, 5 hours 5 minutes 2 seconds,0,0,0
30th, 5 hours 5 minutes 11 seconds,0,0,0
31st, 5 hours 5 minutes 20 seconds,0,0,0
32nd, 5 hours 5 minutes 30 seconds,0,0,0
33rd, 5 hours 32 minutes 37 seconds,0,0,0
34th, 5 hours 32 minutes 45 seconds,0,0,0
35th, 5 hours 32 minutes 54 seconds,0,0,0
36th, 5 hours 33 minutes 2 seconds,0,0,0
37th, 5 hours 33 minutes 9 seconds,0,0,0
38th, 5 hours 33 minutes 17 seconds,1,0,1
39th, 5 hours 33 minutes 24 seconds,0,0,0
40th, 5 hours 33 minutes 33 seconds,0,0,0
41st, 5 hours 33 minutes 41 seconds,0,0,0
42nd, 5 hours 42 minutes 49 seconds,0,0,0
43rd, 5 hours 42 minutes 59 seconds,0,0,0
44th, 5 hours 43 minutes 9 seconds,1,0,1
45th, 5 hours 43 minutes 19 seconds,0,0,0
46th, 5 hours 43 minutes 29 seconds,0,0,0
47th, 5 hours 43 minutes 40 seconds,0,0,0
48th, 5 hours 43 minutes 50 seconds,0,0,0
49th, 5 hours 44 minutes 2 seconds,0,0,0
50th, 5 hours 44 minutes 14 seconds,0,0,0
51st, 5 hours 44 minutes 24 seconds,0,0,0
52nd, 5 hours 44 minutes 33 seconds,0,0,0
53rd, 5 hours 44 minutes 42 seconds,0,0,0
54th, 5 hours 44 minutes 51 seconds,0,0,0
55th, 5 hours 45 minutes 0 seconds,0,0,0
56th, 5 hours 45 minutes 10 seconds,0,0,0
57th, 5 hours 45 minutes 21 seconds,0,0,0
58th, 5 hours 45 minutes 32 seconds,0,0,0
59th, 5 hours 45 minutes 41 seconds,0,0,0
60th, 5 hours 47 minutes 5 seconds,0,0,0
61st, 5 hours 47 minutes 14 seconds,0,0,0
62nd, 5 hours 48 minutes 38 seconds,0,0,0
63rd, 5 hours 48 minutes 47 seconds,0,0,0
64th, 5 hours 48 minutes 58 seconds,0,0,0
65th, 5 hours 49 minutes 7 seconds,0,0,0
66th, 5 hours 49 minutes 16 seconds,0,0,0
67th, 5 hours 49 minutes 26 seconds,0,0,0
68th, 5 hours 49 minutes 37 seconds,0,0,0
69th, 5 hours 49 minutes 47 seconds,0,0,0
70th, 6 hours 13 minutes 59 seconds,0,0,0
71st, 6 hours 14 minutes 9 seconds,0,0,0
72nd, 6 hours 14 minutes 20 seconds,0,0,0
73rd, 6 hours 14 minutes 31 seconds,0,0,0
74th, 6 hours 14 minutes 41 seconds,0,0,0
75th, 6 hours 14 minutes 53 seconds,0,0,0
76th, 6 hours 15 minutes 7 seconds,1,0,1
77th, 6 hours 15 minutes 18 seconds,1,0,1
78th, 6 hours 15 minutes 31 seconds,1,0,1
79th, 6 hours 15 minutes 44 seconds,0,0,0
80th, 6 hours 15 minutes 55 seconds,0,0,0
81st, 6 hours 31 minutes 8 seconds,0,0,0
82nd, 6 hours 31 minutes 21 seconds,0,0,0
83rd, 6 hours 31 minutes 33 seconds,0,0,0
84th, 6 hours 31 minutes 46 seconds,0,0,0
85th, 6 hours 31 minutes 58 seconds,0,0,0
86th, 6 hours 32 minutes 11 seconds,0,0,0
87th, 6 hours 32 minutes 23 seconds,0,0,0
88th, 6 hours 56 minutes 35 seconds,1,0,1
89th, 6 hours 56 minutes 46 seconds,0,0,0
90th, 6 hours 58 minutes 46 seconds,1,0,1
91st, 6 hours 59 minutes 0 seconds,0,0,0
92nd, 6 hours 59 minutes 13 seconds,0,0,0
93rd, 6 hours 59 minutes 26 seconds,0,0,0
94th, 6 hours 59 minutes 39 seconds,0,0,0
95th, 6 hours 59 minutes 52 seconds,0,0,0
96th, 7 hours 7 seconds,1,0,1
97th, 7 hours 23 seconds,0,0,0
98th, 7 hours 38 seconds,0,0,0
99th, 7 hours 55 seconds,0,0,0
100th, 7 hours 1 minutes 11 seconds,0,0,0
101st, 7 hours 16 minutes 30 seconds,0,0,0
