Generation,Time,All,Acceptable,Unacceptable
1st, 24 minutes 2 seconds,0,0,0
2nd, 24 minutes 4 seconds,1,0,1
3rd, 24 minutes 6 seconds,0,0,0
4th, 25 minutes 52 seconds,0,0,0
5th, 25 minutes 55 seconds,0,0,0
6th, 37 minutes 57 seconds,0,0,0
7th, 1 hours 2 minutes 1 seconds,0,0,0
8th, 1 hours 2 minutes 5 seconds,1,0,1
9th, 1 hours 2 minutes 9 seconds,0,0,0
10th, 1 hours 2 minutes 13 seconds,1,0,1
11th, 1 hours 2 minutes 17 seconds,0,0,0
12th, 1 hours 2 minutes 21 seconds,0,0,0
13th, 1 hours 17 minutes 25 seconds,0,0,0
14th, 1 hours 17 minutes 30 seconds,0,0,0
15th, 1 hours 17 minutes 36 seconds,0,0,0
16th, 1 hours 17 minutes 41 seconds,1,0,1
17th, 1 hours 17 minutes 48 seconds,0,0,0
18th, 1 hours 17 minutes 54 seconds,0,0,0
19th, 1 hours 18 minutes 1 seconds,0,0,0
20th, 1 hours 18 minutes 8 seconds,0,0,0
21st, 1 hours 20 minutes 0 seconds,0,0,0
22nd, 1 hours 20 minutes 8 seconds,0,0,0
23rd, 1 hours 20 minutes 15 seconds,0,0,0
24th, 1 hours 20 minutes 21 seconds,0,0,0
25th, 1 hours 20 minutes 26 seconds,0,0,0
26th, 1 hours 20 minutes 33 seconds,0,0,0
27th, 1 hours 20 minutes 40 seconds,0,0,0
28th, 1 hours 20 minutes 47 seconds,0,0,0
29th, 1 hours 20 minutes 54 seconds,0,0,0
30th, 1 hours 37 minutes 45 seconds,1,0,1
31st, 1 hours 37 minutes 53 seconds,0,0,0
32nd, 1 hours 38 minutes 1 seconds,0,0,0
33rd, 1 hours 38 minutes 9 seconds,0,0,0
34th, 1 hours 38 minutes 17 seconds,0,0,0
35th, 1 hours 56 minutes 25 seconds,0,0,0
36th, 1 hours 56 minutes 33 seconds,1,0,1
37th, 1 hours 56 minutes 41 seconds,0,0,0
38th, 1 hours 56 minutes 50 seconds,0,0,0
39th, 1 hours 56 minutes 58 seconds,0,0,0
40th, 1 hours 57 minutes 4 seconds,0,0,0
41st, 1 hours 58 minutes 22 seconds,0,0,0
42nd, 2 hours 13 minutes 30 seconds,0,0,0
43rd, 2 hours 13 minutes 39 seconds,1,0,1
44th, 2 hours 13 minutes 47 seconds,0,0,0
45th, 2 hours 13 minutes 56 seconds,0,0,0
46th, 2 hours 14 minutes 6 seconds,1,0,1
47th, 2 hours 14 minutes 14 seconds,0,0,0
48th, 2 hours 14 minutes 24 seconds,0,0,0
49th, 2 hours 14 minutes 34 seconds,0,0,0
