Generation,Time,All,Acceptable,Unacceptable
1st, 17 seconds,1,0,1
2nd, 33 seconds,0,0,0
3rd, 1 minutes 7 seconds,3,0,3
4th, 1 minutes 36 seconds,3,0,3
5th, 2 minutes 2 seconds,4,0,4
6th, 2 minutes 30 seconds,5,0,5
7th, 2 minutes 59 seconds,4,0,4
8th, 3 minutes 25 seconds,6,0,6
9th, 4 minutes 5 seconds,2,0,2
10th, 4 minutes 43 seconds,1,0,1
11th, 5 minutes 18 seconds,1,0,1
12th, 5 minutes 55 seconds,4,0,4
13th, 6 minutes 30 seconds,2,0,2
14th, 7 minutes 5 seconds,2,0,2
15th, 7 minutes 43 seconds,2,0,2
16th, 8 minutes 24 seconds,2,0,2
17th, 9 minutes 3 seconds,2,0,2
18th, 9 minutes 44 seconds,0,0,0
19th, 10 minutes 32 seconds,1,0,1
20th, 11 minutes 13 seconds,0,0,0
21st, 11 minutes 54 seconds,1,0,1
22nd, 12 minutes 34 seconds,0,0,0
23rd, 13 minutes 16 seconds,1,0,1
24th, 14 minutes 0 seconds,1,0,1
25th, 14 minutes 41 seconds,1,0,1
26th, 15 minutes 26 seconds,0,0,0
27th, 16 minutes 6 seconds,1,0,1
28th, 16 minutes 48 seconds,0,0,0
29th, 17 minutes 33 seconds,0,0,0
30th, 18 minutes 17 seconds,3,0,3
31st, 19 minutes 4 seconds,0,0,0
32nd, 19 minutes 48 seconds,0,0,0
33rd, 20 minutes 30 seconds,1,0,1
34th, 21 minutes 14 seconds,1,0,1
35th, 21 minutes 59 seconds,7,0,7
36th, 22 minutes 43 seconds,1,0,1
37th, 23 minutes 28 seconds,1,0,1
38th, 24 minutes 9 seconds,1,0,1
39th, 24 minutes 56 seconds,0,0,0
40th, 25 minutes 40 seconds,0,0,0
41st, 26 minutes 21 seconds,0,0,0
42nd, 27 minutes 3 seconds,1,0,1
43rd, 27 minutes 38 seconds,1,0,1
44th, 28 minutes 16 seconds,0,0,0
45th, 28 minutes 53 seconds,0,0,0
46th, 29 minutes 30 seconds,0,0,0
47th, 30 minutes 7 seconds,1,0,1
48th, 30 minutes 47 seconds,0,0,0
49th, 31 minutes 21 seconds,3,0,3
50th, 31 minutes 52 seconds,0,0,0
51st, 32 minutes 26 seconds,0,0,0
52nd, 33 minutes 7 seconds,2,0,2
53rd, 33 minutes 47 seconds,0,0,0
54th, 34 minutes 30 seconds,0,0,0
55th, 35 minutes 14 seconds,2,0,2
56th, 35 minutes 54 seconds,1,0,1
57th, 36 minutes 35 seconds,3,0,3
58th, 37 minutes 15 seconds,0,0,0
59th, 38 minutes 1 seconds,0,0,0
60th, 38 minutes 48 seconds,0,0,0
61st, 39 minutes 32 seconds,1,0,1
62nd, 40 minutes 14 seconds,0,0,0
63rd, 40 minutes 53 seconds,0,0,0
64th, 41 minutes 32 seconds,0,0,0
65th, 42 minutes 12 seconds,1,0,1
66th, 42 minutes 55 seconds,0,0,0
67th, 43 minutes 40 seconds,0,0,0
68th, 44 minutes 25 seconds,1,0,1
69th, 45 minutes 6 seconds,0,0,0
70th, 45 minutes 45 seconds,1,0,1
71st, 46 minutes 31 seconds,0,0,0
72nd, 47 minutes 14 seconds,0,0,0
73rd, 47 minutes 55 seconds,1,0,1
74th, 48 minutes 36 seconds,1,0,1
75th, 49 minutes 19 seconds,1,0,1
76th, 50 minutes 1 seconds,1,0,1
77th, 50 minutes 49 seconds,1,0,1
78th, 51 minutes 39 seconds,0,0,0
79th, 52 minutes 22 seconds,3,0,3
80th, 53 minutes 14 seconds,2,0,2
81st, 54 minutes 2 seconds,3,0,3
82nd, 54 minutes 36 seconds,4,0,4
