Generation,Time,All,Acceptable,Unacceptable
1st, 16 seconds,2,0,2
2nd, 33 seconds,0,0,0
3rd, 1 minutes 1 seconds,1,0,1
4th, 1 minutes 25 seconds,0,0,0
5th, 1 minutes 50 seconds,0,0,0
6th, 2 minutes 14 seconds,0,0,0
7th, 2 minutes 38 seconds,1,0,1
8th, 3 minutes 2 seconds,5,0,5
9th, 3 minutes 25 seconds,1,0,1
10th, 3 minutes 50 seconds,1,0,1
11th, 4 minutes 15 seconds,0,0,0
12th, 4 minutes 49 seconds,2,0,2
13th, 5 minutes 21 seconds,0,0,0
14th, 5 minutes 53 seconds,1,0,1
15th, 6 minutes 26 seconds,1,0,1
16th, 7 minutes 3 seconds,1,0,1
17th, 7 minutes 37 seconds,1,0,1
18th, 8 minutes 12 seconds,0,0,0
19th, 8 minutes 50 seconds,0,0,0
20th, 9 minutes 24 seconds,1,0,1
21st, 10 minutes 0 seconds,2,0,2
22nd, 10 minutes 40 seconds,0,0,0
23rd, 11 minutes 20 seconds,0,0,0
24th, 12 minutes 2 seconds,0,0,0
25th, 12 minutes 44 seconds,1,0,1
26th, 13 minutes 28 seconds,1,0,1
27th, 14 minutes 11 seconds,1,0,1
28th, 14 minutes 53 seconds,1,0,1
29th, 15 minutes 38 seconds,0,0,0
30th, 16 minutes 25 seconds,1,0,1
31st, 17 minutes 10 seconds,0,0,0
32nd, 17 minutes 54 seconds,0,0,0
33rd, 18 minutes 44 seconds,0,0,0
34th, 19 minutes 29 seconds,0,0,0
35th, 20 minutes 15 seconds,0,0,0
36th, 21 minutes 4 seconds,0,0,0
37th, 21 minutes 49 seconds,3,0,3
38th, 22 minutes 34 seconds,0,0,0
39th, 23 minutes 19 seconds,2,0,2
40th, 24 minutes 5 seconds,4,0,4
41st, 24 minutes 52 seconds,3,0,3
42nd, 25 minutes 40 seconds,1,0,1
43rd, 26 minutes 32 seconds,1,0,1
44th, 27 minutes 19 seconds,1,0,1
45th, 28 minutes 10 seconds,1,0,1
46th, 28 minutes 57 seconds,1,0,1
47th, 29 minutes 45 seconds,2,0,2
48th, 30 minutes 39 seconds,2,0,2
49th, 31 minutes 29 seconds,3,0,3
50th, 32 minutes 21 seconds,3,0,3
51st, 33 minutes 10 seconds,3,0,3
52nd, 34 minutes 3 seconds,3,0,3
53rd, 34 minutes 54 seconds,1,0,1
54th, 35 minutes 43 seconds,4,0,4
55th, 36 minutes 36 seconds,1,0,1
56th, 37 minutes 30 seconds,0,0,0
57th, 38 minutes 21 seconds,0,0,0
58th, 39 minutes 16 seconds,0,0,0
59th, 40 minutes 10 seconds,0,0,0
60th, 40 minutes 59 seconds,2,0,2
61st, 41 minutes 52 seconds,0,0,0
62nd, 42 minutes 47 seconds,0,0,0
63rd, 43 minutes 45 seconds,0,0,0
64th, 44 minutes 42 seconds,0,0,0
65th, 45 minutes 41 seconds,0,0,0
66th, 46 minutes 37 seconds,2,0,2
67th, 47 minutes 29 seconds,0,0,0
68th, 48 minutes 25 seconds,0,0,0
69th, 49 minutes 24 seconds,0,0,0
70th, 50 minutes 17 seconds,2,0,2
71st, 51 minutes 17 seconds,1,0,1
72nd, 52 minutes 17 seconds,2,0,2
73rd, 53 minutes 19 seconds,0,0,0
74th, 54 minutes 19 seconds,0,0,0
75th, 55 minutes 23 seconds,2,0,2
76th, 56 minutes 22 seconds,1,0,1
77th, 57 minutes 18 seconds,1,0,1
78th, 58 minutes 16 seconds,0,0,0
79th, 59 minutes 11 seconds,0,0,0
80th, 1 hours 10 seconds,3,0,3
81st, 1 hours 1 minutes 13 seconds,0,0,0
82nd, 1 hours 2 minutes 25 seconds,1,0,1
83rd, 1 hours 3 minutes 37 seconds,1,0,1
84th, 1 hours 4 minutes 40 seconds,1,0,1
85th, 1 hours 5 minutes 47 seconds,0,0,0
86th, 1 hours 6 minutes 59 seconds,0,0,0
87th, 1 hours 8 minutes 9 seconds,1,0,1
88th, 1 hours 9 minutes 13 seconds,1,0,1
89th, 1 hours 10 minutes 18 seconds,0,0,0
90th, 1 hours 11 minutes 23 seconds,2,0,2
