Generation,Time,All,Acceptable,Unacceptable
1st, 15 seconds,0,0,0
2nd, 30 seconds,0,0,0
3rd, 56 seconds,2,0,2
4th, 1 minutes 20 seconds,1,0,1
5th, 1 minutes 49 seconds,3,0,3
6th, 2 minutes 12 seconds,6,0,6
7th, 2 minutes 39 seconds,7,1,6
8th, 3 minutes 8 seconds,5,0,5
9th, 3 minutes 38 seconds,3,1,2
10th, 4 minutes 9 seconds,2,0,2
11th, 4 minutes 41 seconds,3,0,3
12th, 5 minutes 15 seconds,5,0,5
13th, 5 minutes 51 seconds,0,0,0
14th, 6 minutes 25 seconds,1,1,0
15th, 6 minutes 58 seconds,0,0,0
16th, 7 minutes 32 seconds,2,1,1
17th, 8 minutes 5 seconds,1,0,1
18th, 8 minutes 38 seconds,1,0,1
19th, 9 minutes 19 seconds,1,0,1
20th, 9 minutes 57 seconds,0,0,0
21st, 10 minutes 35 seconds,2,0,2
22nd, 11 minutes 14 seconds,2,0,2
23rd, 11 minutes 53 seconds,4,0,4
24th, 12 minutes 32 seconds,2,0,2
25th, 13 minutes 11 seconds,0,0,0
26th, 13 minutes 47 seconds,0,0,0
27th, 14 minutes 29 seconds,0,0,0
28th, 15 minutes 10 seconds,0,0,0
29th, 15 minutes 50 seconds,1,1,0
30th, 16 minutes 30 seconds,0,0,0
31st, 17 minutes 13 seconds,0,0,0
32nd, 17 minutes 52 seconds,2,0,2
33rd, 18 minutes 35 seconds,0,0,0
34th, 19 minutes 18 seconds,0,0,0
35th, 19 minutes 59 seconds,1,0,1
36th, 20 minutes 41 seconds,0,0,0
37th, 21 minutes 24 seconds,0,0,0
38th, 22 minutes 4 seconds,1,0,1
39th, 22 minutes 49 seconds,0,0,0
40th, 23 minutes 35 seconds,0,0,0
41st, 24 minutes 20 seconds,0,0,0
42nd, 25 minutes 3 seconds,0,0,0
43rd, 25 minutes 47 seconds,1,0,1
44th, 26 minutes 32 seconds,0,0,0
45th, 27 minutes 19 seconds,1,0,1
46th, 28 minutes 11 seconds,2,0,2
47th, 29 minutes 2 seconds,0,0,0
48th, 29 minutes 51 seconds,1,0,1
49th, 30 minutes 36 seconds,5,0,5
50th, 31 minutes 22 seconds,3,0,3
51st, 32 minutes 12 seconds,0,0,0
52nd, 32 minutes 57 seconds,0,0,0
53rd, 33 minutes 45 seconds,1,0,1
54th, 34 minutes 31 seconds,0,0,0
55th, 35 minutes 15 seconds,0,0,0
56th, 36 minutes 5 seconds,0,0,0
57th, 37 minutes 1 seconds,0,0,0
58th, 37 minutes 52 seconds,1,0,1
59th, 38 minutes 43 seconds,0,0,0
60th, 39 minutes 38 seconds,0,0,0
61st, 40 minutes 31 seconds,1,0,1
62nd, 41 minutes 19 seconds,1,0,1
63rd, 42 minutes 9 seconds,0,0,0
64th, 43 minutes 0 seconds,1,0,1
65th, 43 minutes 49 seconds,0,0,0
66th, 44 minutes 44 seconds,5,1,4
67th, 45 minutes 33 seconds,0,0,0
68th, 46 minutes 26 seconds,0,0,0
69th, 47 minutes 14 seconds,0,0,0
70th, 48 minutes 9 seconds,2,0,2
71st, 49 minutes 2 seconds,1,0,1
72nd, 49 minutes 53 seconds,0,0,0
73rd, 50 minutes 44 seconds,1,0,1
74th, 51 minutes 32 seconds,0,0,0
75th, 52 minutes 21 seconds,1,0,1
76th, 53 minutes 8 seconds,0,0,0
77th, 53 minutes 59 seconds,1,0,1
78th, 54 minutes 47 seconds,0,0,0
79th, 55 minutes 32 seconds,0,0,0
80th, 56 minutes 14 seconds,1,0,1
81st, 57 minutes 1 seconds,0,0,0
82nd, 57 minutes 44 seconds,0,0,0
83rd, 58 minutes 25 seconds,1,0,1
84th, 59 minutes 11 seconds,0,0,0
85th, 59 minutes 59 seconds,0,0,0
86th, 1 hours 49 seconds,1,0,1
87th, 1 hours 1 minutes 30 seconds,0,0,0
88th, 1 hours 2 minutes 18 seconds,1,0,1
89th, 1 hours 3 minutes 15 seconds,0,0,0
90th, 1 hours 4 minutes 5 seconds,0,0,0
91st, 1 hours 4 minutes 55 seconds,0,0,0
92nd, 1 hours 5 minutes 46 seconds,0,0,0
93rd, 1 hours 6 minutes 33 seconds,0,0,0
94th, 1 hours 7 minutes 19 seconds,0,0,0
95th, 1 hours 8 minutes 8 seconds,0,0,0
96th, 1 hours 9 minutes 7 seconds,0,0,0
97th, 1 hours 9 minutes 55 seconds,1,0,1
98th, 1 hours 10 minutes 43 seconds,0,0,0
99th, 1 hours 11 minutes 35 seconds,0,0,0
100th, 1 hours 12 minutes 33 seconds,0,0,0
101st, 1 hours 13 minutes 28 seconds,0,0,0
102nd, 1 hours 14 minutes 17 seconds,1,0,1
103rd, 1 hours 15 minutes 8 seconds,1,0,1
104th, 1 hours 16 minutes 0 seconds,0,0,0
105th, 1 hours 16 minutes 49 seconds,2,0,2
106th, 1 hours 17 minutes 41 seconds,1,0,1
107th, 1 hours 18 minutes 31 seconds,2,0,2
108th, 1 hours 18 minutes 53 seconds,1,0,1
