Generation,Time,All,Acceptable,Unacceptable
1st, 12 seconds,3,1,2
2nd, 24 seconds,0,0,0
3rd, 47 seconds,0,0,0
4th, 1 minutes 9 seconds,4,1,3
5th, 1 minutes 35 seconds,4,2,2
6th, 1 minutes 58 seconds,8,0,8
7th, 2 minutes 20 seconds,6,0,6
8th, 2 minutes 46 seconds,8,1,7
9th, 3 minutes 11 seconds,1,0,1
10th, 3 minutes 37 seconds,1,0,1
11th, 4 minutes 2 seconds,2,0,2
12th, 4 minutes 29 seconds,1,0,1
13th, 4 minutes 58 seconds,2,0,2
14th, 5 minutes 26 seconds,3,0,3
15th, 5 minutes 54 seconds,1,0,1
16th, 6 minutes 22 seconds,0,0,0
17th, 6 minutes 56 seconds,0,0,0
18th, 7 minutes 27 seconds,1,1,0
19th, 8 minutes 0 seconds,2,0,2
20th, 8 minutes 34 seconds,1,0,1
21st, 9 minutes 6 seconds,0,0,0
22nd, 9 minutes 37 seconds,0,0,0
23rd, 10 minutes 9 seconds,0,0,0
24th, 10 minutes 40 seconds,1,0,1
25th, 11 minutes 14 seconds,1,0,1
26th, 11 minutes 47 seconds,1,0,1
27th, 12 minutes 20 seconds,1,0,1
28th, 12 minutes 54 seconds,0,0,0
29th, 13 minutes 25 seconds,0,0,0
30th, 13 minutes 56 seconds,1,0,1
31st, 14 minutes 33 seconds,1,0,1
32nd, 15 minutes 6 seconds,0,0,0
33rd, 15 minutes 40 seconds,0,0,0
34th, 16 minutes 16 seconds,0,0,0
35th, 16 minutes 49 seconds,1,0,1
36th, 17 minutes 24 seconds,1,0,1
37th, 17 minutes 58 seconds,1,0,1
38th, 18 minutes 35 seconds,2,0,2
39th, 19 minutes 13 seconds,3,0,3
40th, 19 minutes 49 seconds,3,0,3
41st, 20 minutes 30 seconds,2,0,2
42nd, 21 minutes 7 seconds,1,0,1
43rd, 21 minutes 44 seconds,2,0,2
44th, 22 minutes 26 seconds,1,0,1
45th, 23 minutes 3 seconds,0,0,0
46th, 23 minutes 41 seconds,0,0,0
47th, 24 minutes 24 seconds,0,0,0
48th, 25 minutes 4 seconds,1,0,1
49th, 25 minutes 45 seconds,0,0,0
50th, 26 minutes 25 seconds,0,0,0
51st, 27 minutes 4 seconds,0,0,0
52nd, 27 minutes 47 seconds,2,0,2
53rd, 28 minutes 27 seconds,1,0,1
54th, 29 minutes 8 seconds,1,0,1
55th, 29 minutes 53 seconds,2,0,2
56th, 30 minutes 34 seconds,0,0,0
57th, 31 minutes 15 seconds,0,0,0
58th, 31 minutes 55 seconds,0,0,0
59th, 32 minutes 36 seconds,0,0,0
60th, 33 minutes 16 seconds,0,0,0
61st, 33 minutes 52 seconds,0,0,0
62nd, 34 minutes 30 seconds,1,0,1
63rd, 35 minutes 11 seconds,0,0,0
64th, 35 minutes 51 seconds,1,0,1
65th, 36 minutes 32 seconds,0,0,0
66th, 37 minutes 10 seconds,1,0,1
67th, 37 minutes 53 seconds,1,0,1
68th, 38 minutes 35 seconds,0,0,0
69th, 39 minutes 16 seconds,0,0,0
70th, 39 minutes 56 seconds,2,0,2
71st, 40 minutes 36 seconds,0,0,0
72nd, 41 minutes 17 seconds,1,0,1
73rd, 42 minutes 1 seconds,2,0,2
74th, 42 minutes 45 seconds,1,0,1
75th, 43 minutes 24 seconds,3,0,3
76th, 44 minutes 5 seconds,0,0,0
77th, 44 minutes 51 seconds,2,0,2
78th, 45 minutes 40 seconds,3,0,3
79th, 46 minutes 28 seconds,1,0,1
80th, 47 minutes 13 seconds,0,0,0
81st, 48 minutes 3 seconds,1,0,1
82nd, 48 minutes 50 seconds,0,0,0
83rd, 49 minutes 2 seconds,2,0,2
