Generation,Time,All,Acceptable,Unacceptable
1st, 14 seconds,1,0,1
2nd, 24 seconds,0,0,0
3rd, 44 seconds,2,0,2
4th, 1 minutes 3 seconds,3,0,3
5th, 1 minutes 26 seconds,6,0,6
6th, 1 minutes 50 seconds,2,0,2
7th, 2 minutes 9 seconds,7,0,7
8th, 2 minutes 30 seconds,6,0,6
9th, 2 minutes 51 seconds,4,0,4
10th, 3 minutes 12 seconds,6,0,6
11th, 3 minutes 36 seconds,3,0,3
12th, 4 minutes 2 seconds,2,0,2
13th, 4 minutes 26 seconds,1,0,1
14th, 4 minutes 54 seconds,0,0,0
15th, 5 minutes 21 seconds,0,0,0
16th, 5 minutes 45 seconds,0,0,0
17th, 6 minutes 18 seconds,0,0,0
18th, 6 minutes 45 seconds,1,0,1
19th, 7 minutes 13 seconds,1,0,1
20th, 7 minutes 43 seconds,1,0,1
21st, 8 minutes 11 seconds,2,0,2
22nd, 8 minutes 40 seconds,0,0,0
23rd, 9 minutes 10 seconds,0,0,0
24th, 9 minutes 37 seconds,0,0,0
25th, 10 minutes 7 seconds,1,0,1
26th, 10 minutes 34 seconds,0,0,0
27th, 11 minutes 3 seconds,0,0,0
28th, 11 minutes 32 seconds,0,0,0
29th, 12 minutes 1 seconds,0,0,0
30th, 12 minutes 29 seconds,1,0,1
31st, 12 minutes 58 seconds,0,0,0
32nd, 13 minutes 28 seconds,1,0,1
33rd, 14 minutes 0 seconds,0,0,0
34th, 14 minutes 31 seconds,1,0,1
35th, 15 minutes 1 seconds,0,0,0
36th, 15 minutes 31 seconds,0,0,0
37th, 16 minutes 4 seconds,0,0,0
38th, 16 minutes 42 seconds,0,0,0
39th, 17 minutes 18 seconds,1,0,1
40th, 17 minutes 54 seconds,0,0,0
41st, 18 minutes 28 seconds,1,0,1
42nd, 19 minutes 4 seconds,1,0,1
43rd, 19 minutes 40 seconds,2,0,2
44th, 20 minutes 14 seconds,1,0,1
45th, 20 minutes 51 seconds,0,0,0
46th, 21 minutes 28 seconds,0,0,0
47th, 22 minutes 8 seconds,0,0,0
48th, 22 minutes 45 seconds,1,0,1
49th, 23 minutes 26 seconds,0,0,0
50th, 24 minutes 6 seconds,0,0,0
51st, 24 minutes 44 seconds,1,0,1
52nd, 25 minutes 24 seconds,0,0,0
53rd, 26 minutes 5 seconds,0,0,0
54th, 26 minutes 46 seconds,0,0,0
55th, 27 minutes 24 seconds,0,0,0
56th, 28 minutes 4 seconds,1,0,1
57th, 28 minutes 44 seconds,1,0,1
58th, 29 minutes 22 seconds,0,0,0
59th, 30 minutes 0 seconds,2,0,2
60th, 30 minutes 41 seconds,2,0,2
61st, 31 minutes 32 seconds,3,0,3
62nd, 32 minutes 18 seconds,1,0,1
63rd, 33 minutes 5 seconds,0,0,0
64th, 33 minutes 51 seconds,0,0,0
65th, 34 minutes 41 seconds,0,0,0
66th, 35 minutes 30 seconds,0,0,0
67th, 36 minutes 17 seconds,0,0,0
68th, 37 minutes 13 seconds,0,0,0
69th, 38 minutes 8 seconds,1,0,1
70th, 39 minutes 3 seconds,1,0,1
71st, 39 minutes 53 seconds,1,0,1
72nd, 40 minutes 42 seconds,0,0,0
73rd, 41 minutes 31 seconds,0,0,0
74th, 42 minutes 17 seconds,0,0,0
75th, 43 minutes 6 seconds,1,0,1
76th, 43 minutes 53 seconds,0,0,0
77th, 44 minutes 42 seconds,0,0,0
78th, 45 minutes 31 seconds,0,0,0
79th, 46 minutes 20 seconds,0,0,0
80th, 47 minutes 10 seconds,0,0,0
81st, 48 minutes 3 seconds,0,0,0
82nd, 48 minutes 48 seconds,0,0,0
83rd, 49 minutes 34 seconds,0,0,0
84th, 50 minutes 13 seconds,0,0,0
85th, 50 minutes 57 seconds,0,0,0
86th, 51 minutes 44 seconds,1,0,1
87th, 52 minutes 34 seconds,0,0,0
88th, 53 minutes 22 seconds,3,0,3
89th, 54 minutes 9 seconds,2,0,2
90th, 54 minutes 52 seconds,0,0,0
91st, 55 minutes 39 seconds,0,0,0
92nd, 56 minutes 26 seconds,0,0,0
93rd, 57 minutes 14 seconds,0,0,0
94th, 58 minutes 3 seconds,1,0,1
95th, 58 minutes 55 seconds,1,0,1
96th, 59 minutes 43 seconds,0,0,0
97th, 1 hours 28 seconds,0,0,0
98th, 1 hours 1 minutes 17 seconds,1,0,1
99th, 1 hours 2 minutes 7 seconds,0,0,0
100th, 1 hours 3 minutes 0 seconds,2,0,2
101st, 1 hours 3 minutes 48 seconds,0,0,0
102nd, 1 hours 4 minutes 38 seconds,0,0,0
103rd, 1 hours 5 minutes 26 seconds,0,0,0
104th, 1 hours 6 minutes 15 seconds,0,0,0
105th, 1 hours 7 minutes 6 seconds,0,0,0
106th, 1 hours 7 minutes 54 seconds,1,0,1
107th, 1 hours 8 minutes 42 seconds,1,0,1
108th, 1 hours 9 minutes 35 seconds,0,0,0
109th, 1 hours 10 minutes 27 seconds,0,0,0
110th, 1 hours 11 minutes 21 seconds,0,0,0
111th, 1 hours 12 minutes 16 seconds,1,0,1
112th, 1 hours 13 minutes 18 seconds,1,0,1
113th, 1 hours 14 minutes 18 seconds,0,0,0
114th, 1 hours 15 minutes 16 seconds,1,0,1
115th, 1 hours 16 minutes 17 seconds,1,0,1
116th, 1 hours 17 minutes 17 seconds,1,0,1
117th, 1 hours 18 minutes 20 seconds,0,0,0
118th, 1 hours 19 minutes 24 seconds,0,0,0
119th, 1 hours 20 minutes 28 seconds,0,0,0
120th, 1 hours 21 minutes 28 seconds,0,0,0
121st, 1 hours 22 minutes 23 seconds,0,0,0
122nd, 1 hours 23 minutes 18 seconds,0,0,0
123rd, 1 hours 24 minutes 12 seconds,2,0,2
124th, 1 hours 25 minutes 13 seconds,0,0,0
125th, 1 hours 26 minutes 12 seconds,0,0,0
126th, 1 hours 27 minutes 8 seconds,1,0,1
127th, 1 hours 28 minutes 9 seconds,0,0,0
128th, 1 hours 29 minutes 0 seconds,1,0,1
129th, 1 hours 29 minutes 57 seconds,0,0,0
130th, 1 hours 30 minutes 56 seconds,0,0,0
131st, 1 hours 31 minutes 55 seconds,1,0,1
132nd, 1 hours 33 minutes 0 seconds,1,0,1
133rd, 1 hours 33 minutes 24 seconds,2,0,2
