Generation,Time,All,Acceptable,Unacceptable
1st, 15 seconds,1,0,1
2nd, 27 seconds,0,0,0
3rd, 47 seconds,1,0,1
4th, 1 minutes 6 seconds,1,0,1
5th, 1 minutes 26 seconds,3,0,3
6th, 1 minutes 46 seconds,6,0,6
7th, 2 minutes 1 seconds,2,0,2
8th, 2 minutes 18 seconds,4,0,4
9th, 2 minutes 35 seconds,3,0,3
10th, 2 minutes 59 seconds,4,0,4
11th, 3 minutes 20 seconds,6,0,6
12th, 3 minutes 42 seconds,1,0,1
13th, 4 minutes 12 seconds,3,0,3
14th, 4 minutes 40 seconds,5,0,5
15th, 5 minutes 6 seconds,2,0,2
16th, 5 minutes 36 seconds,2,0,2
17th, 6 minutes 7 seconds,1,0,1
18th, 6 minutes 37 seconds,2,0,2
19th, 7 minutes 11 seconds,3,0,3
20th, 7 minutes 42 seconds,4,0,4
21st, 8 minutes 18 seconds,4,0,4
22nd, 8 minutes 52 seconds,2,0,2
23rd, 9 minutes 23 seconds,0,0,0
24th, 9 minutes 57 seconds,0,0,0
25th, 10 minutes 28 seconds,1,0,1
26th, 10 minutes 59 seconds,0,0,0
27th, 11 minutes 27 seconds,1,0,1
28th, 11 minutes 57 seconds,2,0,2
29th, 12 minutes 28 seconds,0,0,0
30th, 12 minutes 57 seconds,0,0,0
31st, 13 minutes 26 seconds,2,0,2
32nd, 13 minutes 56 seconds,1,0,1
33rd, 14 minutes 24 seconds,0,0,0
34th, 14 minutes 54 seconds,1,0,1
35th, 15 minutes 21 seconds,0,0,0
36th, 15 minutes 55 seconds,0,0,0
37th, 16 minutes 29 seconds,0,0,0
38th, 17 minutes 0 seconds,1,1,0
39th, 17 minutes 33 seconds,1,0,1
40th, 18 minutes 3 seconds,1,0,1
41st, 18 minutes 36 seconds,0,0,0
42nd, 19 minutes 10 seconds,0,0,0
43rd, 19 minutes 43 seconds,0,0,0
44th, 20 minutes 19 seconds,0,0,0
45th, 20 minutes 54 seconds,0,0,0
46th, 21 minutes 29 seconds,0,0,0
47th, 22 minutes 5 seconds,0,0,0
48th, 22 minutes 48 seconds,0,0,0
49th, 23 minutes 29 seconds,0,0,0
50th, 24 minutes 7 seconds,0,0,0
51st, 24 minutes 51 seconds,0,0,0
52nd, 25 minutes 34 seconds,4,0,4
53rd, 26 minutes 14 seconds,0,0,0
54th, 26 minutes 56 seconds,2,0,2
55th, 27 minutes 41 seconds,0,0,0
56th, 28 minutes 25 seconds,2,0,2
57th, 29 minutes 2 seconds,1,0,1
58th, 29 minutes 44 seconds,0,0,0
59th, 30 minutes 22 seconds,2,0,2
60th, 31 minutes 2 seconds,1,0,1
61st, 31 minutes 39 seconds,0,0,0
62nd, 32 minutes 22 seconds,1,0,1
63rd, 33 minutes 4 seconds,3,0,3
64th, 33 minutes 47 seconds,0,0,0
65th, 34 minutes 30 seconds,0,0,0
66th, 35 minutes 12 seconds,0,0,0
67th, 35 minutes 54 seconds,1,0,1
68th, 36 minutes 40 seconds,0,0,0
69th, 37 minutes 24 seconds,0,0,0
70th, 38 minutes 9 seconds,0,0,0
71st, 38 minutes 56 seconds,1,0,1
72nd, 39 minutes 43 seconds,0,0,0
73rd, 40 minutes 31 seconds,0,0,0
74th, 41 minutes 14 seconds,2,0,2
75th, 41 minutes 56 seconds,0,0,0
76th, 42 minutes 42 seconds,1,0,1
77th, 43 minutes 29 seconds,0,0,0
78th, 44 minutes 13 seconds,0,0,0
79th, 44 minutes 58 seconds,1,0,1
80th, 45 minutes 42 seconds,0,0,0
81st, 46 minutes 25 seconds,0,0,0
82nd, 47 minutes 12 seconds,0,0,0
83rd, 47 minutes 54 seconds,0,0,0
84th, 48 minutes 37 seconds,1,0,1
85th, 49 minutes 18 seconds,1,0,1
86th, 49 minutes 58 seconds,0,0,0
87th, 50 minutes 45 seconds,0,0,0
88th, 51 minutes 28 seconds,1,0,1
89th, 52 minutes 11 seconds,0,0,0
90th, 52 minutes 58 seconds,0,0,0
91st, 53 minutes 47 seconds,1,0,1
92nd, 54 minutes 34 seconds,0,0,0
93rd, 55 minutes 21 seconds,0,0,0
94th, 56 minutes 5 seconds,0,0,0
95th, 56 minutes 48 seconds,0,0,0
96th, 57 minutes 33 seconds,2,0,2
97th, 58 minutes 16 seconds,0,0,0
98th, 59 minutes 2 seconds,0,0,0
99th, 59 minutes 12 seconds,1,0,1
