Generation,Time,All,Acceptable,Unacceptable
1st, 13 seconds,0,0,0
2nd, 24 seconds,0,0,0
3rd, 46 seconds,0,0,0
4th, 1 minutes 6 seconds,4,0,4
5th, 1 minutes 26 seconds,7,0,7
6th, 1 minutes 50 seconds,5,0,5
7th, 2 minutes 7 seconds,2,0,2
8th, 2 minutes 24 seconds,1,0,1
9th, 2 minutes 43 seconds,1,0,1
10th, 3 minutes 2 seconds,0,0,0
11th, 3 minutes 23 seconds,0,0,0
12th, 3 minutes 45 seconds,0,0,0
13th, 4 minutes 9 seconds,1,0,1
14th, 4 minutes 37 seconds,0,0,0
15th, 5 minutes 5 seconds,0,0,0
16th, 5 minutes 35 seconds,0,0,0
17th, 6 minutes 5 seconds,1,0,1
18th, 6 minutes 36 seconds,2,0,2
19th, 7 minutes 10 seconds,0,0,0
20th, 7 minutes 41 seconds,0,0,0
21st, 8 minutes 19 seconds,1,0,1
22nd, 8 minutes 57 seconds,0,0,0
23rd, 9 minutes 32 seconds,0,0,0
24th, 10 minutes 10 seconds,1,0,1
25th, 11 minutes 30 seconds,1,0,1
26th, 12 minutes 38 seconds,2,0,2
27th, 13 minutes 13 seconds,0,0,0
28th, 13 minutes 46 seconds,0,0,0
29th, 14 minutes 22 seconds,2,0,2
30th, 14 minutes 55 seconds,4,0,4
31st, 15 minutes 30 seconds,1,0,1
32nd, 16 minutes 2 seconds,3,0,3
33rd, 16 minutes 38 seconds,0,0,0
34th, 17 minutes 12 seconds,0,0,0
35th, 17 minutes 48 seconds,1,0,1
36th, 18 minutes 24 seconds,0,0,0
37th, 19 minutes 4 seconds,0,0,0
38th, 19 minutes 45 seconds,0,0,0
39th, 20 minutes 25 seconds,0,0,0
40th, 21 minutes 4 seconds,0,0,0
41st, 21 minutes 41 seconds,0,0,0
42nd, 22 minutes 20 seconds,0,0,0
43rd, 22 minutes 56 seconds,1,0,1
44th, 23 minutes 31 seconds,0,0,0
45th, 24 minutes 7 seconds,0,0,0
46th, 24 minutes 40 seconds,0,0,0
47th, 25 minutes 16 seconds,0,0,0
48th, 25 minutes 53 seconds,0,0,0
49th, 26 minutes 37 seconds,0,0,0
50th, 27 minutes 20 seconds,1,0,1
51st, 28 minutes 1 seconds,0,0,0
52nd, 28 minutes 40 seconds,1,0,1
53rd, 29 minutes 24 seconds,1,0,1
54th, 30 minutes 6 seconds,0,0,0
55th, 30 minutes 44 seconds,0,0,0
56th, 31 minutes 21 seconds,0,0,0
57th, 31 minutes 59 seconds,0,0,0
58th, 32 minutes 49 seconds,2,0,2
59th, 33 minutes 38 seconds,2,0,2
60th, 34 minutes 21 seconds,3,0,3
61st, 35 minutes 2 seconds,3,0,3
62nd, 35 minutes 46 seconds,0,0,0
63rd, 36 minutes 27 seconds,1,0,1
64th, 37 minutes 8 seconds,1,0,1
65th, 37 minutes 49 seconds,1,0,1
66th, 38 minutes 31 seconds,0,0,0
67th, 39 minutes 16 seconds,1,0,1
68th, 39 minutes 55 seconds,0,0,0
69th, 40 minutes 37 seconds,0,0,0
70th, 41 minutes 28 seconds,0,0,0
71st, 42 minutes 10 seconds,0,0,0
72nd, 42 minutes 55 seconds,0,0,0
73rd, 43 minutes 39 seconds,0,0,0
74th, 44 minutes 24 seconds,0,0,0
75th, 45 minutes 8 seconds,0,0,0
76th, 45 minutes 53 seconds,0,0,0
77th, 46 minutes 41 seconds,1,0,1
78th, 47 minutes 26 seconds,1,0,1
79th, 48 minutes 13 seconds,0,0,0
80th, 48 minutes 59 seconds,1,0,1
81st, 49 minutes 43 seconds,1,0,1
82nd, 50 minutes 25 seconds,1,0,1
83rd, 51 minutes 9 seconds,1,0,1
84th, 51 minutes 47 seconds,1,0,1
85th, 52 minutes 37 seconds,0,0,0
86th, 53 minutes 26 seconds,0,0,0
87th, 54 minutes 17 seconds,1,0,1
88th, 54 minutes 59 seconds,2,0,2
89th, 55 minutes 53 seconds,0,0,0
90th, 56 minutes 42 seconds,1,0,1
91st, 57 minutes 34 seconds,1,0,1
92nd, 58 minutes 27 seconds,1,0,1
93rd, 59 minutes 18 seconds,0,0,0
94th, 1 hours 10 seconds,1,0,1
95th, 1 hours 1 minutes 2 seconds,2,0,2
96th, 1 hours 1 minutes 54 seconds,1,0,1
97th, 1 hours 2 minutes 46 seconds,0,0,0
98th, 1 hours 3 minutes 37 seconds,0,0,0
99th, 1 hours 4 minutes 29 seconds,0,0,0
100th, 1 hours 5 minutes 18 seconds,0,0,0
101st, 1 hours 6 minutes 9 seconds,1,0,1
102nd, 1 hours 7 minutes 2 seconds,0,0,0
103rd, 1 hours 7 minutes 58 seconds,0,0,0
104th, 1 hours 8 minutes 51 seconds,0,0,0
105th, 1 hours 9 minutes 45 seconds,3,0,3
106th, 1 hours 10 minutes 43 seconds,5,0,5
107th, 1 hours 11 minutes 38 seconds,1,0,1
108th, 1 hours 12 minutes 37 seconds,0,0,0
109th, 1 hours 13 minutes 35 seconds,0,0,0
110th, 1 hours 14 minutes 32 seconds,0,0,0
111th, 1 hours 15 minutes 26 seconds,2,0,2
112th, 1 hours 16 minutes 24 seconds,0,0,0
113th, 1 hours 17 minutes 23 seconds,0,0,0
114th, 1 hours 18 minutes 21 seconds,0,0,0
115th, 1 hours 19 minutes 15 seconds,1,0,1
116th, 1 hours 20 minutes 11 seconds,0,0,0
117th, 1 hours 21 minutes 4 seconds,1,0,1
118th, 1 hours 22 minutes 2 seconds,2,0,2
119th, 1 hours 22 minutes 59 seconds,0,0,0
120th, 1 hours 23 minutes 56 seconds,1,0,1
121st, 1 hours 24 minutes 51 seconds,0,0,0
122nd, 1 hours 25 minutes 46 seconds,0,0,0
123rd, 1 hours 26 minutes 45 seconds,1,0,1
124th, 1 hours 27 minutes 44 seconds,2,0,2
125th, 1 hours 28 minutes 46 seconds,0,0,0
126th, 1 hours 29 minutes 46 seconds,0,0,0
127th, 1 hours 30 minutes 48 seconds,0,0,0
128th, 1 hours 31 minutes 49 seconds,1,0,1
129th, 1 hours 32 minutes 49 seconds,0,0,0
130th, 1 hours 33 minutes 48 seconds,0,0,0
131st, 1 hours 34 minutes 48 seconds,0,0,0
132nd, 1 hours 35 minutes 49 seconds,0,0,0
133rd, 1 hours 36 minutes 51 seconds,1,0,1
134th, 1 hours 37 minutes 50 seconds,0,0,0
135th, 1 hours 38 minutes 51 seconds,1,0,1
136th, 1 hours 39 minutes 50 seconds,0,0,0
137th, 1 hours 40 minutes 50 seconds,1,0,1
138th, 1 hours 41 minutes 52 seconds,0,0,0
139th, 1 hours 41 minutes 53 seconds,1,0,1
