Generation,Time,All,Acceptable,Unacceptable
1st, 1 seconds,0,0,0
2nd, 2 seconds,1,0,1
3rd, 5 seconds,0,0,0
4th, 7 seconds,0,0,0
5th, 9 seconds,0,0,0
6th, 13 seconds,0,0,0
7th, 16 seconds,1,1,0
8th, 18 seconds,3,3,0
9th, 21 seconds,0,0,0
10th, 23 seconds,0,0,0
11th, 25 seconds,1,1,0
12th, 28 seconds,4,3,1
13th, 33 seconds,0,0,0
14th, 36 seconds,1,1,0
15th, 39 seconds,3,3,0
16th, 43 seconds,0,0,0
17th, 46 seconds,1,0,1
18th, 51 seconds,0,0,0
19th, 55 seconds,1,0,1
20th, 58 seconds,0,0,0
21st, 1 minutes 2 seconds,0,0,0
22nd, 1 minutes 6 seconds,0,0,0
23rd, 1 minutes 10 seconds,0,0,0
24th, 1 minutes 13 seconds,1,1,0
25th, 1 minutes 17 seconds,0,0,0
26th, 1 minutes 21 seconds,0,0,0
27th, 1 minutes 25 seconds,0,0,0
28th, 1 minutes 29 seconds,0,0,0
29th, 1 minutes 32 seconds,0,0,0
30th, 1 minutes 36 seconds,1,0,1
31st, 1 minutes 40 seconds,0,0,0
32nd, 1 minutes 44 seconds,0,0,0
33rd, 1 minutes 48 seconds,0,0,0
34th, 1 minutes 52 seconds,0,0,0
35th, 1 minutes 56 seconds,1,0,1
36th, 1 minutes 59 seconds,0,0,0
37th, 2 minutes 3 seconds,0,0,0
38th, 2 minutes 9 seconds,0,0,0
39th, 2 minutes 13 seconds,0,0,0
40th, 2 minutes 18 seconds,0,0,0
41st, 2 minutes 23 seconds,0,0,0
42nd, 2 minutes 28 seconds,0,0,0
43rd, 2 minutes 33 seconds,0,0,0
44th, 2 minutes 38 seconds,0,0,0
45th, 2 minutes 43 seconds,0,0,0
46th, 2 minutes 47 seconds,2,0,2
47th, 2 minutes 53 seconds,5,0,5
48th, 2 minutes 58 seconds,0,0,0
49th, 3 minutes 3 seconds,0,0,0
50th, 3 minutes 8 seconds,0,0,0
51st, 3 minutes 16 seconds,0,0,0
52nd, 3 minutes 21 seconds,0,0,0
53rd, 3 minutes 27 seconds,0,0,0
54th, 3 minutes 32 seconds,0,0,0
55th, 3 minutes 38 seconds,1,0,1
56th, 3 minutes 42 seconds,0,0,0
57th, 3 minutes 47 seconds,0,0,0
58th, 3 minutes 54 seconds,0,0,0
59th, 3 minutes 59 seconds,1,0,1
60th, 4 minutes 4 seconds,0,0,0
61st, 4 minutes 12 seconds,0,0,0
62nd, 4 minutes 17 seconds,0,0,0
63rd, 4 minutes 22 seconds,0,0,0
64th, 4 minutes 27 seconds,0,0,0
65th, 4 minutes 33 seconds,0,0,0
66th, 4 minutes 38 seconds,0,0,0
67th, 4 minutes 44 seconds,0,0,0
68th, 4 minutes 49 seconds,0,0,0
69th, 4 minutes 54 seconds,0,0,0
70th, 5 minutes 0 seconds,0,0,0
71st, 5 minutes 6 seconds,1,0,1
72nd, 5 minutes 11 seconds,0,0,0
73rd, 5 minutes 17 seconds,1,0,1
74th, 5 minutes 22 seconds,0,0,0
75th, 5 minutes 28 seconds,0,0,0
76th, 5 minutes 33 seconds,0,0,0
77th, 5 minutes 39 seconds,0,0,0
78th, 5 minutes 44 seconds,1,0,1
79th, 5 minutes 50 seconds,0,0,0
80th, 5 minutes 55 seconds,0,0,0
81st, 6 minutes 1 seconds,0,0,0
82nd, 6 minutes 6 seconds,0,0,0
83rd, 6 minutes 11 seconds,0,0,0
84th, 6 minutes 16 seconds,0,0,0
85th, 6 minutes 21 seconds,0,0,0
86th, 6 minutes 27 seconds,1,0,1
87th, 6 minutes 31 seconds,0,0,0
88th, 6 minutes 37 seconds,0,0,0
89th, 6 minutes 42 seconds,0,0,0
90th, 6 minutes 47 seconds,0,0,0
91st, 6 minutes 53 seconds,1,0,1
92nd, 6 minutes 59 seconds,0,0,0
93rd, 7 minutes 6 seconds,3,0,3
94th, 7 minutes 11 seconds,0,0,0
95th, 7 minutes 17 seconds,0,0,0
96th, 7 minutes 23 seconds,0,0,0
97th, 7 minutes 29 seconds,0,0,0
98th, 7 minutes 36 seconds,0,0,0
99th, 7 minutes 42 seconds,0,0,0
100th, 7 minutes 49 seconds,0,0,0
101st, 7 minutes 54 seconds,0,0,0
102nd, 8 minutes 1 seconds,0,0,0
103rd, 8 minutes 7 seconds,0,0,0
104th, 8 minutes 13 seconds,0,0,0
105th, 8 minutes 19 seconds,0,0,0
106th, 8 minutes 26 seconds,0,0,0
107th, 8 minutes 32 seconds,0,0,0
108th, 8 minutes 38 seconds,0,0,0
109th, 8 minutes 44 seconds,0,0,0
110th, 8 minutes 51 seconds,0,0,0
111th, 8 minutes 57 seconds,0,0,0
112th, 9 minutes 4 seconds,0,0,0
113th, 9 minutes 12 seconds,0,0,0
114th, 9 minutes 18 seconds,0,0,0
115th, 9 minutes 24 seconds,0,0,0
116th, 9 minutes 31 seconds,0,0,0
117th, 9 minutes 39 seconds,0,0,0
118th, 9 minutes 46 seconds,0,0,0
119th, 9 minutes 53 seconds,0,0,0
120th, 10 minutes 1 seconds,0,0,0
121st, 10 minutes 8 seconds,0,0,0
122nd, 10 minutes 15 seconds,0,0,0
123rd, 10 minutes 23 seconds,0,0,0
124th, 10 minutes 30 seconds,2,0,2
125th, 10 minutes 38 seconds,0,0,0
126th, 10 minutes 46 seconds,0,0,0
127th, 10 minutes 54 seconds,0,0,0
128th, 11 minutes 2 seconds,0,0,0
129th, 11 minutes 10 seconds,0,0,0
130th, 11 minutes 18 seconds,0,0,0
131st, 11 minutes 28 seconds,0,0,0
132nd, 11 minutes 37 seconds,0,0,0
133rd, 11 minutes 45 seconds,0,0,0
134th, 11 minutes 53 seconds,0,0,0
135th, 12 minutes 4 seconds,0,0,0
136th, 12 minutes 12 seconds,0,0,0
137th, 12 minutes 21 seconds,0,0,0
138th, 12 minutes 29 seconds,0,0,0
139th, 12 minutes 39 seconds,0,0,0
140th, 12 minutes 47 seconds,0,0,0
141st, 12 minutes 56 seconds,0,0,0
142nd, 13 minutes 5 seconds,0,0,0
143rd, 13 minutes 16 seconds,0,0,0
144th, 13 minutes 25 seconds,0,0,0
145th, 13 minutes 33 seconds,1,0,1
146th, 13 minutes 42 seconds,3,0,3
147th, 13 minutes 52 seconds,0,0,0
148th, 14 minutes 0 seconds,0,0,0
149th, 14 minutes 8 seconds,0,0,0
150th, 14 minutes 17 seconds,0,0,0
151st, 14 minutes 26 seconds,0,0,0
152nd, 14 minutes 35 seconds,0,0,0
153rd, 14 minutes 44 seconds,0,0,0
154th, 14 minutes 53 seconds,1,0,1
155th, 15 minutes 3 seconds,0,0,0
156th, 15 minutes 11 seconds,0,0,0
157th, 15 minutes 19 seconds,0,0,0
158th, 15 minutes 29 seconds,2,0,2
159th, 15 minutes 40 seconds,0,0,0
160th, 15 minutes 50 seconds,0,0,0
161st, 15 minutes 58 seconds,0,0,0
162nd, 16 minutes 8 seconds,0,0,0
163rd, 16 minutes 17 seconds,0,0,0
164th, 16 minutes 28 seconds,0,0,0
165th, 16 minutes 38 seconds,0,0,0
166th, 16 minutes 48 seconds,0,0,0
167th, 16 minutes 58 seconds,0,0,0
168th, 17 minutes 7 seconds,0,0,0
169th, 17 minutes 18 seconds,0,0,0
170th, 17 minutes 30 seconds,0,0,0
171st, 17 minutes 40 seconds,0,0,0
172nd, 17 minutes 51 seconds,0,0,0
173rd, 18 minutes 2 seconds,0,0,0
174th, 18 minutes 12 seconds,0,0,0
175th, 18 minutes 22 seconds,0,0,0
176th, 18 minutes 32 seconds,0,0,0
177th, 18 minutes 41 seconds,1,0,1
178th, 18 minutes 51 seconds,0,0,0
179th, 19 minutes 0 seconds,0,0,0
180th, 19 minutes 9 seconds,0,0,0
181st, 19 minutes 19 seconds,2,0,2
182nd, 19 minutes 29 seconds,1,0,1
183rd, 19 minutes 39 seconds,1,0,1
184th, 19 minutes 48 seconds,1,0,1
185th, 19 minutes 59 seconds,2,0,2
186th, 20 minutes 11 seconds,2,0,2
187th, 20 minutes 20 seconds,0,0,0
188th, 20 minutes 30 seconds,2,0,2
189th, 20 minutes 39 seconds,0,0,0
190th, 20 minutes 48 seconds,0,0,0
191st, 20 minutes 59 seconds,0,0,0
192nd, 21 minutes 9 seconds,0,0,0
193rd, 21 minutes 18 seconds,0,0,0
194th, 21 minutes 28 seconds,0,0,0
195th, 21 minutes 39 seconds,0,0,0
196th, 21 minutes 49 seconds,0,0,0
197th, 22 minutes 0 seconds,0,0,0
198th, 22 minutes 11 seconds,0,0,0
199th, 22 minutes 21 seconds,0,0,0
200th, 22 minutes 31 seconds,0,0,0
201st, 22 minutes 43 seconds,0,0,0
202nd, 22 minutes 54 seconds,0,0,0
203rd, 23 minutes 5 seconds,0,0,0
204th, 23 minutes 15 seconds,0,0,0
205th, 23 minutes 27 seconds,0,0,0
206th, 23 minutes 36 seconds,0,0,0
207th, 23 minutes 46 seconds,0,0,0
208th, 23 minutes 56 seconds,0,0,0
209th, 24 minutes 6 seconds,0,0,0
210th, 24 minutes 18 seconds,0,0,0
211th, 24 minutes 29 seconds,0,0,0
212th, 24 minutes 39 seconds,0,0,0
213th, 24 minutes 50 seconds,0,0,0
214th, 25 minutes 1 seconds,1,0,1
215th, 25 minutes 11 seconds,0,0,0
216th, 25 minutes 22 seconds,0,0,0
217th, 25 minutes 32 seconds,0,0,0
218th, 25 minutes 43 seconds,0,0,0
219th, 25 minutes 54 seconds,0,0,0
220th, 26 minutes 4 seconds,1,0,1
221st, 26 minutes 14 seconds,0,0,0
222nd, 26 minutes 25 seconds,0,0,0
223rd, 26 minutes 36 seconds,0,0,0
224th, 26 minutes 45 seconds,0,0,0
225th, 26 minutes 57 seconds,0,0,0
226th, 27 minutes 8 seconds,0,0,0
227th, 27 minutes 19 seconds,0,0,0
228th, 27 minutes 31 seconds,3,0,3
229th, 27 minutes 43 seconds,1,0,1
230th, 27 minutes 54 seconds,0,0,0
231st, 28 minutes 7 seconds,0,0,0
232nd, 28 minutes 19 seconds,0,0,0
233rd, 28 minutes 32 seconds,0,0,0
234th, 28 minutes 44 seconds,0,0,0
235th, 28 minutes 58 seconds,0,0,0
236th, 29 minutes 11 seconds,0,0,0
237th, 29 minutes 25 seconds,0,0,0
238th, 29 minutes 38 seconds,0,0,0
239th, 29 minutes 51 seconds,0,0,0
240th, 30 minutes 5 seconds,0,0,0
241st, 30 minutes 18 seconds,0,0,0
242nd, 30 minutes 30 seconds,1,0,1
243rd, 30 minutes 42 seconds,0,0,0
244th, 30 minutes 54 seconds,0,0,0
245th, 31 minutes 6 seconds,0,0,0
246th, 31 minutes 18 seconds,0,0,0
247th, 31 minutes 33 seconds,0,0,0
248th, 31 minutes 46 seconds,0,0,0
249th, 31 minutes 59 seconds,0,0,0
250th, 32 minutes 12 seconds,0,0,0
251st, 32 minutes 26 seconds,0,0,0
252nd, 32 minutes 39 seconds,0,0,0
253rd, 32 minutes 53 seconds,0,0,0
254th, 33 minutes 7 seconds,0,0,0
255th, 33 minutes 20 seconds,0,0,0
256th, 33 minutes 34 seconds,0,0,0
257th, 33 minutes 51 seconds,0,0,0
258th, 34 minutes 7 seconds,0,0,0
