Generation,Time,All,Acceptable,Unacceptable
1st, 5 seconds,0,0,0
2nd, 10 seconds,0,0,0
3rd, 16 seconds,0,0,0
4th, 22 seconds,2,0,2
5th, 30 seconds,0,0,0
6th, 35 seconds,2,0,2
7th, 40 seconds,2,0,2
8th, 43 seconds,0,0,0
9th, 48 seconds,1,0,1
10th, 52 seconds,1,0,1
11th, 57 seconds,0,0,0
12th, 1 minutes 3 seconds,0,0,0
13th, 1 minutes 9 seconds,1,0,1
14th, 1 minutes 14 seconds,0,0,0
15th, 1 minutes 23 seconds,2,0,2
16th, 1 minutes 30 seconds,0,0,0
17th, 1 minutes 36 seconds,0,0,0
18th, 1 minutes 43 seconds,0,0,0
19th, 1 minutes 48 seconds,0,0,0
20th, 1 minutes 54 seconds,0,0,0
21st, 2 minutes 1 seconds,0,0,0
22nd, 2 minutes 7 seconds,0,0,0
23rd, 2 minutes 13 seconds,0,0,0
24th, 2 minutes 18 seconds,0,0,0
25th, 2 minutes 26 seconds,0,0,0
26th, 2 minutes 32 seconds,0,0,0
27th, 2 minutes 38 seconds,1,0,1
28th, 2 minutes 45 seconds,0,0,0
29th, 2 minutes 52 seconds,0,0,0
30th, 2 minutes 59 seconds,0,0,0
31st, 3 minutes 6 seconds,0,0,0
32nd, 3 minutes 14 seconds,0,0,0
33rd, 3 minutes 21 seconds,0,0,0
34th, 3 minutes 29 seconds,0,0,0
35th, 3 minutes 37 seconds,0,0,0
36th, 3 minutes 45 seconds,0,0,0
37th, 3 minutes 52 seconds,0,0,0
38th, 3 minutes 59 seconds,1,0,1
39th, 4 minutes 7 seconds,0,0,0
40th, 4 minutes 14 seconds,0,0,0
41st, 4 minutes 21 seconds,0,0,0
42nd, 4 minutes 27 seconds,0,0,0
43rd, 4 minutes 35 seconds,0,0,0
44th, 4 minutes 42 seconds,0,0,0
45th, 4 minutes 49 seconds,0,0,0
46th, 4 minutes 56 seconds,0,0,0
47th, 5 minutes 3 seconds,0,0,0
48th, 5 minutes 10 seconds,0,0,0
49th, 5 minutes 17 seconds,0,0,0
50th, 5 minutes 25 seconds,0,0,0
51st, 5 minutes 32 seconds,0,0,0
52nd, 5 minutes 39 seconds,0,0,0
53rd, 5 minutes 47 seconds,0,0,0
54th, 5 minutes 54 seconds,0,0,0
55th, 6 minutes 2 seconds,0,0,0
56th, 6 minutes 9 seconds,0,0,0
57th, 6 minutes 16 seconds,0,0,0
58th, 6 minutes 23 seconds,0,0,0
59th, 6 minutes 31 seconds,0,0,0
60th, 6 minutes 39 seconds,0,0,0
61st, 6 minutes 50 seconds,0,0,0
62nd, 6 minutes 57 seconds,0,0,0
63rd, 7 minutes 5 seconds,1,0,1
64th, 7 minutes 12 seconds,0,0,0
65th, 7 minutes 19 seconds,0,0,0
66th, 7 minutes 27 seconds,0,0,0
67th, 7 minutes 36 seconds,0,0,0
68th, 7 minutes 44 seconds,0,0,0
69th, 7 minutes 53 seconds,0,0,0
70th, 8 minutes 0 seconds,0,0,0
71st, 8 minutes 9 seconds,0,0,0
72nd, 8 minutes 18 seconds,0,0,0
73rd, 8 minutes 25 seconds,1,0,1
74th, 8 minutes 34 seconds,0,0,0
75th, 8 minutes 42 seconds,0,0,0
76th, 8 minutes 51 seconds,0,0,0
77th, 9 minutes 0 seconds,1,0,1
78th, 9 minutes 8 seconds,0,0,0
79th, 9 minutes 15 seconds,0,0,0
80th, 9 minutes 24 seconds,0,0,0
81st, 9 minutes 33 seconds,0,0,0
82nd, 9 minutes 41 seconds,0,0,0
83rd, 9 minutes 50 seconds,0,0,0
84th, 10 minutes 0 seconds,0,0,0
85th, 10 minutes 9 seconds,0,0,0
86th, 10 minutes 18 seconds,0,0,0
87th, 10 minutes 29 seconds,0,0,0
88th, 10 minutes 38 seconds,0,0,0
89th, 10 minutes 47 seconds,0,0,0
90th, 10 minutes 56 seconds,0,0,0
91st, 11 minutes 5 seconds,0,0,0
92nd, 11 minutes 14 seconds,0,0,0
93rd, 11 minutes 22 seconds,0,0,0
94th, 11 minutes 32 seconds,0,0,0
95th, 11 minutes 41 seconds,0,0,0
96th, 11 minutes 51 seconds,0,0,0
97th, 12 minutes 0 seconds,0,0,0
98th, 12 minutes 9 seconds,0,0,0
99th, 12 minutes 16 seconds,0,0,0
100th, 12 minutes 25 seconds,0,0,0
101st, 12 minutes 34 seconds,0,0,0
102nd, 12 minutes 41 seconds,0,0,0
103rd, 12 minutes 49 seconds,0,0,0
104th, 12 minutes 57 seconds,0,0,0
105th, 13 minutes 6 seconds,0,0,0
106th, 13 minutes 16 seconds,0,0,0
107th, 13 minutes 24 seconds,0,0,0
108th, 13 minutes 33 seconds,0,0,0
109th, 13 minutes 42 seconds,0,0,0
110th, 13 minutes 51 seconds,0,0,0
111th, 13 minutes 59 seconds,0,0,0
112th, 14 minutes 7 seconds,0,0,0
113th, 14 minutes 16 seconds,0,0,0
114th, 14 minutes 25 seconds,0,0,0
115th, 14 minutes 33 seconds,0,0,0
116th, 14 minutes 41 seconds,0,0,0
117th, 14 minutes 50 seconds,0,0,0
118th, 14 minutes 59 seconds,0,0,0
119th, 15 minutes 8 seconds,0,0,0
120th, 15 minutes 16 seconds,0,0,0
121st, 15 minutes 26 seconds,0,0,0
122nd, 15 minutes 35 seconds,0,0,0
123rd, 15 minutes 42 seconds,0,0,0
124th, 15 minutes 51 seconds,0,0,0
125th, 15 minutes 59 seconds,0,0,0
126th, 16 minutes 7 seconds,0,0,0
127th, 16 minutes 16 seconds,0,0,0
128th, 16 minutes 25 seconds,0,0,0
129th, 16 minutes 33 seconds,0,0,0
130th, 16 minutes 42 seconds,1,0,1
131st, 16 minutes 51 seconds,0,0,0
132nd, 17 minutes 0 seconds,0,0,0
