Generation,Time,All,Acceptable,Unacceptable
1st, 5 seconds,0,0,0
2nd, 12 seconds,0,0,0
3rd, 24 seconds,1,0,1
4th, 36 seconds,0,0,0
5th, 44 seconds,1,0,1
6th, 50 seconds,0,0,0
7th, 1 minutes 0 seconds,2,0,2
8th, 1 minutes 5 seconds,0,0,0
9th, 1 minutes 10 seconds,1,0,1
10th, 1 minutes 15 seconds,4,0,4
11th, 1 minutes 19 seconds,1,0,1
12th, 1 minutes 24 seconds,0,0,0
13th, 1 minutes 28 seconds,1,0,1
14th, 1 minutes 34 seconds,1,0,1
15th, 1 minutes 40 seconds,1,0,1
16th, 1 minutes 44 seconds,0,0,0
17th, 1 minutes 49 seconds,1,0,1
18th, 1 minutes 56 seconds,1,0,1
19th, 2 minutes 3 seconds,0,0,0
20th, 2 minutes 10 seconds,0,0,0
21st, 2 minutes 17 seconds,0,0,0
22nd, 2 minutes 24 seconds,0,0,0
23rd, 2 minutes 32 seconds,0,0,0
24th, 2 minutes 40 seconds,0,0,0
25th, 2 minutes 49 seconds,0,0,0
26th, 2 minutes 56 seconds,0,0,0
27th, 3 minutes 5 seconds,3,0,3
28th, 3 minutes 11 seconds,1,0,1
29th, 3 minutes 19 seconds,2,0,2
30th, 3 minutes 28 seconds,0,0,0
31st, 3 minutes 38 seconds,0,0,0
32nd, 3 minutes 46 seconds,0,0,0
33rd, 3 minutes 54 seconds,0,0,0
34th, 4 minutes 2 seconds,0,0,0
35th, 4 minutes 12 seconds,0,0,0
36th, 4 minutes 20 seconds,0,0,0
37th, 4 minutes 30 seconds,0,0,0
38th, 4 minutes 39 seconds,0,0,0
39th, 4 minutes 49 seconds,0,0,0
40th, 4 minutes 58 seconds,0,0,0
41st, 5 minutes 7 seconds,0,0,0
42nd, 5 minutes 16 seconds,0,0,0
43rd, 5 minutes 26 seconds,0,0,0
44th, 5 minutes 34 seconds,0,0,0
45th, 5 minutes 42 seconds,1,0,1
46th, 5 minutes 50 seconds,0,0,0
47th, 6 minutes 0 seconds,0,0,0
48th, 6 minutes 7 seconds,0,0,0
49th, 6 minutes 17 seconds,0,0,0
50th, 6 minutes 25 seconds,1,0,1
51st, 6 minutes 34 seconds,0,0,0
52nd, 6 minutes 43 seconds,0,0,0
53rd, 6 minutes 52 seconds,0,0,0
54th, 7 minutes 2 seconds,0,0,0
55th, 7 minutes 11 seconds,0,0,0
56th, 7 minutes 20 seconds,1,0,1
57th, 7 minutes 30 seconds,0,0,0
58th, 7 minutes 39 seconds,0,0,0
59th, 7 minutes 47 seconds,0,0,0
60th, 7 minutes 57 seconds,0,0,0
61st, 8 minutes 7 seconds,0,0,0
62nd, 8 minutes 16 seconds,0,0,0
63rd, 8 minutes 26 seconds,0,0,0
64th, 8 minutes 36 seconds,1,0,1
65th, 8 minutes 45 seconds,0,0,0
66th, 8 minutes 54 seconds,0,0,0
67th, 9 minutes 2 seconds,0,0,0
68th, 9 minutes 11 seconds,0,0,0
69th, 9 minutes 21 seconds,0,0,0
70th, 9 minutes 31 seconds,0,0,0
71st, 9 minutes 40 seconds,0,0,0
72nd, 9 minutes 49 seconds,0,0,0
73rd, 9 minutes 58 seconds,0,0,0
74th, 10 minutes 9 seconds,0,0,0
75th, 10 minutes 17 seconds,0,0,0
76th, 10 minutes 29 seconds,0,0,0
77th, 10 minutes 38 seconds,0,0,0
78th, 10 minutes 48 seconds,0,0,0
79th, 10 minutes 58 seconds,1,0,1
80th, 11 minutes 8 seconds,0,0,0
81st, 11 minutes 18 seconds,0,0,0
82nd, 11 minutes 28 seconds,0,0,0
83rd, 11 minutes 38 seconds,0,0,0
84th, 11 minutes 48 seconds,0,0,0
85th, 11 minutes 58 seconds,0,0,0
86th, 12 minutes 9 seconds,0,0,0
87th, 12 minutes 19 seconds,0,0,0
88th, 12 minutes 30 seconds,0,0,0
89th, 12 minutes 41 seconds,0,0,0
90th, 12 minutes 52 seconds,0,0,0
91st, 13 minutes 2 seconds,0,0,0
92nd, 13 minutes 13 seconds,0,0,0
93rd, 13 minutes 24 seconds,0,0,0
94th, 13 minutes 37 seconds,0,0,0
95th, 13 minutes 48 seconds,1,0,1
96th, 14 minutes 0 seconds,1,0,1
97th, 14 minutes 13 seconds,0,0,0
98th, 14 minutes 24 seconds,0,0,0
99th, 14 minutes 36 seconds,1,0,1
100th, 14 minutes 47 seconds,0,0,0
101st, 15 minutes 0 seconds,0,0,0
102nd, 15 minutes 11 seconds,0,0,0
