Generation,Time,All,Acceptable,Unacceptable
1st, 4 seconds,0,0,0
2nd, 8 seconds,0,0,0
3rd, 15 seconds,2,1,1
4th, 22 seconds,1,1,0
5th, 31 seconds,0,0,0
6th, 39 seconds,0,0,0
7th, 52 seconds,0,0,0
8th, 1 minutes 7 seconds,3,2,1
9th, 1 minutes 20 seconds,1,1,0
10th, 1 minutes 26 seconds,1,0,1
11th, 1 minutes 30 seconds,2,1,1
12th, 1 minutes 35 seconds,2,0,2
13th, 1 minutes 41 seconds,3,1,2
14th, 1 minutes 46 seconds,4,1,3
15th, 1 minutes 53 seconds,2,0,2
16th, 1 minutes 58 seconds,1,0,1
17th, 2 minutes 4 seconds,0,0,0
18th, 2 minutes 11 seconds,0,0,0
19th, 2 minutes 18 seconds,0,0,0
20th, 2 minutes 24 seconds,0,0,0
21st, 2 minutes 32 seconds,0,0,0
22nd, 2 minutes 39 seconds,0,0,0
23rd, 2 minutes 48 seconds,0,0,0
24th, 2 minutes 57 seconds,0,0,0
25th, 3 minutes 4 seconds,0,0,0
26th, 3 minutes 11 seconds,0,0,0
27th, 3 minutes 18 seconds,0,0,0
28th, 3 minutes 26 seconds,0,0,0
29th, 3 minutes 33 seconds,0,0,0
30th, 3 minutes 42 seconds,0,0,0
31st, 3 minutes 49 seconds,0,0,0
32nd, 3 minutes 58 seconds,0,0,0
33rd, 4 minutes 5 seconds,0,0,0
34th, 4 minutes 15 seconds,3,0,3
35th, 4 minutes 23 seconds,0,0,0
36th, 4 minutes 31 seconds,0,0,0
37th, 4 minutes 40 seconds,0,0,0
38th, 4 minutes 49 seconds,0,0,0
39th, 4 minutes 58 seconds,0,0,0
40th, 5 minutes 5 seconds,1,0,1
41st, 5 minutes 12 seconds,0,0,0
42nd, 5 minutes 20 seconds,0,0,0
43rd, 5 minutes 28 seconds,0,0,0
44th, 5 minutes 36 seconds,0,0,0
45th, 5 minutes 44 seconds,0,0,0
46th, 5 minutes 51 seconds,0,0,0
47th, 6 minutes 0 seconds,0,0,0
48th, 6 minutes 8 seconds,0,0,0
49th, 6 minutes 16 seconds,1,0,1
50th, 6 minutes 25 seconds,3,0,3
51st, 6 minutes 32 seconds,1,0,1
52nd, 6 minutes 40 seconds,0,0,0
53rd, 6 minutes 48 seconds,0,0,0
54th, 6 minutes 56 seconds,0,0,0
55th, 7 minutes 4 seconds,1,0,1
56th, 7 minutes 11 seconds,0,0,0
57th, 7 minutes 19 seconds,0,0,0
58th, 7 minutes 26 seconds,0,0,0
59th, 7 minutes 34 seconds,0,0,0
60th, 7 minutes 42 seconds,0,0,0
61st, 7 minutes 52 seconds,0,0,0
62nd, 8 minutes 2 seconds,0,0,0
63rd, 8 minutes 12 seconds,0,0,0
64th, 8 minutes 21 seconds,0,0,0
65th, 8 minutes 29 seconds,0,0,0
66th, 8 minutes 37 seconds,0,0,0
67th, 8 minutes 45 seconds,0,0,0
68th, 8 minutes 54 seconds,1,0,1
69th, 9 minutes 4 seconds,1,0,1
70th, 9 minutes 14 seconds,0,0,0
71st, 9 minutes 23 seconds,0,0,0
72nd, 9 minutes 32 seconds,0,0,0
73rd, 9 minutes 40 seconds,0,0,0
74th, 9 minutes 50 seconds,0,0,0
75th, 10 minutes 0 seconds,0,0,0
76th, 10 minutes 9 seconds,0,0,0
77th, 10 minutes 19 seconds,0,0,0
78th, 10 minutes 28 seconds,0,0,0
79th, 10 minutes 36 seconds,0,0,0
80th, 10 minutes 46 seconds,0,0,0
81st, 10 minutes 56 seconds,0,0,0
82nd, 11 minutes 6 seconds,0,0,0
83rd, 11 minutes 15 seconds,0,0,0
84th, 11 minutes 26 seconds,0,0,0
85th, 11 minutes 34 seconds,0,0,0
86th, 11 minutes 46 seconds,0,0,0
87th, 11 minutes 56 seconds,1,0,1
88th, 12 minutes 5 seconds,0,0,0
89th, 12 minutes 15 seconds,0,0,0
90th, 12 minutes 25 seconds,0,0,0
91st, 12 minutes 35 seconds,0,0,0
92nd, 12 minutes 44 seconds,0,0,0
93rd, 12 minutes 55 seconds,0,0,0
94th, 13 minutes 5 seconds,0,0,0
95th, 13 minutes 15 seconds,0,0,0
96th, 13 minutes 26 seconds,0,0,0
97th, 13 minutes 36 seconds,0,0,0
98th, 13 minutes 46 seconds,0,0,0
99th, 13 minutes 56 seconds,0,0,0
100th, 14 minutes 7 seconds,0,0,0
101st, 14 minutes 15 seconds,0,0,0
102nd, 14 minutes 26 seconds,0,0,0
103rd, 14 minutes 35 seconds,0,0,0
104th, 14 minutes 45 seconds,0,0,0
105th, 14 minutes 54 seconds,0,0,0
106th, 15 minutes 4 seconds,0,0,0
107th, 15 minutes 13 seconds,0,0,0
108th, 15 minutes 22 seconds,0,0,0
109th, 15 minutes 31 seconds,0,0,0
110th, 15 minutes 39 seconds,1,0,1
111th, 15 minutes 49 seconds,0,0,0
112th, 15 minutes 58 seconds,0,0,0
113th, 16 minutes 8 seconds,1,0,1
114th, 16 minutes 19 seconds,0,0,0
115th, 16 minutes 29 seconds,0,0,0
116th, 16 minutes 40 seconds,0,0,0
117th, 16 minutes 49 seconds,0,0,0
118th, 16 minutes 59 seconds,0,0,0
119th, 17 minutes 9 seconds,0,0,0
120th, 17 minutes 19 seconds,0,0,0
121st, 17 minutes 30 seconds,0,0,0
122nd, 17 minutes 40 seconds,0,0,0
123rd, 17 minutes 51 seconds,0,0,0
124th, 18 minutes 0 seconds,0,0,0
125th, 18 minutes 11 seconds,0,0,0
126th, 18 minutes 23 seconds,0,0,0
127th, 18 minutes 33 seconds,0,0,0
128th, 18 minutes 42 seconds,0,0,0
129th, 18 minutes 52 seconds,0,0,0
130th, 19 minutes 2 seconds,0,0,0
131st, 19 minutes 13 seconds,0,0,0
132nd, 19 minutes 24 seconds,0,0,0
133rd, 19 minutes 35 seconds,0,0,0
134th, 19 minutes 48 seconds,0,0,0
135th, 20 minutes 0 seconds,1,0,1
136th, 20 minutes 11 seconds,0,0,0
137th, 20 minutes 23 seconds,0,0,0
138th, 20 minutes 34 seconds,2,0,2
139th, 20 minutes 46 seconds,2,0,2
140th, 20 minutes 58 seconds,2,0,2
141st, 21 minutes 8 seconds,0,0,0
142nd, 21 minutes 21 seconds,0,0,0
143rd, 21 minutes 34 seconds,0,0,0
144th, 21 minutes 45 seconds,0,0,0
145th, 21 minutes 57 seconds,0,0,0
146th, 22 minutes 8 seconds,0,0,0
147th, 22 minutes 20 seconds,1,0,1
148th, 22 minutes 32 seconds,0,0,0
149th, 22 minutes 43 seconds,0,0,0
150th, 22 minutes 55 seconds,0,0,0
151st, 23 minutes 8 seconds,0,0,0
152nd, 23 minutes 20 seconds,0,0,0
153rd, 23 minutes 32 seconds,0,0,0
154th, 23 minutes 44 seconds,0,0,0
155th, 23 minutes 56 seconds,1,0,1
156th, 24 minutes 10 seconds,0,0,0
157th, 24 minutes 21 seconds,0,0,0
158th, 24 minutes 32 seconds,0,0,0
159th, 24 minutes 43 seconds,0,0,0
160th, 24 minutes 56 seconds,0,0,0
161st, 25 minutes 8 seconds,0,0,0
162nd, 25 minutes 19 seconds,1,0,1
163rd, 25 minutes 30 seconds,0,0,0
