Generation,Time,All,Acceptable,Unacceptable
1st, 4 seconds,0,0,0
2nd, 7 seconds,0,0,0
3rd, 15 seconds,0,0,0
4th, 21 seconds,1,0,1
5th, 26 seconds,1,0,1
6th, 31 seconds,2,0,2
7th, 36 seconds,2,0,2
8th, 40 seconds,2,0,2
9th, 44 seconds,0,0,0
10th, 49 seconds,0,0,0
11th, 56 seconds,1,0,1
12th, 1 minutes 1 seconds,2,0,2
13th, 1 minutes 9 seconds,3,0,3
14th, 1 minutes 15 seconds,4,0,4
15th, 1 minutes 22 seconds,1,0,1
16th, 1 minutes 28 seconds,2,0,2
17th, 1 minutes 34 seconds,4,0,4
18th, 1 minutes 40 seconds,7,0,7
19th, 1 minutes 47 seconds,4,0,4
20th, 1 minutes 54 seconds,1,0,1
21st, 2 minutes 1 seconds,3,0,3
22nd, 2 minutes 6 seconds,3,0,3
23rd, 2 minutes 13 seconds,3,0,3
24th, 2 minutes 18 seconds,1,0,1
25th, 2 minutes 24 seconds,1,0,1
26th, 2 minutes 30 seconds,0,0,0
27th, 2 minutes 37 seconds,0,0,0
28th, 2 minutes 44 seconds,0,0,0
29th, 2 minutes 52 seconds,0,0,0
30th, 2 minutes 58 seconds,0,0,0
31st, 3 minutes 5 seconds,0,0,0
32nd, 3 minutes 12 seconds,0,0,0
33rd, 3 minutes 18 seconds,0,0,0
34th, 3 minutes 25 seconds,0,0,0
35th, 3 minutes 33 seconds,0,0,0
36th, 3 minutes 42 seconds,0,0,0
37th, 3 minutes 50 seconds,0,0,0
38th, 3 minutes 57 seconds,0,0,0
39th, 4 minutes 5 seconds,0,0,0
40th, 4 minutes 14 seconds,0,0,0
41st, 4 minutes 20 seconds,0,0,0
42nd, 4 minutes 28 seconds,1,0,1
43rd, 4 minutes 39 seconds,0,0,0
44th, 4 minutes 46 seconds,0,0,0
45th, 4 minutes 55 seconds,0,0,0
46th, 5 minutes 3 seconds,0,0,0
47th, 5 minutes 11 seconds,0,0,0
48th, 5 minutes 20 seconds,0,0,0
49th, 5 minutes 30 seconds,1,0,1
50th, 5 minutes 39 seconds,0,0,0
51st, 5 minutes 49 seconds,0,0,0
52nd, 5 minutes 57 seconds,0,0,0
53rd, 6 minutes 7 seconds,1,0,1
54th, 6 minutes 16 seconds,0,0,0
55th, 6 minutes 26 seconds,0,0,0
56th, 6 minutes 38 seconds,0,0,0
57th, 6 minutes 48 seconds,0,0,0
58th, 6 minutes 58 seconds,0,0,0
59th, 7 minutes 9 seconds,0,0,0
60th, 7 minutes 18 seconds,0,0,0
61st, 7 minutes 27 seconds,1,0,1
62nd, 7 minutes 36 seconds,0,0,0
63rd, 7 minutes 47 seconds,0,0,0
64th, 7 minutes 57 seconds,0,0,0
65th, 8 minutes 9 seconds,0,0,0
66th, 8 minutes 20 seconds,0,0,0
67th, 8 minutes 32 seconds,0,0,0
68th, 8 minutes 42 seconds,0,0,0
69th, 8 minutes 53 seconds,1,0,1
70th, 9 minutes 5 seconds,0,0,0
71st, 9 minutes 16 seconds,1,0,1
72nd, 9 minutes 27 seconds,0,0,0
73rd, 9 minutes 38 seconds,0,0,0
74th, 9 minutes 49 seconds,0,0,0
75th, 9 minutes 59 seconds,0,0,0
76th, 10 minutes 10 seconds,0,0,0
77th, 10 minutes 19 seconds,0,0,0
78th, 10 minutes 30 seconds,0,0,0
79th, 10 minutes 39 seconds,0,0,0
80th, 10 minutes 48 seconds,0,0,0
81st, 10 minutes 59 seconds,0,0,0
82nd, 11 minutes 9 seconds,0,0,0
83rd, 11 minutes 20 seconds,0,0,0
84th, 11 minutes 31 seconds,0,0,0
85th, 11 minutes 40 seconds,0,0,0
