Generation,Time,All,Acceptable,Unacceptable
1st, 6 seconds,0,0,0
2nd, 10 seconds,0,0,0
3rd, 17 seconds,0,0,0
4th, 26 seconds,0,0,0
5th, 33 seconds,0,0,0
6th, 39 seconds,0,0,0
7th, 43 seconds,1,0,1
8th, 47 seconds,0,0,0
9th, 50 seconds,0,0,0
10th, 55 seconds,0,0,0
11th, 1 minutes 0 seconds,0,0,0
12th, 1 minutes 5 seconds,0,0,0
13th, 1 minutes 10 seconds,0,0,0
14th, 1 minutes 15 seconds,0,0,0
15th, 1 minutes 21 seconds,0,0,0
16th, 1 minutes 29 seconds,0,0,0
17th, 1 minutes 37 seconds,0,0,0
18th, 1 minutes 44 seconds,0,0,0
19th, 1 minutes 52 seconds,0,0,0
20th, 1 minutes 59 seconds,0,0,0
21st, 2 minutes 5 seconds,0,0,0
22nd, 2 minutes 13 seconds,1,0,1
23rd, 2 minutes 21 seconds,0,0,0
24th, 2 minutes 30 seconds,0,0,0
25th, 2 minutes 38 seconds,0,0,0
26th, 2 minutes 47 seconds,0,0,0
27th, 2 minutes 57 seconds,1,0,1
28th, 3 minutes 6 seconds,0,0,0
29th, 3 minutes 13 seconds,0,0,0
30th, 3 minutes 21 seconds,0,0,0
31st, 3 minutes 31 seconds,2,0,2
32nd, 3 minutes 39 seconds,3,0,3
33rd, 3 minutes 49 seconds,1,0,1
34th, 3 minutes 59 seconds,1,0,1
35th, 4 minutes 8 seconds,1,0,1
36th, 4 minutes 17 seconds,0,0,0
37th, 4 minutes 26 seconds,0,0,0
38th, 4 minutes 35 seconds,1,0,1
39th, 4 minutes 44 seconds,0,0,0
40th, 4 minutes 52 seconds,0,0,0
41st, 5 minutes 2 seconds,0,0,0
42nd, 5 minutes 11 seconds,0,0,0
43rd, 5 minutes 20 seconds,0,0,0
44th, 5 minutes 29 seconds,0,0,0
45th, 5 minutes 37 seconds,0,0,0
46th, 5 minutes 46 seconds,0,0,0
47th, 5 minutes 57 seconds,0,0,0
