Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
2,0,0,0
3,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
10,0,0,0
11,3,2,1
12,3,2,1
13,3,2,1
15,3,2,1
16,4,2,2
17,6,2,4
20,6,2,4
21,6,2,4
22,8,2,6
24,8,2,6
26,9,2,7
27,9,2,7
32,12,3,9
36,12,3,9
37,12,3,9
39,12,3,9
41,12,3,9
42,12,3,9
44,12,3,9
46,12,3,9
47,12,3,9
51,12,3,9
52,12,3,9
53,13,3,10
56,13,3,10
57,13,3,10
61,13,3,10
63,13,3,10
66,13,3,10
68,13,3,10
75,13,3,10
85,13,3,10
1983,13,3,10
1986,13,3,10
1987,13,3,10
1991,13,3,10
1993,13,3,10
1995,13,3,10
1996,13,3,10
1998,13,3,10
1999,13,3,10
2000,14,3,11
2002,14,3,11
2003,14,3,11
2005,15,3,12
2007,15,3,12
2008,15,3,12
2010,21,4,17
2014,21,4,17
2015,22,4,18
2016,23,4,19
2021,23,4,19
2023,28,5,23
2027,28,5,23
2029,35,7,28
2035,36,7,29
2037,38,7,31
2042,38,7,31
2044,39,7,32
2048,39,7,32
2052,42,7,35
2054,42,7,35
2058,42,7,35
2059,42,7,35
2061,42,7,35
2067,42,7,35
2070,42,7,35
2075,42,7,35
2077,42,7,35
2080,42,7,35
2083,42,7,35
2089,42,7,35
2100,42,7,35
2108,42,7,35
2942,42,7,35
2950,42,7,35
3994,42,7,35
4002,42,7,35
4006,42,7,35
4009,42,7,35
4010,42,7,35
4011,43,7,36
4017,43,7,36
4018,44,7,37
4025,44,7,37
4033,45,7,38
4042,45,7,38
4046,45,7,38
4051,45,7,38
4053,45,7,38
4060,45,7,38
4062,45,7,38
4069,45,7,38
4073,45,7,38
4079,45,7,38
4082,45,7,38
4098,45,7,38
4108,45,7,38
4118,45,7,38
4130,45,7,38
4143,45,7,38
4938,45,7,38
4945,45,7,38
4953,45,7,38
4962,45,7,38
4972,45,7,38
4982,45,7,38
4992,45,7,38
5003,45,7,38
5014,45,7,38
5963,45,7,38
5968,45,7,38
5973,45,7,38
6028,45,7,38
6034,45,7,38
6042,45,7,38
6048,45,7,38
6049,45,7,38
6050,45,7,38
6057,45,7,38
6058,45,7,38
6067,45,7,38
6073,45,7,38
6075,45,7,38
6076,45,7,38
6077,45,7,38
6083,46,7,39
6084,46,7,39
6090,46,7,39
6093,46,7,39
6094,46,7,39
6103,46,7,39
6134,48,8,40
6144,48,8,40
6155,48,8,40
7005,48,8,40
7960,48,8,40
7966,48,8,40
7972,48,8,40
7977,48,8,40
7982,49,8,41
7987,49,8,41
7988,49,8,41
7994,49,8,41
7998,49,8,41
8036,49,8,41
8045,49,8,41
8082,49,8,41
8086,49,8,41
8093,49,8,41
8997,49,8,41
9009,50,8,42
9020,50,8,42
9032,50,8,42
9042,50,8,42
9053,50,8,42
9064,50,8,42
9076,50,8,42
9980,50,8,42
9987,50,8,42
9996,50,8,42
10005,50,8,42
10034,50,8,42
10044,50,8,42
10053,50,8,42
10063,50,8,42
10073,50,8,42
10074,50,8,42
10077,51,8,43
10082,51,8,43
10083,51,8,43
10088,51,8,43
10092,51,8,43
10093,51,8,43
10100,51,8,43
10103,51,8,43
10107,51,8,43
10117,51,8,43
10125,51,8,43
10127,51,8,43
10134,51,8,43
10135,51,8,43
10145,51,8,43
10146,51,8,43
10151,51,8,43
10152,51,8,43
10155,51,8,43
10161,51,8,43
10168,51,8,43
10175,51,8,43
10181,51,8,43
10188,51,8,43
10282,51,8,43
10292,51,8,43
10302,51,8,43
11273,51,8,43
11281,51,8,43
11788,51,8,43
11797,51,8,43
12054,51,8,43
12064,51,8,43
12080,51,8,43
12091,51,8,43
12092,51,8,43
12125,51,8,43
12137,51,8,43
12142,51,8,43
12150,51,8,43
12292,51,8,43
12301,51,8,43
12311,51,8,43
12695,51,8,43
12715,51,8,43
13269,51,8,43
13278,51,8,43
13287,51,8,43
13296,51,8,43
13307,51,8,43
13318,51,8,43
13328,51,8,43
13338,52,8,44
13350,52,8,44
13788,52,8,44
14054,52,8,44
14064,52,8,44
14073,52,8,44
14082,52,8,44
14083,53,8,45
14084,53,8,45
14094,53,8,45
14097,53,8,45
14107,53,8,45
14108,53,8,45
14119,53,8,45
14127,53,8,45
14130,53,8,45
14132,53,8,45
14137,53,8,45
14141,53,8,45
14143,53,8,45
14147,53,8,45
14151,53,8,45
14153,53,8,45
14157,53,8,45
14162,53,8,45
14164,53,8,45
14166,53,8,45
14172,53,8,45
14176,53,8,45
14177,53,8,45
14183,53,8,45
14186,53,8,45
14189,53,8,45
14195,53,8,45
14197,53,8,45
14200,53,8,45
14205,53,8,45
14211,53,8,45
14214,53,8,45
14222,53,8,45
14223,53,8,45
14234,53,8,45
14245,53,8,45
14256,53,8,45
14515,53,8,45
14529,53,8,45
14684,53,8,45
14695,53,8,45
14701,53,8,45
14707,53,8,45
14715,53,8,45
14723,53,8,45
16074,53,8,45
16086,53,8,45
16185,53,8,45
16195,53,8,45
16205,53,8,45
16213,53,8,45
16225,53,8,45
16235,53,8,45
16245,53,8,45
16247,53,8,45
16460,53,8,45
16523,53,8,45
16536,53,8,45
16548,53,8,45
16560,53,8,45
16571,53,8,45
16584,53,8,45
16686,53,8,45
16696,53,8,45
16710,53,8,45
16718,53,8,45
16726,53,8,45
16736,53,8,45
16747,53,8,45
17322,53,8,45
17334,53,8,45
17344,53,8,45
17353,53,8,45
17363,53,8,45
17374,53,8,45
17759,53,8,45
17770,53,8,45
17781,53,8,45
17792,53,8,45
17803,53,8,45
18078,53,8,45
18196,53,8,45
18208,53,8,45
18221,53,8,45
18233,53,8,45
18239,53,8,45
18240,53,8,45
18251,53,8,45
18256,53,8,45
18262,53,8,45
18266,53,8,45
18274,53,8,45
18276,53,8,45
18285,53,8,45
18288,53,8,45
18294,53,8,45
18298,53,8,45
18310,53,8,45
18451,53,8,45
18461,53,8,45
18471,53,8,45
18482,53,8,45
18490,53,8,45
18500,53,8,45
18511,53,8,45
18520,53,8,45
18531,53,8,45
18540,53,8,45
18549,53,8,45
18868,53,8,45
18878,53,8,45
19363,53,8,45
19376,53,8,45
19386,53,8,45
19396,53,8,45
20071,53,8,45
20082,53,8,45
20093,53,8,45
20105,53,8,45
20225,53,8,45
20236,53,8,45
20249,53,8,45
20261,53,8,45
20273,53,8,45
20302,53,8,45
20314,53,8,45
20326,53,8,45
20334,53,8,45
20338,53,8,45
20344,53,8,45
20350,53,8,45
20357,53,8,45
20362,54,8,46
20369,54,8,46
20540,54,8,46
20555,54,8,46
20717,54,8,46
20727,54,8,46
20737,54,8,46
20750,54,8,46
20870,54,8,46
20882,54,8,46
21385,54,8,46
21397,54,8,46
21408,54,8,46
21418,54,8,46
21426,54,8,46
21435,54,8,46
21444,54,8,46
21452,54,8,46
21461,54,8,46
21469,54,8,46
22098,54,8,46
22110,54,8,46
22123,54,8,46
22134,54,8,46
22263,54,8,46
22264,54,8,46
22274,55,8,47
22283,55,8,47
22286,55,8,47
22293,55,8,47
22296,55,8,47
22305,55,8,47
22309,55,8,47
22353,55,8,47
22360,55,8,47
22373,55,8,47
22385,55,8,47
22396,55,8,47
22546,55,8,47
22556,55,8,47
22567,55,8,47
22579,55,8,47
22590,55,8,47
22741,55,8,47
22754,55,8,47
22873,56,8,48
22883,56,8,48
23460,56,8,48
23470,56,8,48
24124,56,8,48
24137,56,8,48
24147,56,8,48
24296,56,8,48
24300,56,8,48
24308,56,8,48
24313,56,8,48
24320,56,8,48
24324,56,8,48
24331,56,8,48
24335,56,8,48
24341,56,8,48
24345,56,8,48
24350,56,8,48
24355,56,8,48
24360,56,8,48
24365,56,8,48
24372,56,8,48
24377,56,8,48
