Generation,Time,All,Acceptable,Unacceptable
1st, 10 minutes 1 seconds,0,0,0
2nd, 18 minutes 58 seconds,0,0,0
3rd, 1 hours 22 minutes 33 seconds,0,0,0
4th, 2 hours 16 minutes 29 seconds,1,1,0
5th, 3 hours 5 minutes 13 seconds,0,0,0
6th, 3 hours 51 minutes 51 seconds,1,0,1
7th, 4 hours 49 minutes 9 seconds,1,0,1
8th, 5 hours 58 minutes 15 seconds,1,0,1
9th, 7 hours 13 minutes 30 seconds,1,0,1
10th, 8 hours 29 minutes 4 seconds,2,0,2
11th, 9 hours 47 minutes 27 seconds,0,0,0
12th, 11 hours 1 minutes 36 seconds,1,0,1
13th, 12 hours 28 minutes 45 seconds,1,0,1
14th, 13 hours 59 minutes 26 seconds,0,0,0
15th, 15 hours 20 minutes 20 seconds,1,0,1
16th, 16 hours 48 minutes 5 seconds,1,0,1
17th, 18 hours 31 minutes 44 seconds,1,0,1
18th, 20 hours 10 minutes 15 seconds,4,0,4
19th, 21 hours 53 minutes 5 seconds,2,0,2
20th, 23 hours 26 minutes 53 seconds,3,0,3
21st, 25 hours 6 minutes 17 seconds,1,0,1
