Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
441,1,1,0
461,1,1,0
463,2,2,0
478,3,3,0
501,4,4,0
514,4,4,0
541,5,5,0
542,5,5,0
580,5,5,0
601,5,5,0
1096,5,5,0
1138,5,5,0
1141,7,6,1
1171,8,6,2
1361,9,6,3
1460,10,6,4
1472,10,6,4
1544,10,6,4
1860,11,6,5
3888,11,6,5
4194,13,8,5
4330,13,8,5
4953,13,8,5
5006,15,8,7
5198,15,8,7
5362,15,8,7
5382,16,8,8
6061,16,8,8
6699,16,8,8
7090,17,8,9
7251,17,8,9
7794,17,8,9
7875,18,8,10
8189,19,9,10
8470,19,9,10
8490,19,9,10
8868,19,9,10
9403,20,9,11
9578,21,9,12
9603,25,9,16
9799,25,9,16
10209,27,10,17
10994,27,10,17
11113,27,10,17
11782,27,10,17
11815,29,10,19
12018,32,10,22
12083,33,10,23
12688,33,10,23
12720,33,10,23
12747,33,10,23
13550,34,11,23
13911,35,11,24
14830,35,11,24
14883,36,12,24
15017,36,12,24
15274,41,12,29
15947,42,12,30
15951,42,12,30
16163,42,12,30
16297,42,12,30
16797,44,12,32
17349,45,12,33
17996,45,12,33
18421,46,12,34
18797,47,12,35
19103,48,12,36
19911,51,12,39
20177,51,12,39
20353,51,12,39
20488,51,12,39
20506,52,12,40
21345,55,12,43
21495,56,12,44
21994,56,12,44
22798,57,12,45
23606,57,12,45
23856,59,12,47
24208,59,12,47
24825,63,12,51
24864,63,12,51
24870,65,12,53
25080,65,12,53
26010,66,12,54
27144,67,12,55
27316,68,12,56
28414,69,12,57
28684,70,12,58
28821,70,12,58
28915,73,13,60
28967,73,13,60
29937,74,13,61
29959,74,13,61
30544,76,13,63
31934,77,13,64
32231,79,13,66
33022,81,13,68
33406,83,13,70
33514,86,13,73
33607,88,13,75
33801,91,14,77
34716,91,14,77
34835,92,14,78
35247,92,14,78
36246,94,14,80
37013,95,14,81
37612,96,14,82
37683,98,14,84
38281,98,14,84
38774,99,14,85
38783,100,14,86
39696,101,14,87
39778,102,14,88
40516,103,15,88
40595,103,15,88
41839,104,15,89
42474,108,15,93
42697,108,15,93
43221,109,15,94
43871,109,15,94
43985,109,15,94
44925,110,15,95
45643,110,15,95
45827,110,15,95
46302,113,16,97
46659,113,16,97
47683,115,16,99
47785,117,17,100
48660,119,18,101
49023,120,18,102
50355,120,18,102
50366,120,18,102
51002,122,18,104
51148,124,18,106
51863,125,18,107
52193,126,18,108
53031,129,18,111
53376,132,18,114
54496,135,18,117
54560,136,18,118
55220,137,18,119
56365,137,18,119
56716,139,18,121
57024,139,18,121
57377,140,19,121
57616,141,19,122
58854,146,19,127
58858,148,19,129
60485,149,19,130
60537,150,19,131
60913,151,19,132
62145,151,19,132
62525,152,19,133
62699,152,19,133
62746,152,19,133
63005,152,19,133
64543,153,19,134
64595,156,19,137
66344,157,19,138
66704,158,19,139
67024,158,19,139
67216,158,19,139
68036,158,19,139
68117,159,19,140
68126,159,19,140
68564,159,19,140
70133,162,19,143
70432,168,19,149
72218,169,19,150
72615,173,19,154
72829,175,19,156
73249,176,19,157
73551,179,19,160
74040,182,20,162
74227,182,20,162
74354,182,20,162
75510,185,20,165
75606,185,20,165
77475,186,20,166
78785,188,20,168
78995,189,21,168
79281,191,22,169
80079,194,22,172
80148,194,22,172
80262,198,22,176
80669,198,22,176
81118,199,22,177
81193,201,22,179
83030,205,22,183
84413,208,22,186
84706,209,22,187
85918,212,22,190
86106,214,22,192
86165,217,22,195
86506,217,22,195
86726,218,22,196
86906,219,22,197
87801,220,22,198
88396,224,22,202
90377,225,22,203
91291,225,22,203
91952,226,22,204
91955,230,22,208
92536,232,22,210
