Generation,Time,All,Acceptable,Unacceptable
1st, 7 minutes 41 seconds,0,0,0
2nd, 19 minutes 1 seconds,1,1,0
3rd, 1 hours 26 minutes 38 seconds,0,0,0
4th, 2 hours 9 minutes 54 seconds,0,0,0
5th, 2 hours 50 minutes 9 seconds,2,1,1
6th, 3 hours 45 minutes 50 seconds,1,1,0
7th, 4 hours 39 minutes 57 seconds,2,0,2
8th, 5 hours 41 minutes 28 seconds,0,0,0
9th, 6 hours 54 minutes 30 seconds,2,0,2
10th, 8 hours 19 minutes 19 seconds,0,0,0
11th, 9 hours 40 minutes 35 seconds,1,0,1
12th, 11 hours 15 minutes 16 seconds,1,1,0
13th, 12 hours 43 minutes 47 seconds,0,0,0
14th, 14 hours 12 minutes 28 seconds,2,0,2
15th, 16 hours 16 seconds,1,0,1
16th, 17 hours 24 minutes 59 seconds,0,0,0
17th, 18 hours 55 minutes 17 seconds,1,0,1
18th, 20 hours 25 minutes 51 seconds,3,0,3
19th, 22 hours 14 minutes 39 seconds,3,0,3
20th, 24 hours 1 minutes 46 seconds,0,0,0
