Generation,Time,All,Acceptable,Unacceptable
1st, 14 seconds,0,0,0
2nd, 30 seconds,0,0,0
3rd, 1 minutes 13 seconds,1,0,1
4th, 1 minutes 44 seconds,0,0,0
5th, 2 minutes 13 seconds,0,0,0
6th, 2 minutes 51 seconds,1,0,1
7th, 3 minutes 24 seconds,0,0,0
8th, 3 minutes 59 seconds,1,0,1
9th, 4 minutes 42 seconds,0,0,0
10th, 5 minutes 30 seconds,1,1,0
11th, 6 minutes 21 seconds,1,0,1
12th, 7 minutes 10 seconds,3,0,3
13th, 8 minutes 10 seconds,1,0,1
14th, 9 minutes 7 seconds,1,0,1
15th, 10 minutes 3 seconds,0,0,0
16th, 11 minutes 0 seconds,0,0,0
17th, 11 minutes 58 seconds,3,1,2
18th, 13 minutes 0 seconds,3,0,3
19th, 13 minutes 53 seconds,2,0,2
20th, 14 minutes 45 seconds,0,0,0
21st, 15 minutes 38 seconds,2,0,2
22nd, 16 minutes 36 seconds,4,0,4
23rd, 17 minutes 31 seconds,0,0,0
24th, 18 minutes 22 seconds,0,0,0
25th, 19 minutes 32 seconds,2,0,2
26th, 20 minutes 39 seconds,2,0,2
27th, 21 minutes 34 seconds,1,0,1
28th, 22 minutes 31 seconds,2,0,2
29th, 23 minutes 21 seconds,1,0,1
30th, 24 minutes 8 seconds,2,0,2
31st, 25 minutes 8 seconds,1,0,1
32nd, 26 minutes 2 seconds,1,0,1
33rd, 27 minutes 3 seconds,4,0,4
34th, 28 minutes 8 seconds,1,0,1
35th, 29 minutes 14 seconds,3,0,3
36th, 30 minutes 0 seconds,3,0,3
37th, 30 minutes 47 seconds,3,0,3
38th, 31 minutes 39 seconds,0,0,0
39th, 32 minutes 27 seconds,0,0,0
40th, 33 minutes 20 seconds,1,0,1
41st, 34 minutes 19 seconds,1,0,1
42nd, 35 minutes 21 seconds,2,0,2
43rd, 36 minutes 18 seconds,2,0,2
44th, 37 minutes 21 seconds,0,0,0
45th, 38 minutes 11 seconds,0,0,0
46th, 38 minutes 53 seconds,1,0,1
47th, 39 minutes 45 seconds,1,0,1
48th, 40 minutes 35 seconds,2,0,2
49th, 41 minutes 29 seconds,2,0,2
50th, 42 minutes 25 seconds,2,0,2
51st, 43 minutes 31 seconds,1,0,1
52nd, 44 minutes 34 seconds,1,0,1
53rd, 45 minutes 18 seconds,2,0,2
54th, 46 minutes 3 seconds,3,0,3
55th, 46 minutes 50 seconds,0,0,0
56th, 47 minutes 36 seconds,0,0,0
57th, 48 minutes 19 seconds,0,0,0
58th, 49 minutes 6 seconds,0,0,0
59th, 50 minutes 2 seconds,2,0,2
60th, 50 minutes 58 seconds,0,0,0
61st, 51 minutes 47 seconds,0,0,0
62nd, 52 minutes 48 seconds,0,0,0
63rd, 53 minutes 48 seconds,0,0,0
64th, 54 minutes 37 seconds,0,0,0
65th, 55 minutes 26 seconds,0,0,0
66th, 56 minutes 15 seconds,0,0,0
67th, 57 minutes 3 seconds,0,0,0
68th, 57 minutes 55 seconds,1,0,1
69th, 58 minutes 42 seconds,0,0,0
70th, 59 minutes 37 seconds,1,0,1
71st, 1 hours 35 seconds,0,0,0
72nd, 1 hours 1 minutes 33 seconds,1,0,1
73rd, 1 hours 2 minutes 45 seconds,1,0,1
74th, 1 hours 3 minutes 32 seconds,0,0,0
75th, 1 hours 4 minutes 16 seconds,1,0,1
76th, 1 hours 4 minutes 59 seconds,0,0,0
77th, 1 hours 5 minutes 53 seconds,1,0,1
78th, 1 hours 6 minutes 42 seconds,0,0,0
79th, 1 hours 7 minutes 36 seconds,1,0,1
80th, 1 hours 8 minutes 23 seconds,1,0,1
81st, 1 hours 9 minutes 10 seconds,0,0,0
82nd, 1 hours 10 minutes 6 seconds,0,0,0
83rd, 1 hours 11 minutes 1 seconds,2,0,2
84th, 1 hours 11 minutes 57 seconds,5,0,5
85th, 1 hours 12 minutes 51 seconds,1,0,1
86th, 1 hours 13 minutes 36 seconds,0,0,0
87th, 1 hours 14 minutes 32 seconds,1,0,1
88th, 1 hours 15 minutes 23 seconds,3,0,3
89th, 1 hours 16 minutes 21 seconds,1,0,1
90th, 1 hours 17 minutes 26 seconds,3,0,3
91st, 1 hours 18 minutes 31 seconds,1,0,1
92nd, 1 hours 19 minutes 34 seconds,1,0,1
93rd, 1 hours 19 minutes 38 seconds,1,0,1
