Generation,Time,All,Acceptable,Unacceptable
1st, 10 seconds,0,0,0
2nd, 20 seconds,1,1,0
3rd, 40 seconds,2,0,2
4th, 1 minutes 7 seconds,3,1,2
5th, 1 minutes 38 seconds,2,0,2
6th, 2 minutes 8 seconds,4,1,3
7th, 2 minutes 39 seconds,6,1,5
8th, 3 minutes 11 seconds,2,0,2
9th, 3 minutes 47 seconds,5,0,5
10th, 4 minutes 26 seconds,4,0,4
11th, 5 minutes 20 seconds,7,0,7
12th, 6 minutes 17 seconds,4,0,4
13th, 7 minutes 17 seconds,2,0,2
14th, 8 minutes 24 seconds,6,0,6
15th, 9 minutes 13 seconds,5,0,5
16th, 9 minutes 59 seconds,4,0,4
17th, 10 minutes 48 seconds,3,0,3
18th, 11 minutes 36 seconds,6,0,6
19th, 12 minutes 23 seconds,1,0,1
20th, 13 minutes 6 seconds,1,0,1
21st, 14 minutes 2 seconds,3,0,3
22nd, 14 minutes 53 seconds,1,0,1
23rd, 16 minutes 2 seconds,4,0,4
24th, 16 minutes 48 seconds,2,0,2
25th, 17 minutes 35 seconds,3,0,3
26th, 18 minutes 26 seconds,3,0,3
27th, 19 minutes 18 seconds,3,0,3
28th, 20 minutes 22 seconds,6,0,6
29th, 21 minutes 10 seconds,7,0,7
