Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
9,0,0,0
10,0,0,0
11,0,0,0
14,0,0,0
17,0,0,0
20,1,1,0
21,1,1,0
23,1,1,0
25,1,1,0
28,1,1,0
29,1,1,0
30,1,1,0
37,1,1,0
40,3,1,2
44,6,1,5
45,7,2,5
51,8,2,6
52,8,2,6
64,11,3,8
67,14,4,10
73,15,4,11
74,19,5,14
75,22,5,17
76,27,6,21
80,27,6,21
84,29,6,23
90,31,6,25
94,32,6,26
98,34,6,28
103,34,6,28
104,34,6,28
105,37,7,30
106,38,7,31
117,39,7,32
123,40,8,32
126,41,8,33
127,42,8,34
128,46,9,37
132,51,10,41
133,51,10,41
135,53,10,43
136,53,10,43
150,53,10,43
152,57,12,45
154,62,14,48
158,65,15,50
159,71,16,55
161,73,16,57
166,75,16,59
167,78,17,61
171,79,17,62
181,83,17,66
182,83,17,66
185,84,18,66
188,93,22,71
191,95,22,73
194,96,22,74
196,98,22,76
197,98,22,76
201,100,22,78
204,100,22,78
209,104,22,82
210,104,22,82
217,108,22,86
219,111,22,89
227,116,22,94
228,117,22,95
230,118,22,96
238,119,22,97
239,120,22,98
242,121,22,99
243,121,22,99
249,126,24,102
255,127,25,102
256,131,26,105
261,134,26,108
266,138,26,112
268,141,28,113
275,141,28,113
282,141,28,113
283,144,29,115
285,144,29,115
286,145,29,116
289,145,29,116
294,148,29,119
306,148,29,119
307,149,29,120
313,151,29,122
320,162,29,133
324,166,30,136
330,168,31,137
334,171,31,140
336,171,31,140
343,172,31,141
350,176,31,145
353,178,31,147
355,179,31,148
361,184,31,153
375,189,33,156
377,193,33,160
381,194,33,161
390,195,33,162
391,195,33,162
393,196,33,163
395,198,33,165
403,202,33,169
414,203,33,170
415,205,33,172
421,206,33,173
430,209,33,176
437,212,33,179
442,212,33,179
444,213,33,180
453,214,33,181
459,216,33,183
461,217,33,184
470,217,33,184
474,219,33,186
490,223,34,189
493,223,34,189
504,229,34,195
506,230,34,196
509,231,34,197
511,234,34,200
520,234,34,200
531,234,34,200
534,236,34,202
537,237,34,203
547,238,34,204
553,243,34,209
554,244,34,210
557,247,34,213
558,250,34,216
565,251,34,217
566,256,34,222
578,256,34,222
586,257,34,223
592,257,34,223
599,261,34,227
600,262,34,228
603,262,34,228
609,263,34,229
614,264,34,230
619,264,34,230
621,264,34,230
627,266,34,232
634,268,34,234
638,268,34,234
641,271,34,237
648,274,34,240
660,275,34,241
662,277,34,243
666,278,35,243
670,279,35,244
675,279,35,244
682,279,35,244
694,283,35,248
696,289,35,254
697,289,35,254
710,292,35,257
715,294,35,259
718,297,36,261
723,300,36,264
728,301,36,265
740,301,36,265
743,302,36,266
744,304,36,268
747,306,37,269
757,307,37,270
763,308,37,271
765,309,37,272
767,313,37,276
780,316,37,279
783,316,37,279
784,318,37,281
786,319,37,282
790,323,37,286
805,327,38,289
808,330,38,292
813,332,38,294
816,333,38,295
827,334,38,296
833,336,38,298
842,339,38,301
844,341,38,303
849,345,39,306
855,345,39,306
856,347,39,308
862,349,39,310
867,353,39,314
876,353,39,314
878,353,39,314
885,353,39,314
893,354,39,315
897,356,39,317
900,357,39,318
901,357,39,318
905,358,39,319
920,358,39,319
921,359,39,320
