Generation,Time,All,Acceptable,Unacceptable
1st, 15 seconds,3,3,0
2nd, 26 seconds,1,1,0
3rd, 40 seconds,2,2,0
4th, 56 seconds,2,2,0
5th, 1 minutes 15 seconds,0,0,0
6th, 1 minutes 35 seconds,0,0,0
7th, 1 minutes 54 seconds,1,1,0
8th, 2 minutes 16 seconds,0,0,0
9th, 2 minutes 38 seconds,1,1,0
10th, 3 minutes 3 seconds,3,3,0
11th, 3 minutes 29 seconds,4,0,4
12th, 3 minutes 56 seconds,1,0,1
13th, 4 minutes 25 seconds,1,0,1
14th, 4 minutes 54 seconds,2,0,2
15th, 5 minutes 19 seconds,3,0,3
16th, 5 minutes 49 seconds,1,0,1
17th, 6 minutes 16 seconds,0,0,0
18th, 6 minutes 47 seconds,2,0,2
19th, 7 minutes 13 seconds,0,0,0
20th, 7 minutes 41 seconds,0,0,0
21st, 8 minutes 14 seconds,1,0,1
22nd, 8 minutes 41 seconds,0,0,0
23rd, 9 minutes 7 seconds,0,0,0
24th, 9 minutes 37 seconds,1,0,1
25th, 10 minutes 7 seconds,1,0,1
26th, 10 minutes 38 seconds,7,0,7
27th, 11 minutes 8 seconds,2,1,1
28th, 11 minutes 40 seconds,4,0,4
29th, 12 minutes 10 seconds,9,2,7
30th, 12 minutes 39 seconds,9,2,7
31st, 13 minutes 9 seconds,6,2,4
32nd, 13 minutes 41 seconds,5,1,4
33rd, 14 minutes 13 seconds,5,4,1
34th, 14 minutes 43 seconds,10,4,6
35th, 15 minutes 13 seconds,4,1,3
36th, 15 minutes 50 seconds,3,2,1
37th, 19 minutes 24 seconds,2,1,1
38th, 19 minutes 55 seconds,4,3,1
