Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
15,5,5,0
16,7,7,0
17,8,8,0
18,13,13,0
19,16,16,0
26,20,20,0
27,26,26,0
28,28,28,0
30,28,28,0
32,30,30,0
40,32,32,0
42,39,33,6
43,43,37,6
44,43,37,6
47,43,37,6
51,47,40,7
56,49,42,7
59,51,44,7
63,51,44,7
65,51,44,7
70,58,50,8
75,58,50,8
80,58,50,8
84,58,50,8
86,61,52,9
95,61,52,9
107,61,52,9
109,63,54,9
113,63,54,9
114,64,55,9
131,70,55,15
135,73,55,18
136,73,55,18
137,73,55,18
155,73,55,18
158,74,56,18
160,74,56,18
164,78,57,21
180,78,57,21
183,81,60,21
184,81,60,21
192,81,60,21
202,81,60,21
206,81,60,21
209,86,61,25
220,87,62,25
221,87,62,25
222,89,63,26
227,89,63,26
236,90,63,27
241,95,64,31
242,95,64,31
244,95,64,31
249,96,65,31
257,96,65,31
258,99,65,34
262,101,65,36
264,102,65,37
265,103,65,38
271,103,65,38
274,120,80,40
278,120,80,40
280,120,80,40
284,120,80,40
285,120,80,40
294,122,80,42
297,136,92,44
299,136,92,44
309,137,92,45
310,137,92,45
315,140,92,48
319,143,92,51
320,146,92,54
322,147,93,54
332,147,93,54
333,148,93,55
339,149,94,55
342,153,96,57
344,154,96,58
349,155,96,59
358,155,96,59
360,157,96,61
368,160,97,63
372,161,97,64
376,161,97,64
392,163,97,66
396,164,97,67
403,164,97,67
404,165,97,68
407,167,97,70
423,170,100,70
433,170,100,70
438,171,101,70
441,175,105,70
451,175,105,70
461,175,105,70
464,175,105,70
474,175,105,70
487,179,109,70
488,181,109,72
494,182,109,73
509,183,109,74
511,188,113,75
518,191,113,78
521,191,113,78
540,191,113,78
543,191,113,78
547,191,113,78
548,193,113,80
563,193,113,80
564,193,113,80
576,197,116,81
577,198,116,82
582,199,116,83
592,199,116,83
601,199,116,83
602,202,116,86
604,202,116,86
607,203,116,87
612,205,116,89
617,205,116,89
620,207,118,89
628,208,119,89
638,215,119,96
642,215,119,96
646,217,119,98
653,217,119,98
668,219,120,99
672,219,120,99
683,219,120,99
700,223,120,103
701,223,120,103
708,223,120,103
727,223,120,103
730,232,122,110
738,233,122,111
758,234,122,112
759,243,124,119
768,243,124,119
775,243,124,119
789,249,126,123
791,249,126,123
797,249,126,123
803,252,129,123
821,257,130,127
823,258,130,128
825,258,130,128
826,258,130,128
827,259,130,129
835,259,130,129
851,260,131,129
852,260,131,129
853,265,135,130
875,266,136,130
881,266,136,130
883,276,140,136
898,277,140,137
908,277,140,137
913,281,141,140
936,281,141,140
938,281,141,140
950,284,143,141
968,284,143,141
979,289,143,146
993,292,143,149
999,292,143,149
1027,292,143,149
1035,296,143,153
1055,296,143,153
1070,301,147,154
1088,301,147,154
1108,301,147,154
1114,301,147,154
1143,301,147,154
1164,303,148,155
1187,303,148,155
1195,307,151,156
1215,307,151,156
1220,308,152,156
1222,308,152,156
1226,308,152,156
1245,308,152,156
1258,309,152,157
1259,309,152,157
1275,309,152,157
1288,310,152,158
1295,310,152,158
1305,311,152,159
1320,312,152,160
1334,315,154,161
1336,315,154,161
1351,315,154,161
1353,317,154,163
1370,319,154,165
1383,319,154,165
1384,319,154,165
1407,321,155,166
1413,321,155,166
1443,329,159,170
1444,329,159,170
1476,329,159,170
1482,329,159,170
1493,329,159,170
1506,329,159,170
1520,334,159,175
1538,334,159,175
1548,334,159,175
1558,339,161,178
1566,339,161,178
1569,339,161,178
1598,340,161,179
1599,341,161,180
1602,341,161,180
1615,343,163,180
1630,343,163,180
1634,343,163,180
1637,343,163,180
1642,347,166,181
1656,347,166,181
1666,350,166,184
1676,350,166,184
1677,350,166,184
1699,352,167,185
1707,354,168,186
1716,354,168,186
1723,356,168,188
