Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
3,1,1,0
4,1,1,0
5,1,1,0
6,4,4,0
7,7,7,0
10,9,9,0
11,10,10,0
12,10,10,0
15,11,11,0
16,11,11,0
17,13,12,1
18,14,13,1
21,14,13,1
22,15,14,1
23,16,15,1
25,16,15,1
27,18,15,3
28,21,18,3
29,23,20,3
30,24,20,4
33,25,20,5
34,25,20,5
35,27,21,6
36,27,21,6
38,28,22,6
39,28,22,6
40,28,22,6
41,30,22,8
42,30,22,8
43,34,23,11
44,34,23,11
45,34,23,11
47,34,23,11
48,37,25,12
49,38,26,12
50,38,26,12
51,39,26,13
52,39,26,13
53,40,27,13
54,40,27,13
55,44,30,14
56,46,31,15
57,46,31,15
58,46,31,15
59,46,31,15
60,46,31,15
61,46,31,15
62,49,33,16
63,49,33,16
64,50,33,17
65,50,33,17
66,50,33,17
68,50,33,17
69,54,35,19
70,54,35,19
71,55,36,19
72,55,36,19
73,55,36,19
75,56,36,20
76,59,39,20
78,59,39,20
80,61,39,22
81,62,40,22
82,62,40,22
84,62,40,22
85,62,40,22
86,62,40,22
88,63,40,23
89,64,41,23
90,65,42,23
91,65,42,23
92,66,42,24
93,67,42,25
94,67,42,25
95,67,42,25
96,67,42,25
97,70,43,27
98,71,44,27
100,71,44,27
101,73,44,29
102,73,44,29
104,73,44,29
105,73,44,29
106,73,44,29
107,73,44,29
108,77,44,33
110,77,44,33
111,79,45,34
112,79,45,34
113,79,45,34
114,79,45,34
115,79,45,34
117,79,45,34
118,79,45,34
119,80,46,34
120,80,46,34
122,81,46,35
123,81,46,35
124,81,46,35
126,81,46,35
127,83,46,37
128,83,46,37
130,84,46,38
131,84,46,38
132,84,46,38
133,84,46,38
134,85,47,38
135,85,47,38
136,85,47,38
138,85,47,38
139,86,47,39
140,86,47,39
141,87,47,40
143,88,48,40
144,89,49,40
145,89,49,40
146,89,49,40
147,90,49,41
148,92,49,43
150,92,49,43
151,92,49,43
152,92,49,43
153,92,49,43
155,93,49,44
156,94,49,45
157,94,49,45
159,94,49,45
160,96,51,45
162,97,52,45
163,98,53,45
164,99,54,45
165,99,54,45
167,100,55,45
168,100,55,45
169,100,55,45
171,100,55,45
173,100,55,45
175,102,55,47
179,104,57,47
180,104,57,47
182,106,57,49
183,106,57,49
187,106,57,49
188,106,57,49
189,106,57,49
190,106,57,49
192,107,57,50
195,107,57,50
196,107,57,50
198,107,57,50
202,107,57,50
203,107,57,50
206,108,57,51
207,108,57,51
211,111,57,54
214,111,57,54
215,111,57,54
216,111,57,54
219,112,58,54
221,112,58,54
222,112,58,54
226,113,58,55
228,113,58,55
229,113,58,55
230,113,58,55
231,115,58,57
234,117,58,59
236,117,58,59
238,118,58,60
239,118,58,60
245,118,58,60
246,118,58,60
248,118,58,60
253,118,58,60
254,118,58,60
256,118,58,60
257,118,58,60
262,118,58,60
264,118,58,60
265,118,58,60
270,118,58,60
272,119,58,61
274,119,58,61
280,119,58,61
281,119,58,61
283,119,58,61
288,119,58,61
290,120,58,62
296,120,58,62
299,120,58,62
307,120,58,62
317,120,58,62
325,120,58,62
334,120,58,62
343,120,58,62
357,120,58,62
366,120,58,62
374,120,58,62
383,120,58,62
385,121,58,63
392,121,58,63
401,121,58,63
410,121,58,63
419,121,58,63
424,122,58,64
428,123,59,64
433,123,59,64
436,123,59,64
443,123,59,64
445,123,59,64
452,125,60,65
453,125,60,65
458,128,62,66
461,128,62,66
463,128,62,66
467,133,67,66
471,133,67,66
474,134,67,67
479,135,67,68
480,135,67,68
481,135,67,68
486,135,67,68
488,136,68,68
494,136,68,68
495,136,68,68
496,136,68,68
497,136,68,68
502,136,68,68
505,136,68,68
506,136,68,68
510,136,68,68
514,136,68,68
515,136,68,68
518,136,68,68
523,136,68,68
524,136,68,68
525,136,68,68
532,137,68,69
533,139,68,71
540,139,68,71
541,139,68,71
543,139,68,71
548,139,68,71
549,139,68,71
550,139,68,71
553,139,68,71
557,140,68,72
559,140,68,72
560,140,68,72
562,140,68,72
566,142,68,74
570,143,68,75
571,143,68,75
572,143,68,75
574,143,68,75
579,143,68,75
582,145,68,77
583,145,68,77
586,146,68,78
589,146,68,78
591,147,68,79
594,147,68,79
599,148,68,80
600,149,68,81
601,149,68,81
602,151,68,83
609,153,68,85
612,153,68,85
617,153,68,85
619,153,68,85
621,153,68,85
626,153,68,85
629,153,68,85
631,153,68,85
634,153,68,85
640,153,68,85
642,153,68,85
643,153,68,85
649,154,68,86
651,155,68,87
657,156,68,88
660,156,68,88
661,156,68,88
668,156,68,88
669,156,68,88
672,156,68,88
677,156,68,88
678,156,68,88
681,156,68,88
687,158,68,90
692,158,68,90
693,158,68,90
697,158,68,90
698,158,68,90
701,158,68,90
702,158,68,90
707,158,68,90
710,158,68,90
712,158,68,90
718,158,68,90
719,158,68,90
720,158,68,90
722,158,68,90
727,160,68,92
729,160,68,92
730,160,68,92
731,160,68,92
732,160,68,92
736,160,68,92
737,162,68,94
738,162,68,94
740,163,68,95
741,163,68,95
742,163,68,95
744,163,68,95
747,165,68,97
748,165,68,97
751,167,68,99
752,167,68,99
757,170,68,102
762,170,68,102
767,170,68,102
768,173,68,105
773,175,68,107
776,175,68,107
779,176,68,108
782,176,68,108
785,176,68,108
789,176,68,108
791,176,68,108
792,176,68,108
795,176,68,108
802,176,68,108
803,176,68,108
806,176,68,108
813,176,68,108
814,176,68,108
815,176,68,108
823,178,68,110
824,180,68,112
825,180,68,112
835,180,68,112
836,180,68,112
837,180,68,112
844,180,68,112
846,180,68,112
848,181,68,113
855,181,68,113
857,181,68,113
858,181,68,113
862,181,68,113
865,181,68,113
870,181,68,113
875,181,68,113
876,182,68,114
880,182,68,114
886,182,68,114
887,182,68,114
892,182,68,114
896,182,68,114
900,182,68,114
902,182,68,114
907,182,68,114
913,182,68,114
914,182,68,114
919,182,68,114
924,182,68,114
925,182,68,114
930,183,68,115
932,183,68,115
935,185,68,117
938,185,68,117
941,186,68,118
942,186,68,118
947,186,68,118
950,186,68,118
951,190,68,122
952,190,68,122
954,190,68,122
958,191,68,123
959,191,68,123
961,191,68,123
965,191,68,123
966,191,68,123
967,191,68,123
971,192,68,124
973,192,68,124
975,192,68,124
976,192,68,124
977,192,68,124
978,192,68,124
981,192,68,124
982,192,68,124
984,192,68,124
988,193,68,125
991,193,68,125
992,194,68,126
993,194,68,126
994,195,68,127
1000,195,68,127
1001,196,68,128
1003,196,68,128
1004,196,68,128
