Generation,Time,All,Acceptable,Unacceptable
1st, 4 seconds,0,0,0
2nd, 10 seconds,1,1,0
3rd, 17 seconds,0,0,0
4th, 23 seconds,1,1,0
5th, 28 seconds,1,1,0
6th, 34 seconds,0,0,0
7th, 40 seconds,0,0,0
8th, 47 seconds,0,0,0
9th, 53 seconds,1,1,0
10th, 59 seconds,0,0,0
11th, 1 minutes 5 seconds,0,0,0
12th, 1 minutes 11 seconds,1,1,0
13th, 1 minutes 18 seconds,0,0,0
14th, 1 minutes 25 seconds,0,0,0
15th, 1 minutes 32 seconds,0,0,0
16th, 1 minutes 40 seconds,0,0,0
17th, 1 minutes 48 seconds,2,0,2
18th, 1 minutes 57 seconds,0,0,0
19th, 2 minutes 4 seconds,0,0,0
20th, 2 minutes 13 seconds,0,0,0
21st, 2 minutes 20 seconds,0,0,0
22nd, 2 minutes 28 seconds,2,0,2
23rd, 2 minutes 36 seconds,1,0,1
24th, 2 minutes 44 seconds,1,1,0
25th, 2 minutes 51 seconds,0,0,0
26th, 3 minutes 0 seconds,0,0,0
27th, 9 minutes 8 seconds,0,0,0
28th, 12 minutes 16 seconds,0,0,0
29th, 12 minutes 24 seconds,0,0,0
30th, 12 minutes 31 seconds,0,0,0
31st, 15 minutes 41 seconds,0,0,0
32nd, 15 minutes 50 seconds,0,0,0
33rd, 15 minutes 58 seconds,1,0,1
34th, 16 minutes 7 seconds,0,0,0
35th, 16 minutes 15 seconds,0,0,0
36th, 16 minutes 24 seconds,0,0,0
37th, 16 minutes 32 seconds,1,0,1
38th, 16 minutes 40 seconds,0,0,0
39th, 16 minutes 49 seconds,0,0,0
40th, 16 minutes 57 seconds,2,1,1
41st, 17 minutes 5 seconds,3,0,3
42nd, 17 minutes 14 seconds,3,2,1
43rd, 17 minutes 22 seconds,0,0,0
44th, 20 minutes 31 seconds,0,0,0
45th, 20 minutes 39 seconds,3,1,2
46th, 20 minutes 46 seconds,2,1,1
47th, 20 minutes 54 seconds,0,0,0
48th, 24 minutes 1 seconds,1,1,0
49th, 24 minutes 9 seconds,0,0,0
50th, 24 minutes 17 seconds,3,2,1
51st, 24 minutes 26 seconds,0,0,0
52nd, 24 minutes 36 seconds,0,0,0
53rd, 24 minutes 45 seconds,0,0,0
54th, 24 minutes 55 seconds,0,0,0
55th, 25 minutes 4 seconds,0,0,0
56th, 25 minutes 13 seconds,0,0,0
57th, 25 minutes 22 seconds,0,0,0
58th, 25 minutes 31 seconds,1,0,1
59th, 25 minutes 40 seconds,0,0,0
60th, 25 minutes 51 seconds,3,0,3
61st, 26 minutes 1 seconds,2,0,2
62nd, 26 minutes 11 seconds,0,0,0
63rd, 26 minutes 21 seconds,0,0,0
64th, 26 minutes 32 seconds,0,0,0
65th, 26 minutes 42 seconds,0,0,0
66th, 26 minutes 52 seconds,0,0,0
67th, 30 minutes 3 seconds,0,0,0
68th, 30 minutes 12 seconds,0,0,0
69th, 33 minutes 23 seconds,0,0,0
70th, 33 minutes 31 seconds,0,0,0
71st, 33 minutes 41 seconds,0,0,0
72nd, 33 minutes 52 seconds,0,0,0
73rd, 34 minutes 1 seconds,0,0,0
74th, 34 minutes 12 seconds,0,0,0
75th, 37 minutes 21 seconds,1,1,0
76th, 43 minutes 34 seconds,1,1,0
77th, 46 minutes 47 seconds,0,0,0
78th, 47 minutes 0 seconds,1,0,1
79th, 53 minutes 14 seconds,0,0,0
80th, 56 minutes 27 seconds,0,0,0
81st, 56 minutes 40 seconds,0,0,0
82nd, 56 minutes 51 seconds,1,0,1
83rd, 57 minutes 2 seconds,0,0,0
84th, 1 hours 15 seconds,0,0,0
85th, 1 hours 3 minutes 26 seconds,1,0,1
86th, 1 hours 6 minutes 38 seconds,0,0,0
87th, 1 hours 6 minutes 51 seconds,0,0,0
88th, 1 hours 19 minutes 4 seconds,0,0,0
89th, 1 hours 25 minutes 17 seconds,0,0,0
90th, 1 hours 28 minutes 29 seconds,0,0,0
91st, 1 hours 28 minutes 42 seconds,0,0,0
92nd, 1 hours 28 minutes 54 seconds,0,0,0
93rd, 1 hours 29 minutes 5 seconds,0,0,0
94th, 1 hours 29 minutes 17 seconds,0,0,0
95th, 1 hours 29 minutes 28 seconds,0,0,0
96th, 1 hours 29 minutes 39 seconds,0,0,0
97th, 1 hours 29 minutes 51 seconds,0,0,0
98th, 1 hours 30 minutes 3 seconds,0,0,0
99th, 1 hours 30 minutes 15 seconds,0,0,0
100th, 1 hours 30 minutes 27 seconds,0,0,0
101st, 1 hours 30 minutes 39 seconds,0,0,0
102nd, 1 hours 30 minutes 51 seconds,0,0,0
103rd, 1 hours 31 minutes 3 seconds,0,0,0
104th, 1 hours 31 minutes 17 seconds,0,0,0
105th, 1 hours 31 minutes 30 seconds,0,0,0
106th, 1 hours 31 minutes 42 seconds,0,0,0
107th, 1 hours 31 minutes 55 seconds,0,0,0
108th, 1 hours 32 minutes 7 seconds,0,0,0
109th, 1 hours 32 minutes 20 seconds,0,0,0
110th, 1 hours 32 minutes 34 seconds,0,0,0
111th, 1 hours 32 minutes 47 seconds,0,0,0
112th, 1 hours 33 minutes 1 seconds,0,0,0
113th, 1 hours 33 minutes 15 seconds,0,0,0
114th, 1 hours 33 minutes 29 seconds,1,0,1
115th, 1 hours 33 minutes 45 seconds,0,0,0
116th, 1 hours 33 minutes 59 seconds,0,0,0
117th, 1 hours 34 minutes 13 seconds,0,0,0
118th, 1 hours 34 minutes 28 seconds,0,0,0
119th, 1 hours 34 minutes 42 seconds,1,0,1
120th, 1 hours 34 minutes 59 seconds,0,0,0
121st, 1 hours 35 minutes 14 seconds,0,0,0
122nd, 1 hours 35 minutes 29 seconds,0,0,0
123rd, 1 hours 35 minutes 45 seconds,0,0,0
124th, 1 hours 36 minutes 1 seconds,1,0,1
125th, 1 hours 36 minutes 16 seconds,1,0,1
126th, 1 hours 36 minutes 32 seconds,0,0,0
127th, 1 hours 36 minutes 48 seconds,1,0,1
