Generation,Time,All,Acceptable,Unacceptable
1st, 6 seconds,1,1,0
2nd, 12 seconds,0,0,0
3rd, 17 seconds,1,0,1
4th, 22 seconds,0,0,0
5th, 28 seconds,1,1,0
6th, 35 seconds,2,1,1
7th, 43 seconds,4,1,3
8th, 51 seconds,1,0,1
9th, 1 minutes 0 seconds,0,0,0
10th, 1 minutes 11 seconds,0,0,0
11th, 1 minutes 18 seconds,0,0,0
12th, 1 minutes 26 seconds,0,0,0
13th, 1 minutes 33 seconds,1,0,1
14th, 1 minutes 41 seconds,2,0,2
15th, 1 minutes 48 seconds,2,0,2
16th, 10 minutes 57 seconds,1,0,1
17th, 38 minutes 6 seconds,0,0,0
18th, 41 minutes 13 seconds,1,0,1
19th, 44 minutes 20 seconds,0,0,0
20th, 44 minutes 28 seconds,0,0,0
21st, 47 minutes 35 seconds,0,0,0
22nd, 47 minutes 44 seconds,0,0,0
23rd, 47 minutes 52 seconds,0,0,0
24th, 48 minutes 1 seconds,0,0,0
25th, 48 minutes 10 seconds,0,0,0
26th, 48 minutes 19 seconds,0,0,0
27th, 48 minutes 27 seconds,0,0,0
28th, 48 minutes 36 seconds,0,0,0
29th, 48 minutes 45 seconds,0,0,0
30th, 48 minutes 54 seconds,1,0,1
31st, 49 minutes 3 seconds,1,0,1
32nd, 49 minutes 11 seconds,0,0,0
33rd, 49 minutes 20 seconds,1,0,1
34th, 49 minutes 29 seconds,3,0,3
35th, 49 minutes 38 seconds,3,0,3
36th, 49 minutes 47 seconds,1,0,1
37th, 52 minutes 56 seconds,1,0,1
38th, 53 minutes 6 seconds,4,0,4
39th, 53 minutes 14 seconds,1,0,1
40th, 53 minutes 23 seconds,0,0,0
41st, 53 minutes 31 seconds,0,0,0
42nd, 53 minutes 41 seconds,0,0,0
43rd, 53 minutes 50 seconds,0,0,0
44th, 53 minutes 58 seconds,0,0,0
45th, 54 minutes 8 seconds,0,0,0
46th, 54 minutes 16 seconds,1,0,1
47th, 54 minutes 25 seconds,1,0,1
48th, 54 minutes 35 seconds,1,0,1
49th, 54 minutes 44 seconds,2,0,2
50th, 54 minutes 54 seconds,0,0,0
51st, 55 minutes 3 seconds,1,0,1
52nd, 55 minutes 13 seconds,1,0,1
53rd, 55 minutes 22 seconds,1,0,1
54th, 55 minutes 31 seconds,1,0,1
55th, 55 minutes 41 seconds,0,0,0
56th, 55 minutes 50 seconds,1,0,1
57th, 56 minutes 1 seconds,0,0,0
58th, 56 minutes 10 seconds,0,0,0
59th, 56 minutes 20 seconds,0,0,0
60th, 56 minutes 31 seconds,0,0,0
61st, 56 minutes 41 seconds,0,0,0
62nd, 56 minutes 52 seconds,2,0,2
63rd, 57 minutes 2 seconds,0,0,0
64th, 57 minutes 13 seconds,0,0,0
65th, 57 minutes 22 seconds,0,0,0
66th, 57 minutes 34 seconds,0,0,0
67th, 57 minutes 45 seconds,2,0,2
68th, 57 minutes 56 seconds,0,0,0
69th, 58 minutes 8 seconds,0,0,0
70th, 58 minutes 18 seconds,0,0,0
71st, 58 minutes 31 seconds,0,0,0
72nd, 58 minutes 41 seconds,0,0,0
73rd, 58 minutes 53 seconds,0,0,0
74th, 59 minutes 3 seconds,0,0,0
75th, 59 minutes 14 seconds,0,0,0
76th, 59 minutes 26 seconds,0,0,0
77th, 59 minutes 37 seconds,3,0,3
78th, 59 minutes 49 seconds,0,0,0
79th, 1 hours 2 minutes 59 seconds,0,0,0
80th, 1 hours 3 minutes 10 seconds,0,0,0
81st, 1 hours 3 minutes 20 seconds,0,0,0
82nd, 1 hours 3 minutes 31 seconds,0,0,0
83rd, 1 hours 6 minutes 43 seconds,0,0,0
84th, 1 hours 9 minutes 53 seconds,0,0,0
85th, 1 hours 10 minutes 6 seconds,0,0,0
86th, 1 hours 10 minutes 17 seconds,0,0,0
87th, 1 hours 10 minutes 29 seconds,0,0,0
88th, 1 hours 10 minutes 41 seconds,1,0,1
89th, 1 hours 10 minutes 53 seconds,0,0,0
90th, 1 hours 11 minutes 5 seconds,0,0,0
91st, 1 hours 11 minutes 18 seconds,0,0,0
92nd, 1 hours 11 minutes 31 seconds,0,0,0
93rd, 1 hours 11 minutes 45 seconds,0,0,0
94th, 1 hours 11 minutes 56 seconds,0,0,0
95th, 1 hours 12 minutes 10 seconds,0,0,0
96th, 1 hours 12 minutes 23 seconds,1,0,1
97th, 1 hours 12 minutes 38 seconds,0,0,0
98th, 1 hours 12 minutes 50 seconds,0,0,0
99th, 1 hours 13 minutes 3 seconds,0,0,0
100th, 1 hours 13 minutes 16 seconds,1,0,1
101st, 1 hours 13 minutes 29 seconds,0,0,0
102nd, 1 hours 13 minutes 41 seconds,0,0,0
103rd, 1 hours 13 minutes 54 seconds,0,0,0
104th, 1 hours 17 minutes 7 seconds,0,0,0
105th, 1 hours 17 minutes 20 seconds,0,0,0
106th, 1 hours 17 minutes 32 seconds,1,0,1
107th, 1 hours 17 minutes 45 seconds,0,0,0
108th, 1 hours 17 minutes 58 seconds,0,0,0
109th, 1 hours 18 minutes 12 seconds,0,0,0
110th, 1 hours 18 minutes 24 seconds,2,0,2
111th, 1 hours 18 minutes 37 seconds,0,0,0
112th, 1 hours 18 minutes 49 seconds,0,0,0
113th, 1 hours 19 minutes 3 seconds,0,0,0
114th, 1 hours 19 minutes 15 seconds,0,0,0
115th, 1 hours 19 minutes 28 seconds,1,0,1
116th, 1 hours 19 minutes 41 seconds,0,0,0
117th, 1 hours 19 minutes 54 seconds,0,0,0
118th, 1 hours 20 minutes 7 seconds,0,0,0
119th, 1 hours 20 minutes 21 seconds,1,0,1
120th, 1 hours 20 minutes 33 seconds,1,0,1
121st, 1 hours 20 minutes 47 seconds,1,0,1
122nd, 1 hours 21 minutes 0 seconds,3,0,3
123rd, 1 hours 21 minutes 14 seconds,1,0,1
124th, 1 hours 21 minutes 28 seconds,1,0,1
125th, 1 hours 21 minutes 47 seconds,0,0,0
126th, 1 hours 22 minutes 3 seconds,0,0,0
127th, 1 hours 22 minutes 16 seconds,0,0,0
128th, 1 hours 22 minutes 32 seconds,0,0,0
129th, 1 hours 22 minutes 47 seconds,0,0,0
130th, 1 hours 23 minutes 1 seconds,1,0,1
131st, 1 hours 23 minutes 15 seconds,0,0,0
132nd, 1 hours 23 minutes 30 seconds,0,0,0
133rd, 1 hours 23 minutes 46 seconds,1,0,1
134th, 1 hours 24 minutes 1 seconds,0,0,0
135th, 1 hours 24 minutes 14 seconds,0,0,0
136th, 1 hours 24 minutes 29 seconds,0,0,0
