Generation,Time,All,Acceptable,Unacceptable
1st, 3 seconds,1,1,0
2nd, 10 seconds,1,1,0
3rd, 15 seconds,1,1,0
4th, 22 seconds,1,1,0
5th, 30 seconds,1,0,1
6th, 36 seconds,0,0,0
7th, 43 seconds,0,0,0
8th, 49 seconds,0,0,0
9th, 56 seconds,0,0,0
10th, 1 minutes 4 seconds,0,0,0
11th, 1 minutes 12 seconds,0,0,0
12th, 1 minutes 20 seconds,0,0,0
13th, 1 minutes 29 seconds,0,0,0
14th, 1 minutes 36 seconds,0,0,0
15th, 1 minutes 44 seconds,0,0,0
16th, 1 minutes 53 seconds,0,0,0
17th, 2 minutes 0 seconds,0,0,0
18th, 2 minutes 7 seconds,2,0,2
19th, 2 minutes 15 seconds,0,0,0
20th, 2 minutes 24 seconds,0,0,0
21st, 2 minutes 31 seconds,0,0,0
22nd, 2 minutes 39 seconds,0,0,0
23rd, 2 minutes 47 seconds,0,0,0
24th, 2 minutes 55 seconds,0,0,0
25th, 3 minutes 3 seconds,0,0,0
26th, 3 minutes 12 seconds,1,0,1
27th, 3 minutes 22 seconds,0,0,0
28th, 3 minutes 31 seconds,1,0,1
29th, 3 minutes 41 seconds,0,0,0
30th, 3 minutes 49 seconds,0,0,0
31st, 3 minutes 58 seconds,1,0,1
32nd, 4 minutes 8 seconds,0,0,0
33rd, 4 minutes 17 seconds,0,0,0
34th, 4 minutes 25 seconds,0,0,0
35th, 4 minutes 34 seconds,0,0,0
36th, 4 minutes 43 seconds,0,0,0
37th, 7 minutes 51 seconds,0,0,0
38th, 8 minutes 0 seconds,0,0,0
39th, 8 minutes 8 seconds,0,0,0
40th, 8 minutes 17 seconds,0,0,0
41st, 8 minutes 26 seconds,0,0,0
42nd, 8 minutes 34 seconds,0,0,0
43rd, 8 minutes 43 seconds,0,0,0
44th, 8 minutes 52 seconds,0,0,0
45th, 9 minutes 0 seconds,0,0,0
46th, 9 minutes 10 seconds,0,0,0
47th, 9 minutes 19 seconds,0,0,0
48th, 9 minutes 30 seconds,1,0,1
49th, 9 minutes 39 seconds,0,0,0
50th, 9 minutes 49 seconds,0,0,0
51st, 9 minutes 59 seconds,1,0,1
52nd, 10 minutes 9 seconds,2,0,2
53rd, 10 minutes 19 seconds,0,0,0
54th, 10 minutes 29 seconds,0,0,0
55th, 10 minutes 40 seconds,0,0,0
56th, 10 minutes 49 seconds,1,0,1
57th, 11 minutes 0 seconds,0,0,0
58th, 11 minutes 9 seconds,0,0,0
59th, 11 minutes 17 seconds,0,0,0
60th, 11 minutes 27 seconds,2,0,2
61st, 11 minutes 37 seconds,0,0,0
62nd, 11 minutes 47 seconds,0,0,0
63rd, 11 minutes 58 seconds,0,0,0
64th, 12 minutes 7 seconds,2,0,2
65th, 12 minutes 17 seconds,2,0,2
66th, 12 minutes 27 seconds,2,0,2
67th, 12 minutes 37 seconds,3,0,3
68th, 12 minutes 48 seconds,3,0,3
69th, 12 minutes 59 seconds,1,0,1
70th, 13 minutes 11 seconds,0,0,0
71st, 13 minutes 22 seconds,0,0,0
72nd, 13 minutes 33 seconds,0,0,0
73rd, 13 minutes 45 seconds,0,0,0
74th, 13 minutes 57 seconds,0,0,0
75th, 14 minutes 8 seconds,1,0,1
76th, 14 minutes 22 seconds,0,0,0
77th, 14 minutes 36 seconds,1,0,1
78th, 14 minutes 47 seconds,0,0,0
79th, 15 minutes 0 seconds,0,0,0
