Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
157,0,0,0
201,0,0,0
210,1,1,0
213,1,1,0
247,2,2,0
255,2,2,0
284,3,3,0
288,3,3,0
293,3,3,0
315,4,4,0
394,5,5,0
491,6,6,0
497,6,6,0
533,6,6,0
534,6,6,0
562,6,6,0
683,7,6,1
732,7,6,1
757,7,6,1
884,7,6,1
946,7,6,1
1417,8,6,2
1736,8,6,2
1885,8,6,2
1903,10,7,3
2105,11,7,4
2283,11,7,4
2288,11,7,4
2511,11,7,4
2599,11,7,4
2729,11,7,4
2778,11,7,4
2916,11,7,4
2945,11,7,4
3032,11,7,4
3294,11,7,4
3725,13,9,4
3835,13,9,4
3965,13,9,4
4198,13,9,4
4231,14,9,5
4386,14,9,5
4453,14,9,5
4856,15,9,6
4901,16,9,7
5030,16,9,7
5104,16,9,7
5258,16,9,7
5308,17,9,8
5723,17,9,8
5854,18,9,9
5949,19,9,10
6075,19,9,10
6089,19,9,10
6417,19,9,10
6602,19,9,10
6696,20,9,11
6705,21,9,12
6709,22,9,13
7034,23,9,14
7329,24,9,15
7575,25,9,16
7635,26,9,17
7735,29,9,20
7817,29,9,20
8264,29,9,20
8275,29,9,20
8652,29,9,20
8910,29,9,20
8995,32,9,23
9037,32,9,23
9372,32,9,23
9474,33,9,24
9570,35,9,26
9836,35,9,26
9874,35,9,26
9920,35,9,26
10192,36,9,27
10674,38,9,29
10899,38,9,29
10902,38,9,29
11223,38,9,29
11255,39,9,30
11647,39,9,30
11755,39,9,30
11834,41,9,32
11950,42,9,33
12180,42,9,33
12636,42,9,33
12724,43,9,34
12728,44,9,35
12788,47,9,38
13282,47,9,38
13509,48,9,39
13593,48,9,39
13908,48,9,39
14254,50,9,41
14607,50,9,41
14632,50,9,41
14715,51,9,42
14759,52,9,43
14889,54,9,45
15190,55,10,45
15499,55,10,45
15944,55,10,45
16126,56,10,46
16288,58,10,48
16778,58,10,48
16834,62,10,52
16904,63,10,53
17217,65,10,55
17246,65,10,55
17358,66,10,56
17474,66,10,56
18183,67,10,57
18208,69,10,59
18513,74,10,64
18963,75,10,65
19278,76,10,66
19429,77,10,67
19622,77,10,67
19691,77,10,67
19839,77,10,67
20250,77,10,67
20410,77,10,67
20881,78,10,68
21035,82,10,72
21077,83,10,73
21899,83,10,73
21954,86,11,75
22162,86,11,75
22221,91,11,80
22447,94,11,83
22697,95,11,84
22856,96,11,85
23495,96,11,85
23637,102,11,91
23695,103,11,92
24113,104,11,93
24270,105,11,94
25138,107,11,96
25151,107,11,96
25161,108,11,97
25308,108,11,97
25348,108,11,97
26017,109,11,98
26095,110,11,99
26202,110,11,99
26268,112,11,101
26418,115,11,104
27590,117,11,106
27805,117,11,106
27834,121,11,110
27934,124,11,113
28261,125,12,113
28300,126,12,114
28408,126,12,114
28492,127,13,114
28524,129,13,116
29406,134,13,121
30253,134,13,121
30335,134,13,121
30500,136,13,123
30653,139,13,126
30770,140,13,127
30866,143,13,130
31216,146,13,133
31350,152,13,139
31405,153,13,140
32282,156,13,143
32558,156,13,143
32813,159,13,146
32978,160,13,147
33112,166,13,153
33531,168,13,155
33532,169,13,156
33607,171,13,158
33833,171,13,158
34003,172,13,159
34996,173,13,160
35022,174,14,160
35377,179,14,165
35385,183,14,169
35794,183,14,169
35868,187,14,173
36123,193,14,179
36526,194,14,180
36556,195,14,181
36646,197,14,183
37479,198,14,184
37649,205,14,191
37750,207,14,193
38277,207,14,193
38321,210,14,196
38724,211,14,197
38782,217,14,203
38870,217,14,203
39257,218,14,204
39569,218,14,204
39988,220,14,206
40017,225,14,211
40437,227,14,213
40632,229,14,215
40684,229,14,215
41439,238,14,224
41536,239,14,225
41668,239,14,225
41724,240,14,226
41895,240,14,226
42845,241,14,227
42955,246,14,232
43093,247,14,233
43177,249,14,235
43187,249,14,235
43853,250,14,236
44173,250,14,236
44272,250,14,236
44330,253,14,239
44510,254,14,240
45388,267,14,253
45496,270,14,256
45658,271,14,257
45922,273,14,259
46131,277,14,263
46215,277,14,263
46671,277,14,263
