Generation,Time,All,Acceptable,Unacceptable
1st, 3 minutes 33 seconds,0,0,0
2nd, 9 minutes 22 seconds,0,0,0
3rd, 31 minutes 25 seconds,0,0,0
4th, 48 minutes 36 seconds,0,0,0
5th, 1 hours 6 minutes 5 seconds,0,0,0
6th, 1 hours 27 minutes 38 seconds,0,0,0
7th, 1 hours 51 minutes 49 seconds,1,0,1
8th, 2 hours 17 minutes 44 seconds,0,0,0
9th, 2 hours 43 minutes 56 seconds,0,0,0
10th, 3 hours 14 minutes 7 seconds,0,0,0
11th, 3 hours 46 minutes 33 seconds,0,0,0
12th, 4 hours 13 minutes 10 seconds,1,1,0
13th, 4 hours 47 minutes 26 seconds,0,0,0
14th, 5 hours 21 minutes 18 seconds,1,0,1
15th, 6 hours 4 minutes 59 seconds,0,0,0
16th, 6 hours 41 minutes 53 seconds,1,0,1
17th, 7 hours 16 minutes 42 seconds,0,0,0
18th, 7 hours 51 minutes 1 seconds,1,1,0
19th, 8 hours 24 minutes 13 seconds,0,0,0
20th, 9 hours 6 minutes 53 seconds,3,0,3
21st, 9 hours 49 minutes 45 seconds,4,0,4
22nd, 10 hours 24 minutes 39 seconds,1,0,1
23rd, 10 hours 59 minutes 29 seconds,0,0,0
24th, 11 hours 35 minutes 24 seconds,1,0,1
25th, 12 hours 16 minutes 13 seconds,0,0,0
26th, 12 hours 57 minutes 51 seconds,0,0,0
27th, 13 hours 39 minutes 47 seconds,1,0,1
28th, 14 hours 23 minutes 19 seconds,0,0,0
29th, 15 hours 10 minutes 24 seconds,2,0,2
30th, 15 hours 53 minutes 5 seconds,4,0,4
31st, 16 hours 33 minutes 24 seconds,2,0,2
32nd, 17 hours 16 minutes 1 seconds,1,0,1
33rd, 18 hours 26 seconds,2,0,2
34th, 18 hours 42 minutes 57 seconds,0,0,0
35th, 19 hours 23 minutes 27 seconds,0,0,0
36th, 20 hours 6 minutes 3 seconds,0,0,0
37th, 20 hours 59 minutes 5 seconds,2,0,2
38th, 21 hours 42 minutes 5 seconds,1,0,1
39th, 22 hours 26 minutes 10 seconds,2,0,2
40th, 23 hours 8 minutes 38 seconds,2,0,2
41st, 23 hours 56 minutes 13 seconds,2,0,2
42nd, 24 hours 42 minutes 20 seconds,2,0,2
