Generation,Time,All,Acceptable,Unacceptable
1st, 27 minutes 5 seconds,2,2,0
2nd, 33 minutes 11 seconds,1,1,0
3rd, 1 hours 54 minutes 22 seconds,0,0,0
4th, 2 hours 23 minutes 18 seconds,0,0,0
5th, 2 hours 23 minutes 30 seconds,0,0,0
6th, 2 hours 23 minutes 44 seconds,1,0,1
7th, 2 hours 41 minutes 58 seconds,1,1,0
8th, 3 hours 6 minutes 15 seconds,0,0,0
9th, 3 hours 18 minutes 33 seconds,1,0,1
10th, 3 hours 30 minutes 51 seconds,3,0,3
11th, 4 hours 31 minutes 11 seconds,3,0,3
12th, 5 hours 43 minutes 28 seconds,0,0,0
13th, 6 hours 52 minutes 45 seconds,1,0,1
14th, 7 hours 59 minutes 2 seconds,2,0,2
15th, 8 hours 41 minutes 17 seconds,0,0,0
16th, 9 hours 26 minutes 40 seconds,1,0,1
17th, 9 hours 27 minutes 3 seconds,0,0,0
18th, 9 hours 52 minutes 34 seconds,0,0,0
19th, 10 hours 37 minutes 58 seconds,0,0,0
20th, 11 hours 2 minutes 23 seconds,2,0,2
21st, 11 hours 2 minutes 47 seconds,0,0,0
22nd, 11 hours 4 minutes 20 seconds,2,0,2
23rd, 11 hours 28 minutes 45 seconds,0,0,0
24th, 11 hours 53 minutes 13 seconds,0,0,0
25th, 11 hours 53 minutes 40 seconds,0,0,0
26th, 11 hours 54 minutes 8 seconds,0,0,0
27th, 12 hours 12 minutes 44 seconds,1,0,1
28th, 12 hours 37 minutes 13 seconds,1,0,1
29th, 13 hours 16 minutes 40 seconds,1,0,1
30th, 13 hours 17 minutes 8 seconds,0,0,0
31st, 13 hours 51 minutes 43 seconds,2,0,2
32nd, 14 hours 16 minutes 10 seconds,1,0,1
33rd, 14 hours 16 minutes 38 seconds,0,0,0
34th, 14 hours 56 minutes 6 seconds,0,0,0
35th, 15 hours 5 minutes 31 seconds,3,0,3
36th, 15 hours 31 minutes 15 seconds,0,0,0
37th, 16 hours 4 minutes 37 seconds,0,0,0
38th, 16 hours 37 minutes 59 seconds,0,0,0
39th, 17 hours 3 minutes 42 seconds,0,0,0
40th, 17 hours 4 minutes 9 seconds,0,0,0
41st, 17 hours 19 minutes 36 seconds,1,0,1
42nd, 17 hours 44 minutes 4 seconds,0,0,0
43rd, 18 hours 23 minutes 27 seconds,1,0,1
44th, 18 hours 53 minutes 56 seconds,0,0,0
45th, 20 hours 9 minutes 17 seconds,1,0,1
46th, 20 hours 24 minutes 47 seconds,0,0,0
47th, 21 hours 7 minutes 16 seconds,0,0,0
48th, 21 hours 7 minutes 49 seconds,1,0,1
49th, 21 hours 20 minutes 22 seconds,0,0,0
50th, 21 hours 44 minutes 54 seconds,2,0,2
51st, 21 hours 45 minutes 26 seconds,1,0,1
52nd, 22 hours 55 seconds,0,0,0
53rd, 22 hours 25 minutes 27 seconds,3,0,3
54th, 22 hours 51 minutes 7 seconds,1,0,1
55th, 23 hours 24 minutes 36 seconds,1,0,1
56th, 23 hours 58 minutes 6 seconds,2,0,2
57th, 24 hours 52 minutes 33 seconds,2,0,2
