Generation,Time,All,Acceptable,Unacceptable
1st, 24 minutes 7 seconds,1,0,1
2nd, 48 minutes 13 seconds,0,0,0
3rd, 1 hours 54 minutes 30 seconds,0,0,0
4th, 2 hours 33 minutes 41 seconds,2,1,1
5th, 2 hours 59 minutes 57 seconds,2,1,1
6th, 3 hours 12 seconds,1,0,1
7th, 3 hours 48 minutes 28 seconds,1,1,0
8th, 4 hours 36 minutes 44 seconds,2,1,1
9th, 4 hours 52 minutes 0 seconds,0,0,0
10th, 5 hours 16 minutes 17 seconds,1,0,1
11th, 5 hours 16 minutes 34 seconds,0,0,0
12th, 5 hours 31 minutes 54 seconds,2,0,2
13th, 5 hours 32 minutes 13 seconds,0,0,0
14th, 5 hours 59 minutes 34 seconds,1,1,0
15th, 6 hours 38 minutes 57 seconds,0,0,0
16th, 7 hours 3 minutes 14 seconds,1,0,1
17th, 7 hours 3 minutes 39 seconds,0,0,0
18th, 7 hours 19 minutes 3 seconds,1,1,0
19th, 7 hours 58 minutes 28 seconds,0,0,0
20th, 7 hours 58 minutes 53 seconds,1,1,0
21st, 8 hours 14 minutes 18 seconds,0,0,0
22nd, 8 hours 14 minutes 43 seconds,4,4,0
23rd, 8 hours 15 minutes 8 seconds,0,0,0
24th, 8 hours 30 minutes 33 seconds,0,0,0
25th, 8 hours 30 minutes 58 seconds,2,0,2
26th, 8 hours 55 minutes 27 seconds,1,0,1
27th, 9 hours 10 minutes 55 seconds,2,1,1
28th, 9 hours 59 minutes 21 seconds,2,0,2
29th, 10 hours 1 minutes 49 seconds,2,0,2
30th, 10 hours 19 minutes 19 seconds,1,0,1
31st, 10 hours 43 minutes 48 seconds,2,0,2
32nd, 10 hours 44 minutes 17 seconds,0,0,0
33rd, 10 hours 44 minutes 45 seconds,0,0,0
34th, 11 hours 9 minutes 15 seconds,1,0,1
35th, 11 hours 9 minutes 46 seconds,1,1,0
36th, 11 hours 34 minutes 15 seconds,1,0,1
37th, 11 hours 34 minutes 45 seconds,0,0,0
38th, 11 hours 35 minutes 13 seconds,0,0,0
39th, 11 hours 50 minutes 43 seconds,0,0,0
40th, 11 hours 51 minutes 15 seconds,3,0,3
41st, 11 hours 51 minutes 47 seconds,2,0,2
42nd, 11 hours 52 minutes 19 seconds,0,0,0
43rd, 11 hours 52 minutes 51 seconds,0,0,0
44th, 11 hours 53 minutes 26 seconds,0,0,0
45th, 11 hours 53 minutes 59 seconds,1,0,1
46th, 12 hours 9 minutes 32 seconds,2,0,2
47th, 12 hours 10 minutes 8 seconds,0,0,0
48th, 12 hours 10 minutes 42 seconds,1,0,1
49th, 12 hours 20 minutes 16 seconds,0,0,0
50th, 12 hours 20 minutes 51 seconds,1,0,1
51st, 12 hours 21 minutes 26 seconds,1,0,1
52nd, 12 hours 22 minutes 0 seconds,1,0,1
53rd, 12 hours 22 minutes 37 seconds,0,0,0
54th, 12 hours 47 minutes 14 seconds,1,0,1
55th, 13 hours 11 minutes 52 seconds,0,0,0
56th, 13 hours 24 minutes 27 seconds,1,0,1
57th, 13 hours 25 minutes 5 seconds,2,0,2
58th, 13 hours 25 minutes 43 seconds,0,0,0
59th, 13 hours 26 minutes 23 seconds,2,0,2
60th, 13 hours 27 minutes 1 seconds,0,0,0
61st, 13 hours 27 minutes 39 seconds,0,0,0
62nd, 13 hours 28 minutes 18 seconds,0,0,0
63rd, 13 hours 28 minutes 57 seconds,0,0,0
64th, 13 hours 29 minutes 38 seconds,0,0,0
65th, 13 hours 30 minutes 17 seconds,0,0,0
66th, 13 hours 30 minutes 54 seconds,0,0,0
67th, 13 hours 31 minutes 32 seconds,1,0,1
68th, 13 hours 32 minutes 11 seconds,0,0,0
69th, 13 hours 32 minutes 52 seconds,0,0,0
70th, 13 hours 33 minutes 34 seconds,0,0,0
71st, 13 hours 34 minutes 15 seconds,0,0,0
