Generation,Time,All,Acceptable,Unacceptable
1st, 1 hours 1 minutes 43 seconds,3,2,1
2nd, 1 hours 34 minutes 41 seconds,1,1,0
3rd, 4 hours 27 minutes 47 seconds,0,0,0
4th, 5 hours 3 minutes 57 seconds,2,1,1
5th, 6 hours 22 minutes 11 seconds,2,1,1
6th, 6 hours 52 minutes 24 seconds,5,3,2
7th, 7 hours 16 minutes 37 seconds,4,2,2
8th, 8 hours 1 minutes 41 seconds,5,2,3
9th, 8 hours 58 minutes 49 seconds,5,2,3
10th, 8 hours 59 minutes 1 seconds,1,1,0
11th, 9 hours 17 minutes 6 seconds,6,3,3
12th, 9 hours 17 minutes 20 seconds,7,4,3
13th, 9 hours 17 minutes 35 seconds,10,2,8
14th, 9 hours 35 minutes 52 seconds,6,1,5
15th, 10 hours 33 minutes 9 seconds,2,1,1
16th, 10 hours 33 minutes 27 seconds,0,0,0
17th, 10 hours 57 minutes 48 seconds,1,0,1
18th, 11 hours 22 minutes 8 seconds,2,1,1
19th, 11 hours 37 minutes 29 seconds,3,0,3
20th, 12 hours 4 minutes 50 seconds,1,0,1
21st, 12 hours 30 minutes 53 seconds,1,0,1
22nd, 12 hours 46 minutes 17 seconds,0,0,0
23rd, 12 hours 46 minutes 42 seconds,1,0,1
24th, 13 hours 5 minutes 3 seconds,1,0,1
25th, 13 hours 38 minutes 28 seconds,2,0,2
26th, 14 hours 2 minutes 53 seconds,1,0,1
27th, 14 hours 31 minutes 20 seconds,0,0,0
28th, 14 hours 31 minutes 47 seconds,2,0,2
29th, 14 hours 32 minutes 14 seconds,1,0,1
30th, 15 hours 21 minutes 53 seconds,0,0,0
31st, 15 hours 22 minutes 21 seconds,0,0,0
32nd, 15 hours 22 minutes 51 seconds,0,0,0
33rd, 15 hours 23 minutes 20 seconds,2,0,2
34th, 15 hours 23 minutes 49 seconds,2,0,2
35th, 16 hours 24 minutes 19 seconds,1,0,1
36th, 17 hours 3 minutes 50 seconds,0,0,0
37th, 17 hours 4 minutes 19 seconds,0,0,0
38th, 17 hours 4 minutes 48 seconds,1,0,1
39th, 17 hours 29 minutes 18 seconds,0,0,0
40th, 17 hours 31 minutes 0 seconds,0,0,0
41st, 18 hours 10 minutes 29 seconds,2,0,2
42nd, 18 hours 34 minutes 59 seconds,1,0,1
43rd, 19 hours 8 minutes 30 seconds,1,0,1
44th, 19 hours 9 minutes 2 seconds,1,0,1
45th, 19 hours 24 minutes 33 seconds,0,0,0
46th, 20 hours 4 minutes 6 seconds,0,0,0
47th, 20 hours 4 minutes 37 seconds,0,0,0
48th, 21 hours 33 minutes 26 seconds,0,0,0
49th, 21 hours 34 minutes 1 seconds,1,0,1
50th, 22 hours 13 minutes 34 seconds,1,0,1
51st, 22 hours 14 minutes 7 seconds,0,0,0
52nd, 22 hours 14 minutes 39 seconds,1,0,1
53rd, 22 hours 15 minutes 13 seconds,0,0,0
54th, 22 hours 16 minutes 57 seconds,0,0,0
55th, 22 hours 17 minutes 32 seconds,1,0,1
56th, 22 hours 33 minutes 6 seconds,2,0,2
57th, 22 hours 39 minutes 41 seconds,0,0,0
58th, 22 hours 40 minutes 16 seconds,1,0,1
59th, 22 hours 40 minutes 50 seconds,0,0,0
60th, 22 hours 41 minutes 24 seconds,1,0,1
61st, 22 hours 41 minutes 59 seconds,0,0,0
62nd, 22 hours 42 minutes 32 seconds,1,0,1
63rd, 22 hours 43 minutes 4 seconds,1,0,1
64th, 22 hours 43 minutes 41 seconds,0,0,0
65th, 22 hours 44 minutes 15 seconds,0,0,0
66th, 22 hours 59 minutes 52 seconds,2,0,2
67th, 23 hours 7 seconds,2,0,2
