Generation,Time,All,Acceptable,Unacceptable
1st, 1 hours 3 minutes 5 seconds,1,1,0
2nd, 3 hours 21 minutes 30 seconds,0,0,0
3rd, 9 hours 46 minutes 45 seconds,1,0,1
4th, 11 hours 22 minutes 56 seconds,1,0,1
5th, 11 hours 47 minutes 7 seconds,3,0,3
6th, 12 hours 6 minutes 44 seconds,1,0,1
7th, 12 hours 12 minutes 57 seconds,1,1,0
8th, 12 hours 37 minutes 11 seconds,0,0,0
9th, 12 hours 37 minutes 25 seconds,0,0,0
10th, 12 hours 55 minutes 41 seconds,2,1,1
11th, 12 hours 55 minutes 58 seconds,3,3,0
12th, 12 hours 56 minutes 17 seconds,1,1,0
13th, 12 hours 56 minutes 39 seconds,1,1,0
14th, 12 hours 57 minutes 4 seconds,5,5,0
15th, 13 hours 27 minutes 28 seconds,0,0,0
16th, 13 hours 27 minutes 54 seconds,7,4,3
17th, 13 hours 58 minutes 20 seconds,6,6,0
18th, 14 hours 22 minutes 48 seconds,1,1,0
19th, 14 hours 59 minutes 17 seconds,3,3,0
20th, 14 hours 59 minutes 46 seconds,3,3,0
21st, 15 hours 15 minutes 13 seconds,2,1,1
22nd, 15 hours 15 minutes 42 seconds,7,5,2
23rd, 15 hours 40 minutes 8 seconds,7,6,1
24th, 16 hours 4 minutes 36 seconds,3,2,1
25th, 16 hours 5 minutes 4 seconds,4,2,2
26th, 16 hours 20 minutes 31 seconds,8,3,5
27th, 16 hours 20 minutes 58 seconds,1,1,0
28th, 16 hours 21 minutes 27 seconds,4,1,3
29th, 16 hours 59 minutes 37 seconds,6,5,1
30th, 17 hours 15 minutes 8 seconds,5,2,3
31st, 17 hours 15 minutes 38 seconds,4,1,3
32nd, 17 hours 16 minutes 3 seconds,9,4,5
