Generation,Time,All,Acceptable,Unacceptable
1st, 1 hours 12 minutes 6 seconds,1,1,0
2nd, 2 hours 31 minutes 53 seconds,0,0,0
3rd, 6 hours 38 minutes 3 seconds,4,0,4
4th, 8 hours 2 minutes 14 seconds,6,1,5
5th, 9 hours 25 minutes 10 seconds,2,2,0
6th, 9 hours 58 minutes 16 seconds,3,0,3
7th, 10 hours 25 minutes 22 seconds,2,0,2
8th, 10 hours 58 minutes 39 seconds,2,0,2
9th, 11 hours 39 seconds,3,0,3
10th, 11 hours 58 seconds,2,0,2
11th, 11 hours 25 minutes 17 seconds,4,1,3
12th, 11 hours 25 minutes 38 seconds,1,1,0
13th, 11 hours 41 minutes 0 seconds,0,0,0
14th, 12 hours 20 minutes 23 seconds,2,0,2
15th, 12 hours 20 minutes 48 seconds,0,0,0
16th, 12 hours 21 minutes 12 seconds,1,1,0
17th, 12 hours 45 minutes 37 seconds,1,1,0
18th, 13 hours 4 minutes 2 seconds,1,0,1
19th, 13 hours 4 minutes 27 seconds,1,0,1
20th, 13 hours 52 minutes 52 seconds,1,1,0
21st, 13 hours 53 minutes 17 seconds,0,0,0
22nd, 13 hours 53 minutes 42 seconds,5,4,1
23rd, 13 hours 54 minutes 9 seconds,2,1,1
24th, 13 hours 55 minutes 48 seconds,0,0,0
25th, 13 hours 57 minutes 30 seconds,1,0,1
26th, 14 hours 21 minutes 59 seconds,0,0,0
27th, 14 hours 22 minutes 29 seconds,2,0,2
28th, 15 hours 16 minutes 59 seconds,0,0,0
29th, 15 hours 56 minutes 30 seconds,1,0,1
30th, 15 hours 56 minutes 59 seconds,1,0,1
31st, 16 hours 12 minutes 30 seconds,0,0,0
32nd, 16 hours 48 minutes 59 seconds,0,0,0
33rd, 17 hours 13 minutes 28 seconds,1,0,1
34th, 17 hours 55 minutes 58 seconds,1,0,1
35th, 18 hours 11 minutes 28 seconds,1,1,0
36th, 18 hours 11 minutes 58 seconds,0,0,0
37th, 18 hours 27 minutes 28 seconds,0,0,0
38th, 18 hours 27 minutes 58 seconds,1,0,1
39th, 18 hours 43 minutes 29 seconds,0,0,0
40th, 19 hours 58 minutes 59 seconds,1,0,1
41st, 19 hours 59 minutes 31 seconds,0,0,0
42nd, 20 hours 3 seconds,0,0,0
43rd, 20 hours 15 minutes 34 seconds,2,2,0
44th, 20 hours 40 minutes 7 seconds,2,1,1
45th, 21 hours 4 minutes 39 seconds,2,0,2
46th, 21 hours 5 minutes 12 seconds,0,0,0
47th, 21 hours 29 minutes 45 seconds,0,0,0
48th, 22 hours 22 seconds,0,0,0
49th, 22 hours 15 minutes 55 seconds,0,0,0
50th, 22 hours 31 minutes 27 seconds,1,0,1
51st, 22 hours 32 minutes 1 seconds,1,0,1
52nd, 22 hours 47 minutes 32 seconds,0,0,0
53rd, 22 hours 50 minutes 10 seconds,1,1,0
54th, 23 hours 25 minutes 0 seconds,0,0,0
55th, 23 hours 55 minutes 35 seconds,1,0,1
56th, 24 hours 26 minutes 9 seconds,1,0,1
