Generation,Time,All,Acceptable,Unacceptable
1st, 16 minutes 45 seconds,1,1,0
2nd, 40 minutes 42 seconds,0,0,0
3rd, 2 hours 46 minutes 3 seconds,2,2,0
4th, 2 hours 46 minutes 13 seconds,0,0,0
5th, 2 hours 58 minutes 24 seconds,1,1,0
6th, 5 hours 10 minutes 28 seconds,1,1,0
7th, 5 hours 25 minutes 40 seconds,2,2,0
8th, 5 hours 25 minutes 53 seconds,1,0,1
9th, 5 hours 26 minutes 5 seconds,1,1,0
10th, 5 hours 26 minutes 18 seconds,1,0,1
11th, 5 hours 26 minutes 34 seconds,0,0,0
12th, 5 hours 26 minutes 49 seconds,1,0,1
13th, 5 hours 27 minutes 4 seconds,1,1,0
14th, 5 hours 27 minutes 20 seconds,1,0,1
15th, 5 hours 27 minutes 37 seconds,1,0,1
16th, 5 hours 27 minutes 55 seconds,1,1,0
17th, 5 hours 28 minutes 15 seconds,1,1,0
18th, 5 hours 28 minutes 35 seconds,1,1,0
19th, 6 hours 7 minutes 53 seconds,0,0,0
20th, 6 hours 9 minutes 25 seconds,2,0,2
21st, 6 hours 9 minutes 45 seconds,0,0,0
22nd, 6 hours 22 minutes 4 seconds,0,0,0
23rd, 6 hours 22 minutes 20 seconds,3,1,2
24th, 6 hours 22 minutes 38 seconds,0,0,0
25th, 6 hours 22 minutes 58 seconds,0,0,0
26th, 6 hours 23 minutes 19 seconds,1,0,1
27th, 6 hours 23 minutes 41 seconds,1,0,1
28th, 6 hours 24 minutes 4 seconds,0,0,0
29th, 6 hours 24 minutes 30 seconds,0,0,0
30th, 6 hours 24 minutes 57 seconds,2,1,1
31st, 6 hours 25 minutes 25 seconds,0,0,0
32nd, 6 hours 25 minutes 58 seconds,2,2,0
33rd, 6 hours 41 minutes 29 seconds,0,0,0
34th, 6 hours 42 minutes 2 seconds,0,0,0
35th, 6 hours 42 minutes 33 seconds,1,0,1
36th, 7 hours 7 minutes 4 seconds,0,0,0
37th, 7 hours 7 minutes 36 seconds,1,0,1
38th, 7 hours 8 minutes 8 seconds,1,0,1
39th, 7 hours 8 minutes 38 seconds,1,0,1
40th, 7 hours 9 minutes 12 seconds,0,0,0
41st, 7 hours 24 minutes 45 seconds,0,0,0
42nd, 7 hours 25 minutes 19 seconds,1,0,1
43rd, 7 hours 25 minutes 53 seconds,4,2,2
44th, 7 hours 26 minutes 27 seconds,1,0,1
45th, 7 hours 27 minutes 4 seconds,2,1,1
46th, 7 hours 27 minutes 41 seconds,0,0,0
47th, 7 hours 28 minutes 20 seconds,0,0,0
48th, 7 hours 52 minutes 56 seconds,1,1,0
49th, 7 hours 53 minutes 32 seconds,0,0,0
50th, 7 hours 54 minutes 9 seconds,0,0,0
51st, 7 hours 54 minutes 48 seconds,0,0,0
52nd, 7 hours 55 minutes 24 seconds,1,0,1
53rd, 7 hours 56 minutes 2 seconds,3,0,3
54th, 7 hours 56 minutes 42 seconds,0,0,0
55th, 7 hours 57 minutes 20 seconds,0,0,0
56th, 7 hours 57 minutes 58 seconds,0,0,0
57th, 7 hours 58 minutes 39 seconds,1,0,1
58th, 7 hours 59 minutes 19 seconds,2,1,1
59th, 8 hours 0 seconds,2,1,1
60th, 8 hours 40 seconds,0,0,0
61st, 8 hours 1 minutes 21 seconds,1,0,1
62nd, 8 hours 2 minutes 1 seconds,2,1,1
63rd, 8 hours 2 minutes 42 seconds,1,1,0
64th, 8 hours 3 minutes 21 seconds,1,0,1
65th, 8 hours 4 minutes 0 seconds,1,1,0
66th, 8 hours 4 minutes 39 seconds,0,0,0
67th, 8 hours 5 minutes 19 seconds,1,1,0
68th, 8 hours 6 minutes 1 seconds,2,0,2
69th, 8 hours 6 minutes 41 seconds,1,0,1
70th, 8 hours 7 minutes 22 seconds,0,0,0
71st, 8 hours 8 minutes 6 seconds,0,0,0
72nd, 8 hours 8 minutes 48 seconds,3,0,3
73rd, 8 hours 9 minutes 30 seconds,3,0,3
74th, 8 hours 25 minutes 12 seconds,2,0,2
75th, 8 hours 25 minutes 55 seconds,0,0,0
76th, 8 hours 26 minutes 40 seconds,0,0,0
77th, 8 hours 27 minutes 25 seconds,0,0,0
78th, 8 hours 28 minutes 10 seconds,1,1,0
79th, 8 hours 28 minutes 55 seconds,1,0,1
80th, 8 hours 29 minutes 39 seconds,0,0,0
81st, 8 hours 30 minutes 27 seconds,1,1,0
82nd, 8 hours 31 minutes 13 seconds,1,0,1
83rd, 8 hours 31 minutes 57 seconds,0,0,0
84th, 8 hours 32 minutes 43 seconds,0,0,0
85th, 8 hours 33 minutes 29 seconds,0,0,0
86th, 8 hours 34 minutes 16 seconds,0,0,0
87th, 8 hours 35 minutes 4 seconds,1,0,1
88th, 8 hours 50 minutes 53 seconds,1,0,1
89th, 9 hours 15 minutes 40 seconds,1,0,1
90th, 9 hours 16 minutes 29 seconds,1,0,1
91st, 9 hours 17 minutes 15 seconds,1,0,1
92nd, 9 hours 18 minutes 4 seconds,0,0,0
93rd, 9 hours 18 minutes 52 seconds,0,0,0
94th, 9 hours 43 minutes 41 seconds,0,0,0
95th, 9 hours 59 minutes 27 seconds,1,0,1
96th, 10 hours 17 seconds,1,0,1
97th, 10 hours 1 minutes 7 seconds,2,0,2
98th, 10 hours 1 minutes 52 seconds,1,0,1
99th, 10 hours 2 minutes 42 seconds,1,0,1
100th, 10 hours 3 minutes 33 seconds,1,0,1
101st, 10 hours 19 minutes 17 seconds,1,0,1
102nd, 10 hours 20 minutes 9 seconds,0,0,0
103rd, 10 hours 36 minutes 3 seconds,2,0,2
104th, 10 hours 36 minutes 57 seconds,3,0,3
105th, 10 hours 37 minutes 50 seconds,1,0,1
106th, 10 hours 38 minutes 43 seconds,1,1,0
107th, 10 hours 54 minutes 36 seconds,0,0,0
108th, 10 hours 55 minutes 29 seconds,0,0,0
109th, 10 hours 56 minutes 25 seconds,1,1,0
110th, 10 hours 57 minutes 18 seconds,0,0,0
111th, 10 hours 58 minutes 13 seconds,0,0,0
112th, 10 hours 59 minutes 5 seconds,1,0,1
113th, 10 hours 59 minutes 59 seconds,1,0,1
114th, 11 hours 54 seconds,0,0,0
115th, 11 hours 1 minutes 53 seconds,2,0,2
116th, 11 hours 2 minutes 50 seconds,1,0,1
117th, 11 hours 3 minutes 6 seconds,2,0,2
