Generation,Time,All,Acceptable,Unacceptable
1st, 24 minutes 5 seconds,1,1,0
2nd, 1 hours 27 minutes 10 seconds,1,1,0
3rd, 3 hours 39 minutes 19 seconds,4,2,2
4th, 4 hours 24 minutes 30 seconds,4,2,2
5th, 6 hours 30 minutes 41 seconds,2,0,2
6th, 7 hours 9 minutes 51 seconds,5,2,3
7th, 7 hours 10 minutes 2 seconds,5,1,4
8th, 7 hours 34 minutes 13 seconds,2,1,1
9th, 8 hours 1 minutes 26 seconds,6,2,4
10th, 9 hours 40 minutes 26 seconds,4,1,3
11th, 9 hours 40 minutes 41 seconds,6,3,3
12th, 11 hours 1 minutes 56 seconds,3,0,3
13th, 11 hours 50 minutes 10 seconds,1,1,0
14th, 12 hours 47 minutes 20 seconds,7,0,7
15th, 13 hours 23 minutes 34 seconds,2,0,2
16th, 14 hours 2 minutes 50 seconds,4,2,2
17th, 14 hours 3 minutes 10 seconds,0,0,0
18th, 14 hours 4 minutes 53 seconds,1,0,1
19th, 14 hours 5 minutes 16 seconds,3,1,2
20th, 14 hours 5 minutes 40 seconds,2,0,2
21st, 14 hours 6 minutes 4 seconds,0,0,0
22nd, 14 hours 7 minutes 47 seconds,0,0,0
23rd, 14 hours 32 minutes 10 seconds,0,0,0
24th, 14 hours 34 minutes 0 seconds,0,0,0
25th, 14 hours 37 minutes 23 seconds,2,0,2
26th, 15 hours 15 minutes 5 seconds,0,0,0
27th, 15 hours 15 minutes 30 seconds,1,0,1
28th, 15 hours 57 minutes 56 seconds,0,0,0
29th, 16 hours 13 minutes 23 seconds,4,0,4
30th, 16 hours 37 minutes 50 seconds,0,0,0
31st, 16 hours 38 minutes 16 seconds,1,0,1
32nd, 17 hours 38 minutes 44 seconds,0,0,0
33rd, 17 hours 39 minutes 13 seconds,1,0,1
34th, 17 hours 54 minutes 42 seconds,1,0,1
35th, 18 hours 10 minutes 11 seconds,0,0,0
36th, 18 hours 10 minutes 41 seconds,1,0,1
37th, 19 hours 28 seconds,1,0,1
38th, 19 hours 24 minutes 58 seconds,0,0,0
39th, 19 hours 25 minutes 28 seconds,3,0,3
40th, 19 hours 25 minutes 59 seconds,0,0,0
41st, 19 hours 56 minutes 30 seconds,2,0,2
42nd, 20 hours 21 minutes 2 seconds,1,0,1
43rd, 20 hours 45 minutes 35 seconds,0,0,0
44th, 20 hours 46 minutes 8 seconds,1,0,1
45th, 21 hours 20 minutes 59 seconds,5,0,5
46th, 21 hours 33 minutes 31 seconds,0,0,0
47th, 22 hours 13 minutes 6 seconds,1,0,1
48th, 22 hours 13 minutes 40 seconds,1,0,1
49th, 22 hours 38 minutes 12 seconds,1,0,1
50th, 22 hours 38 minutes 47 seconds,0,0,0
51st, 22 hours 39 minutes 22 seconds,2,0,2
52nd, 23 hours 18 minutes 55 seconds,3,0,3
53rd, 23 hours 19 minutes 30 seconds,1,0,1
54th, 23 hours 20 minutes 5 seconds,0,0,0
55th, 23 hours 20 minutes 42 seconds,3,0,3
56th, 23 hours 20 minutes 43 seconds,1,0,1
