Generation,Time,All,Acceptable,Unacceptable
1st, 4 seconds,0,0,0
2nd, 8 seconds,0,0,0
3rd, 15 seconds,0,0,0
4th, 20 seconds,1,0,1
5th, 24 seconds,0,0,0
6th, 30 seconds,0,0,0
7th, 37 seconds,1,1,0
8th, 43 seconds,0,0,0
9th, 49 seconds,0,0,0
10th, 56 seconds,0,0,0
11th, 1 minutes 2 seconds,0,0,0
12th, 1 minutes 9 seconds,0,0,0
13th, 1 minutes 15 seconds,0,0,0
14th, 16 minutes 24 seconds,0,0,0
15th, 16 minutes 31 seconds,2,1,1
16th, 16 minutes 37 seconds,0,0,0
17th, 16 minutes 43 seconds,0,0,0
18th, 16 minutes 51 seconds,1,0,1
19th, 16 minutes 59 seconds,0,0,0
20th, 17 minutes 7 seconds,0,0,0
21st, 17 minutes 14 seconds,0,0,0
22nd, 17 minutes 23 seconds,0,0,0
23rd, 17 minutes 31 seconds,0,0,0
24th, 17 minutes 40 seconds,0,0,0
25th, 17 minutes 48 seconds,0,0,0
26th, 17 minutes 56 seconds,2,1,1
27th, 18 minutes 5 seconds,0,0,0
28th, 18 minutes 12 seconds,0,0,0
29th, 18 minutes 20 seconds,0,0,0
30th, 18 minutes 28 seconds,0,0,0
31st, 18 minutes 36 seconds,0,0,0
32nd, 18 minutes 45 seconds,1,0,1
33rd, 18 minutes 54 seconds,0,0,0
34th, 19 minutes 2 seconds,2,1,1
35th, 19 minutes 12 seconds,0,0,0
36th, 19 minutes 20 seconds,0,0,0
37th, 19 minutes 27 seconds,0,0,0
38th, 19 minutes 36 seconds,0,0,0
39th, 19 minutes 44 seconds,0,0,0
40th, 19 minutes 52 seconds,0,0,0
41st, 20 minutes 1 seconds,0,0,0
42nd, 20 minutes 8 seconds,0,0,0
43rd, 20 minutes 15 seconds,0,0,0
44th, 35 minutes 23 seconds,0,0,0
45th, 35 minutes 30 seconds,0,0,0
46th, 35 minutes 40 seconds,0,0,0
47th, 35 minutes 47 seconds,0,0,0
48th, 35 minutes 55 seconds,1,0,1
49th, 36 minutes 4 seconds,0,0,0
50th, 36 minutes 15 seconds,1,0,1
51st, 36 minutes 23 seconds,1,0,1
52nd, 36 minutes 32 seconds,0,0,0
53rd, 36 minutes 43 seconds,0,0,0
54th, 36 minutes 52 seconds,0,0,0
55th, 37 minutes 1 seconds,0,0,0
56th, 37 minutes 12 seconds,0,0,0
57th, 37 minutes 21 seconds,0,0,0
58th, 52 minutes 32 seconds,0,0,0
59th, 52 minutes 41 seconds,0,0,0
60th, 52 minutes 52 seconds,0,0,0
61st, 53 minutes 2 seconds,0,0,0
62nd, 53 minutes 13 seconds,0,0,0
63rd, 53 minutes 25 seconds,0,0,0
64th, 53 minutes 37 seconds,0,0,0
65th, 1 hours 8 minutes 48 seconds,0,0,0
66th, 1 hours 8 minutes 59 seconds,0,0,0
67th, 1 hours 9 minutes 10 seconds,0,0,0
68th, 1 hours 9 minutes 21 seconds,0,0,0
69th, 1 hours 9 minutes 32 seconds,0,0,0
70th, 1 hours 9 minutes 43 seconds,0,0,0
71st, 1 hours 9 minutes 56 seconds,0,0,0
72nd, 1 hours 10 minutes 6 seconds,0,0,0
73rd, 1 hours 10 minutes 17 seconds,0,0,0
74th, 1 hours 10 minutes 29 seconds,0,0,0
75th, 1 hours 10 minutes 40 seconds,0,0,0
76th, 1 hours 10 minutes 52 seconds,0,0,0
77th, 1 hours 11 minutes 4 seconds,0,0,0
78th, 1 hours 11 minutes 16 seconds,0,0,0
79th, 1 hours 11 minutes 27 seconds,0,0,0
80th, 1 hours 11 minutes 38 seconds,1,0,1
81st, 1 hours 11 minutes 49 seconds,1,0,1
82nd, 1 hours 12 minutes 1 seconds,0,0,0
83rd, 1 hours 12 minutes 11 seconds,0,0,0
84th, 1 hours 12 minutes 24 seconds,2,0,2
85th, 1 hours 12 minutes 34 seconds,0,0,0
86th, 1 hours 12 minutes 45 seconds,0,0,0
87th, 1 hours 12 minutes 57 seconds,0,0,0
88th, 1 hours 13 minutes 9 seconds,0,0,0
89th, 1 hours 13 minutes 19 seconds,0,0,0
90th, 1 hours 13 minutes 33 seconds,0,0,0
91st, 1 hours 13 minutes 46 seconds,1,0,1
92nd, 1 hours 13 minutes 59 seconds,0,0,0
93rd, 1 hours 14 minutes 12 seconds,0,0,0
94th, 1 hours 14 minutes 25 seconds,0,0,0
95th, 1 hours 14 minutes 38 seconds,0,0,0
96th, 1 hours 14 minutes 52 seconds,0,0,0
97th, 1 hours 15 minutes 5 seconds,0,0,0
98th, 1 hours 15 minutes 17 seconds,0,0,0
99th, 1 hours 15 minutes 31 seconds,0,0,0
100th, 1 hours 15 minutes 45 seconds,0,0,0
101st, 1 hours 15 minutes 58 seconds,0,0,0
102nd, 1 hours 16 minutes 11 seconds,0,0,0
103rd, 1 hours 16 minutes 23 seconds,0,0,0
104th, 1 hours 16 minutes 36 seconds,0,0,0
105th, 1 hours 16 minutes 50 seconds,0,0,0
106th, 1 hours 17 minutes 4 seconds,0,0,0
107th, 1 hours 17 minutes 16 seconds,0,0,0
108th, 1 hours 17 minutes 30 seconds,0,0,0
109th, 1 hours 17 minutes 44 seconds,0,0,0
110th, 1 hours 17 minutes 57 seconds,0,0,0
111th, 1 hours 18 minutes 10 seconds,0,0,0
112th, 1 hours 18 minutes 24 seconds,0,0,0
113th, 1 hours 18 minutes 37 seconds,0,0,0
114th, 1 hours 18 minutes 51 seconds,0,0,0
115th, 1 hours 19 minutes 5 seconds,0,0,0
116th, 1 hours 19 minutes 18 seconds,0,0,0
117th, 1 hours 19 minutes 33 seconds,0,0,0
118th, 1 hours 19 minutes 47 seconds,0,0,0
119th, 1 hours 19 minutes 59 seconds,0,0,0
120th, 1 hours 20 minutes 13 seconds,0,0,0
121st, 1 hours 20 minutes 27 seconds,0,0,0
122nd, 1 hours 20 minutes 41 seconds,0,0,0
123rd, 1 hours 20 minutes 55 seconds,0,0,0
124th, 1 hours 21 minutes 9 seconds,0,0,0
125th, 1 hours 21 minutes 24 seconds,0,0,0
126th, 1 hours 21 minutes 36 seconds,0,0,0
127th, 1 hours 21 minutes 51 seconds,0,0,0
128th, 1 hours 22 minutes 4 seconds,0,0,0
129th, 1 hours 22 minutes 18 seconds,0,0,0
130th, 1 hours 22 minutes 34 seconds,0,0,0
131st, 1 hours 22 minutes 48 seconds,0,0,0
132nd, 1 hours 23 minutes 3 seconds,0,0,0
133rd, 1 hours 23 minutes 18 seconds,0,0,0
134th, 1 hours 23 minutes 34 seconds,0,0,0
135th, 1 hours 23 minutes 49 seconds,0,0,0
136th, 1 hours 24 minutes 4 seconds,0,0,0
137th, 1 hours 24 minutes 18 seconds,0,0,0
138th, 1 hours 24 minutes 34 seconds,0,0,0
139th, 1 hours 39 minutes 51 seconds,0,0,0
140th, 1 hours 40 minutes 7 seconds,0,0,0
141st, 1 hours 40 minutes 22 seconds,0,0,0
142nd, 1 hours 40 minutes 38 seconds,0,0,0
143rd, 1 hours 40 minutes 55 seconds,0,0,0
144th, 1 hours 41 minutes 11 seconds,0,0,0
145th, 1 hours 41 minutes 26 seconds,0,0,0
