Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,1,0,1
10,2,1,1
11,3,2,1
12,3,2,1
14,3,2,1
15,3,2,1
16,3,2,1
17,3,2,1
18,3,2,1
20,4,2,2
22,7,3,4
23,8,3,5
24,9,3,6
26,10,4,6
27,10,4,6
28,11,5,6
29,12,6,6
30,12,6,6
31,13,6,7
32,13,6,7
34,14,7,7
35,14,7,7
36,14,7,7
37,15,8,7
38,16,9,7
40,17,9,8
41,18,10,8
42,18,10,8
43,18,10,8
44,21,12,9
46,21,12,9
47,21,12,9
48,21,12,9
49,21,12,9
50,21,12,9
51,21,12,9
52,21,12,9
53,21,12,9
54,21,12,9
55,22,13,9
56,22,13,9
58,24,13,11
59,25,14,11
60,25,14,11
61,25,14,11
62,26,14,12
64,26,14,12
65,27,14,13
66,27,14,13
67,27,14,13
68,28,15,13
69,28,15,13
71,28,15,13
72,28,15,13
73,28,15,13
74,28,15,13
75,28,15,13
76,29,15,14
77,29,15,14
78,30,15,15
79,31,16,15
80,31,16,15
82,31,16,15
85,31,16,15
86,32,17,15
88,33,17,16
90,33,17,16
91,33,17,16
92,35,19,16
93,35,19,16
94,35,19,16
96,35,19,16
98,37,19,18
99,38,20,18
100,39,20,19
103,40,20,20
104,40,20,20
105,42,20,22
106,42,20,22
107,42,20,22
110,42,20,22
112,43,20,23
113,43,20,23
114,44,21,23
115,44,21,23
117,45,21,24
119,46,21,25
120,46,21,25
121,46,21,25
123,46,21,25
124,47,21,26
126,47,21,26
128,48,21,27
129,48,21,27
130,49,22,27
132,50,22,28
135,50,22,28
137,50,22,28
138,50,22,28
139,50,22,28
142,50,22,28
143,51,22,29
144,52,22,30
146,53,22,31
148,53,22,31
149,53,22,31
151,53,22,31
153,53,22,31
156,53,22,31
157,54,23,31
158,54,23,31
160,56,24,32
163,57,24,33
164,58,24,34
165,58,24,34
168,58,24,34
169,58,24,34
170,58,24,34
171,59,25,34
173,59,25,34
175,59,25,34
176,59,25,34
178,59,25,34
181,59,25,34
183,59,25,34
184,59,25,34
186,61,26,35
187,61,26,35
190,61,26,35
191,61,26,35
192,62,26,36
193,62,26,36
194,62,26,36
198,62,26,36
199,62,26,36
200,62,26,36
201,62,26,36
205,62,26,36
206,63,26,37
207,63,26,37
208,63,26,37
213,63,26,37
214,63,26,37
215,65,26,39
216,68,26,42
220,68,26,42
221,68,26,42
223,68,26,42
224,68,26,42
225,69,26,43
227,69,26,43
228,69,26,43
231,70,26,44
232,71,26,45
234,72,26,46
235,72,26,46
240,74,26,48
241,74,26,48
243,74,26,48
248,74,26,48
249,75,27,48
250,75,27,48
253,75,27,48
256,76,27,49
257,77,27,50
262,77,27,50
264,77,27,50
265,77,27,50
266,77,27,50
270,77,27,50
272,77,27,50
275,78,27,51
278,78,27,51
280,79,27,52
282,79,27,52
283,79,27,52
286,79,27,52
288,79,27,52
290,79,27,52
293,80,27,53
297,80,27,53
298,80,27,53
301,80,27,53
304,80,27,53
306,80,27,53
308,80,27,53
310,80,27,53
312,80,27,53
315,80,27,53
317,81,27,54
319,81,27,54
324,81,27,54
325,81,27,54
326,81,27,54
333,81,27,54
334,84,27,57
342,85,27,58
343,85,27,58
350,85,27,58
351,85,27,58
358,86,27,59
359,87,27,60
366,87,27,60
367,88,27,61
368,88,27,61
374,88,27,61
376,89,27,62
384,90,27,63
385,90,27,63
393,90,27,63
394,91,27,64
400,91,27,64
401,91,27,64
404,91,27,64
409,91,27,64
411,91,27,64
413,92,27,65
417,92,27,65
420,92,27,65
422,93,27,66
424,93,27,66
431,93,27,66
434,93,27,66
440,93,27,66
442,93,27,66
449,93,27,66
450,93,27,66
458,93,27,66
459,93,27,66
468,94,27,67
477,94,27,67
478,94,27,67
486,94,27,67
487,94,27,67
488,94,27,67
495,95,27,68
496,96,27,69
497,96,27,69
504,96,27,69
506,96,27,69
507,96,27,69
514,96,27,69
516,96,27,69
523,97,27,70
525,98,27,71
532,98,27,71
534,98,27,71
543,99,27,72
544,99,27,72
552,99,27,72
562,99,27,72
563,101,27,74
570,101,27,74
572,101,27,74
578,101,27,74
583,101,27,74
593,101,27,74
603,102,27,75
614,103,27,76
624,104,27,77
634,105,27,78
645,107,27,80
656,108,27,81
667,108,27,81
678,109,27,82
688,110,27,83
700,111,27,84
710,111,27,84
721,112,27,85
956,112,27,85
963,113,27,86
965,113,27,86
969,113,27,86
973,113,27,86
976,113,27,86
981,113,27,86
984,114,28,86
989,115,29,86
991,117,30,87
996,117,30,87
997,117,30,87
1000,117,30,87
1003,117,30,87
1007,117,30,87
1010,117,30,87
1011,118,30,88
1014,118,30,88
1017,118,30,88
1018,119,30,89
1019,119,30,89
1022,119,30,89
1024,119,30,89
1025,119,30,89
1027,119,30,89
1028,119,30,89
1031,119,30,89
1033,119,30,89
1034,119,30,89
1036,119,30,89
1038,120,31,89
1040,121,31,90
1043,121,31,90
1046,122,32,90
1049,122,32,90
1051,122,32,90
1054,122,32,90
1057,122,32,90
1059,122,32,90
1060,122,32,90
1061,122,32,90
1066,122,32,90
1067,122,32,90
1068,122,32,90
1069,122,32,90
1073,122,32,90
1075,122,32,90
1076,124,33,91
1077,125,34,91
1082,125,34,91
1083,125,34,91
1085,125,34,91
1090,125,34,91
1091,125,34,91
1092,125,34,91
1093,126,35,91
1098,126,35,91
1100,127,35,92
1107,127,35,92
1108,127,35,92
1114,127,35,92
1115,128,36,92
1116,128,36,92
1122,128,36,92
1123,128,36,92
1125,129,36,93
1130,130,37,93
1131,130,37,93
1134,130,37,93
1138,130,37,93
1139,130,37,93
1142,132,38,94
1144,132,38,94
1146,133,39,94
1147,133,39,94
1152,134,39,95
