Generation,Time,All,Acceptable,Unacceptable
1st, 6 seconds,0,0,0
2nd, 10 seconds,0,0,0
3rd, 17 seconds,0,0,0
4th, 22 seconds,2,0,2
5th, 26 seconds,0,0,0
6th, 31 seconds,1,0,1
7th, 37 seconds,0,0,0
8th, 44 seconds,2,2,0
9th, 51 seconds,0,0,0
10th, 58 seconds,2,0,2
11th, 1 minutes 4 seconds,0,0,0
12th, 1 minutes 11 seconds,0,0,0
13th, 1 minutes 18 seconds,0,0,0
14th, 1 minutes 26 seconds,0,0,0
15th, 1 minutes 34 seconds,0,0,0
16th, 1 minutes 40 seconds,1,0,1
17th, 1 minutes 47 seconds,0,0,0
18th, 1 minutes 55 seconds,0,0,0
19th, 2 minutes 3 seconds,0,0,0
20th, 2 minutes 10 seconds,1,1,0
21st, 2 minutes 19 seconds,0,0,0
22nd, 2 minutes 28 seconds,0,0,0
23rd, 2 minutes 37 seconds,0,0,0
24th, 2 minutes 45 seconds,0,0,0
25th, 2 minutes 53 seconds,0,0,0
26th, 3 minutes 1 seconds,0,0,0
27th, 3 minutes 10 seconds,0,0,0
28th, 3 minutes 18 seconds,0,0,0
29th, 3 minutes 26 seconds,1,0,1
30th, 3 minutes 35 seconds,2,0,2
31st, 3 minutes 45 seconds,1,0,1
32nd, 3 minutes 54 seconds,1,0,1
33rd, 4 minutes 3 seconds,0,0,0
34th, 4 minutes 13 seconds,0,0,0
35th, 4 minutes 22 seconds,0,0,0
36th, 4 minutes 30 seconds,0,0,0
37th, 4 minutes 38 seconds,0,0,0
38th, 4 minutes 46 seconds,0,0,0
39th, 4 minutes 53 seconds,1,0,1
40th, 5 minutes 1 seconds,0,0,0
41st, 5 minutes 8 seconds,0,0,0
42nd, 5 minutes 17 seconds,0,0,0
43rd, 5 minutes 25 seconds,0,0,0
44th, 5 minutes 33 seconds,0,0,0
45th, 5 minutes 42 seconds,0,0,0
46th, 5 minutes 51 seconds,0,0,0
47th, 5 minutes 59 seconds,1,0,1
