Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
14,0,0,0
19,0,0,0
21,0,0,0
22,0,0,0
24,0,0,0
26,0,0,0
28,0,0,0
32,0,0,0
35,0,0,0
46,2,0,2
49,3,0,3
53,4,0,4
54,6,1,5
59,7,2,5
63,7,2,5
69,10,3,7
78,14,4,10
86,14,4,10
122,16,4,12
128,19,6,13
129,20,6,14
130,23,6,17
134,25,6,19
145,25,6,19
150,30,7,23
158,35,10,25
160,39,10,29
177,42,11,31
178,48,11,37
199,53,12,41
209,54,12,42
210,57,14,43
221,60,16,44
223,64,17,47
225,67,18,49
231,77,22,55
236,78,22,56
241,82,22,60
277,87,22,65
286,92,24,68
292,95,24,71
299,99,24,75
301,106,24,82
321,110,24,86
322,116,25,91
324,121,25,96
332,129,27,102
350,133,28,105
368,138,28,110
391,152,30,122
404,154,30,124
408,161,30,131
412,169,31,138
420,171,32,139
421,176,32,144
434,180,32,148
444,185,32,153
463,190,33,157
468,196,34,162
497,203,35,168
504,206,38,168
506,208,39,169
514,210,39,171
516,211,39,172
530,216,39,177
535,220,39,181
538,224,39,185
550,228,39,189
589,234,39,195
593,239,41,198
606,246,41,205
608,252,41,211
612,254,41,213
615,262,42,220
619,265,43,222
647,269,44,225
670,274,46,228
685,280,47,233
691,286,47,239
696,291,49,242
701,295,49,246
707,300,49,251
720,306,49,257
739,313,50,263
740,318,52,266
750,321,52,269
754,326,52,274
769,333,52,281
802,338,54,284
812,353,57,296
818,359,57,302
820,360,57,303
828,364,57,307
838,366,57,309
850,373,58,315
875,380,59,321
884,383,59,324
912,384,59,325
917,392,60,332
934,395,60,335
938,399,60,339
948,402,60,342
955,406,60,346
956,413,60,353
957,417,62,355
971,424,62,362
996,426,62,364
1022,433,62,371
1023,437,62,375
1034,440,62,378
1040,444,65,379
1052,445,65,380
1060,448,66,382
1074,457,66,391
1093,462,66,396
1104,468,67,401
1106,468,67,401
1114,473,67,406
1145,479,67,412
1148,483,67,416
1152,488,67,421
1154,493,67,426
1167,499,67,432
1180,501,67,434
1190,506,67,439
1227,509,67,442
1231,518,67,451
1235,520,67,453
1243,523,67,456
1246,526,67,459
1264,531,67,464
1289,534,67,467
1293,537,67,470
1311,543,67,476
1317,549,67,482
1337,555,67,488
1371,560,67,493
1375,563,68,495
1378,567,68,499
1381,569,68,501
1391,572,68,504
1403,574,68,506
1406,578,68,510
1417,581,69,512
1431,584,69,515
1432,590,69,521
1444,597,69,528
1450,603,70,533
1503,608,70,538
1512,610,70,540
1515,616,70,546
1518,620,70,550
1526,623,70,553
1532,630,70,560
1534,631,70,561
1546,634,70,564
1570,639,71,568
1603,642,71,571
1633,647,71,576
1640,658,72,586
1649,663,72,591
1653,666,72,594
1658,669,72,597
1662,675,73,602
1680,675,73,602
1688,678,73,605
1704,679,73,606
1745,680,73,607
1752,682,73,609
1754,687,73,614
1768,692,74,618
1783,694,74,620
1795,697,75,622
1805,701,75,626
1815,707,75,632
1828,714,78,636
1872,717,78,639
1879,718,78,640
1887,720,78,642
1915,720,78,642
1923,724,78,646
1925,728,78,650
1931,729,78,651
1943,733,79,654
1957,737,79,658
1970,741,79,662
2003,744,79,665
2010,744,79,665
2044,747,79,668
2053,749,80,669
2066,754,82,672
2068,758,82,676
2076,763,82,681
2081,765,82,683
2102,769,82,687
2122,771,82,689
2126,773,82,691
2149,776,82,694
2182,786,82,704
2186,789,82,707
2204,791,82,709
2207,795,82,713
2227,795,82,713
2228,801,83,718
2238,801,83,718
2239,804,84,720
2245,807,84,723
2290,810,84,726
2302,814,85,729
2312,817,86,731
2348,821,86,735
2350,822,86,736
2353,825,86,739
2375,829,86,743
2377,833,87,746
2412,835,87,748
2425,837,87,750
2458,839,87,752
2460,846,87,759
2466,847,87,760
2473,847,87,760
2480,852,88,764
2485,856,88,768
2516,859,88,771
2523,862,88,774
2524,864,88,776
2537,866,88,778
2554,867,88,779
2561,869,88,781
2591,870,88,782
2601,876,88,788
2623,881,88,793
2640,883,88,795
2646,887,88,799
2676,893,88,805
2702,893,88,805
2704,894,88,806
2708,897,88,809
2714,901,88,813
2782,904,88,816
2789,907,88,819
2790,910,88,822
2798,912,88,824
2799,914,88,826
2824,915,88,827
2825,915,88,827
2829,917,88,829
2871,922,88,834
2920,925,89,836
2949,927,89,838
2969,933,89,844
2970,936,89,847
3048,940,89,851
3060,941,89,852
3070,949,89,860
3079,955,89,866
3125,961,89,872
3171,963,89,874
3180,964,89,875
3214,965,89,876
3262,965,89,876
3294,966,89,877
3330,971,89,882
3358,973,89,884
3371,978,89,889
3392,979,89,890
3398,979,89,890
3513,981,89,892
3551,984,89,895
3555,991,89,902
3581,992,89,903
3685,995,89,906
3812,998,89,909
3956,998,89,909
3993,1000,89,911
