Generation,Time,All,Acceptable,Unacceptable
1st, 24 seconds,0,0,0
2nd, 1 minutes 9 seconds,1,0,1
3rd, 2 minutes 57 seconds,3,1,2
4th, 4 minutes 52 seconds,3,0,3
5th, 6 minutes 31 seconds,7,2,5
6th, 8 minutes 24 seconds,3,3,0
7th, 10 minutes 15 seconds,7,1,6
8th, 12 minutes 19 seconds,7,1,6
9th, 14 minutes 10 seconds,6,1,5
10th, 16 minutes 11 seconds,7,0,7
11th, 18 minutes 24 seconds,6,1,5
12th, 20 minutes 27 seconds,3,0,3
13th, 22 minutes 17 seconds,6,0,6
14th, 24 minutes 4 seconds,7,0,7
15th, 26 minutes 10 seconds,5,1,4
16th, 28 minutes 24 seconds,1,0,1
17th, 30 minutes 28 seconds,7,3,4
18th, 32 minutes 23 seconds,4,1,3
19th, 34 minutes 26 seconds,5,2,3
20th, 36 minutes 26 seconds,3,0,3
21st, 38 minutes 32 seconds,3,1,2
22nd, 40 minutes 12 seconds,2,0,2
23rd, 42 minutes 4 seconds,2,0,2
24th, 42 minutes 41 seconds,2,0,2
