Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
2,1,0,1
3,3,0,3
6,7,0,7
183,7,0,7
185,9,0,9
362,10,0,10
363,11,0,11
372,13,0,13
543,16,1,15
545,16,1,15
553,18,1,17
557,18,1,17
725,21,1,20
731,22,1,21
743,22,1,21
1085,23,1,22
1086,26,1,25
1109,29,1,28
1269,30,1,29
1276,30,1,29
1282,31,1,30
1295,33,1,32
1468,34,1,33
1475,35,1,34
1844,37,1,36
1852,38,1,37
1986,40,1,39
2178,42,1,41
2220,44,1,43
2722,44,1,43
2742,44,1,43
2749,46,1,45
2756,47,1,46
2764,48,1,47
2773,52,1,51
2781,54,1,53
2948,55,1,54
2963,55,1,54
3087,56,1,55
3092,58,1,57
3139,60,1,59
3149,62,1,61
3250,65,1,64
3278,65,1,64
3285,68,1,67
3327,70,1,69
3336,70,1,69
3614,71,1,70
3952,74,1,73
4065,76,1,75
4139,78,1,77
4148,79,1,78
4192,83,1,82
4328,86,1,85
4379,88,1,87
4387,90,1,89
4573,90,1,89
4614,91,1,90
4623,93,1,92
4753,93,1,92
4761,94,1,93
5055,94,1,93
5056,95,1,94
5128,98,1,97
5135,99,1,98
5232,100,1,99
5425,104,1,103
5684,106,1,105
5692,109,1,108
5953,109,1,108
6208,110,1,109
6241,112,1,111
6250,115,1,114
6317,115,1,114
6438,117,1,116
6560,120,1,119
6627,120,1,119
6636,124,1,123
6645,129,1,128
6834,129,1,128
6861,132,1,131
6867,133,1,132
6873,135,1,134
6926,140,1,139
6971,141,1,140
7204,143,1,142
7220,143,1,142
7233,144,1,143
7238,145,1,144
7293,146,1,145
7340,147,1,146
7483,148,1,147
7573,148,1,147
7708,148,1,147
7781,149,1,148
7785,151,1,150
7834,151,1,150
7841,155,1,154
7853,158,1,157
7969,160,1,159
7978,160,1,159
8042,163,1,162
8192,166,1,165
8230,168,1,167
8240,172,1,171
8255,174,1,173
8264,176,1,175
8347,176,1,175
8388,177,1,176
8452,177,1,176
8461,178,1,177
8574,179,1,178
8649,181,1,180
8658,184,1,183
8668,185,1,184
8699,186,1,185
8740,188,1,187
8858,193,1,192
8872,194,1,193
8896,194,1,193
9047,195,1,194
9056,196,1,195
9064,197,1,196
9074,198,1,197
9083,199,1,198
9108,201,1,200
9119,202,1,201
9239,202,1,201
9247,203,1,202
9443,203,1,202
9451,207,1,206
9459,210,1,209
9485,210,1,209
9492,211,1,210
9499,213,1,212
9511,214,1,213
9615,215,1,214
9656,220,1,219
9686,221,2,219
9802,223,2,221
9812,223,2,221
