Generation,Time,All,Acceptable,Unacceptable
1st, 27 seconds,1,0,1
2nd, 41 seconds,0,0,0
3rd, 1 minutes 18 seconds,1,0,1
4th, 1 minutes 42 seconds,0,0,0
5th, 2 minutes 13 seconds,1,0,1
6th, 2 minutes 47 seconds,0,0,0
7th, 3 minutes 16 seconds,2,0,2
8th, 3 minutes 46 seconds,1,0,1
9th, 4 minutes 19 seconds,2,0,2
10th, 4 minutes 53 seconds,7,0,7
11th, 5 minutes 29 seconds,3,0,3
12th, 5 minutes 58 seconds,3,0,3
13th, 6 minutes 30 seconds,4,0,4
14th, 7 minutes 4 seconds,3,0,3
15th, 7 minutes 30 seconds,3,0,3
16th, 8 minutes 12 seconds,9,0,9
17th, 9 minutes 0 seconds,9,0,9
18th, 9 minutes 35 seconds,9,0,9
19th, 10 minutes 18 seconds,4,0,4
20th, 11 minutes 3 seconds,6,0,6
21st, 11 minutes 47 seconds,8,0,8
22nd, 12 minutes 33 seconds,6,0,6
23rd, 13 minutes 20 seconds,5,0,5
24th, 14 minutes 10 seconds,10,0,10
25th, 14 minutes 44 seconds,3,0,3
