Generation,Time,All,Acceptable,Unacceptable
1st, 20 seconds,1,0,1
2nd, 37 seconds,1,0,1
3rd, 1 minutes 8 seconds,0,0,0
4th, 1 minutes 40 seconds,0,0,0
5th, 2 minutes 10 seconds,0,0,0
6th, 2 minutes 36 seconds,0,0,0
7th, 3 minutes 5 seconds,0,0,0
8th, 3 minutes 38 seconds,0,0,0
9th, 4 minutes 15 seconds,0,0,0
10th, 4 minutes 52 seconds,0,0,0
11th, 5 minutes 38 seconds,2,0,2
12th, 6 minutes 23 seconds,0,0,0
13th, 7 minutes 3 seconds,0,0,0
14th, 7 minutes 46 seconds,1,0,1
15th, 8 minutes 32 seconds,0,0,0
16th, 9 minutes 19 seconds,0,0,0
17th, 10 minutes 2 seconds,1,0,1
18th, 10 minutes 50 seconds,0,0,0
19th, 11 minutes 39 seconds,1,0,1
20th, 12 minutes 26 seconds,1,0,1
21st, 13 minutes 15 seconds,0,0,0
22nd, 14 minutes 2 seconds,0,0,0
23rd, 14 minutes 46 seconds,0,0,0
24th, 15 minutes 28 seconds,0,0,0
25th, 16 minutes 19 seconds,0,0,0
26th, 17 minutes 6 seconds,0,0,0
27th, 17 minutes 56 seconds,0,0,0
28th, 18 minutes 46 seconds,0,0,0
29th, 19 minutes 36 seconds,0,0,0
30th, 20 minutes 20 seconds,0,0,0
31st, 21 minutes 2 seconds,1,0,1
32nd, 21 minutes 49 seconds,0,0,0
33rd, 22 minutes 32 seconds,0,0,0
34th, 23 minutes 22 seconds,0,0,0
35th, 24 minutes 8 seconds,0,0,0
36th, 24 minutes 58 seconds,1,0,1
37th, 25 minutes 50 seconds,0,0,0
38th, 26 minutes 42 seconds,0,0,0
39th, 27 minutes 35 seconds,0,0,0
40th, 28 minutes 30 seconds,0,0,0
41st, 29 minutes 20 seconds,0,0,0
42nd, 30 minutes 8 seconds,1,0,1
43rd, 30 minutes 59 seconds,0,0,0
44th, 31 minutes 49 seconds,1,0,1
45th, 32 minutes 43 seconds,1,0,1
46th, 33 minutes 29 seconds,1,0,1
47th, 34 minutes 20 seconds,0,0,0
48th, 35 minutes 12 seconds,0,0,0
49th, 36 minutes 6 seconds,0,0,0
50th, 37 minutes 2 seconds,0,0,0
51st, 38 minutes 0 seconds,0,0,0
52nd, 39 minutes 1 seconds,0,0,0
53rd, 39 minutes 53 seconds,0,0,0
54th, 40 minutes 51 seconds,0,0,0
55th, 41 minutes 48 seconds,0,0,0
56th, 42 minutes 43 seconds,0,0,0
57th, 43 minutes 43 seconds,0,0,0
58th, 44 minutes 42 seconds,0,0,0
59th, 45 minutes 38 seconds,2,0,2
60th, 46 minutes 43 seconds,0,0,0
61st, 47 minutes 40 seconds,0,0,0
62nd, 48 minutes 42 seconds,1,0,1
63rd, 49 minutes 43 seconds,0,0,0
64th, 50 minutes 44 seconds,2,0,2
65th, 51 minutes 44 seconds,0,0,0
66th, 52 minutes 38 seconds,0,0,0
67th, 53 minutes 36 seconds,0,0,0
68th, 54 minutes 33 seconds,0,0,0
69th, 55 minutes 32 seconds,0,0,0
70th, 56 minutes 39 seconds,1,0,1
71st, 57 minutes 41 seconds,1,0,1
72nd, 58 minutes 43 seconds,0,0,0
73rd, 59 minutes 41 seconds,1,0,1
74th, 1 hours 41 seconds,0,0,0
75th, 1 hours 1 minutes 34 seconds,0,0,0
76th, 1 hours 2 minutes 31 seconds,0,0,0
77th, 1 hours 3 minutes 33 seconds,0,0,0
78th, 1 hours 4 minutes 30 seconds,0,0,0
79th, 1 hours 5 minutes 34 seconds,0,0,0
80th, 1 hours 6 minutes 33 seconds,0,0,0
81st, 1 hours 7 minutes 39 seconds,0,0,0
82nd, 1 hours 8 minutes 44 seconds,0,0,0
83rd, 1 hours 9 minutes 49 seconds,0,0,0
84th, 1 hours 10 minutes 56 seconds,1,0,1
85th, 1 hours 12 minutes 4 seconds,1,0,1
86th, 1 hours 13 minutes 10 seconds,0,0,0
87th, 1 hours 14 minutes 15 seconds,1,0,1
88th, 1 hours 15 minutes 16 seconds,3,0,3
89th, 1 hours 16 minutes 18 seconds,2,0,2
90th, 1 hours 17 minutes 27 seconds,3,0,3
91st, 1 hours 18 minutes 35 seconds,0,0,0
92nd, 1 hours 19 minutes 39 seconds,1,0,1
93rd, 1 hours 20 minutes 43 seconds,1,0,1
94th, 1 hours 21 minutes 53 seconds,0,0,0
95th, 1 hours 23 minutes 3 seconds,0,0,0
96th, 1 hours 24 minutes 10 seconds,0,0,0
97th, 1 hours 25 minutes 18 seconds,0,0,0
98th, 1 hours 26 minutes 25 seconds,0,0,0
99th, 1 hours 27 minutes 34 seconds,1,0,1
100th, 1 hours 28 minutes 49 seconds,0,0,0
101st, 1 hours 30 minutes 1 seconds,0,0,0
102nd, 1 hours 31 minutes 18 seconds,0,0,0
103rd, 1 hours 32 minutes 32 seconds,1,0,1
104th, 1 hours 33 minutes 40 seconds,0,0,0
105th, 1 hours 34 minutes 39 seconds,0,0,0
106th, 1 hours 35 minutes 19 seconds,0,0,0
107th, 1 hours 36 minutes 24 seconds,1,0,1
108th, 1 hours 37 minutes 35 seconds,0,0,0
109th, 1 hours 38 minutes 44 seconds,0,0,0
110th, 1 hours 39 minutes 58 seconds,0,0,0
111th, 1 hours 41 minutes 12 seconds,0,0,0
112th, 1 hours 42 minutes 18 seconds,0,0,0
113th, 1 hours 43 minutes 30 seconds,0,0,0
114th, 1 hours 44 minutes 46 seconds,1,0,1
115th, 1 hours 45 minutes 54 seconds,1,0,1
116th, 1 hours 47 minutes 11 seconds,0,0,0
117th, 1 hours 48 minutes 22 seconds,1,0,1
118th, 1 hours 49 minutes 37 seconds,0,0,0
119th, 1 hours 50 minutes 48 seconds,1,0,1
120th, 1 hours 52 minutes 2 seconds,0,0,0
121st, 1 hours 53 minutes 15 seconds,0,0,0
122nd, 1 hours 54 minutes 28 seconds,0,0,0
123rd, 1 hours 55 minutes 35 seconds,0,0,0
124th, 1 hours 56 minutes 48 seconds,0,0,0
125th, 1 hours 58 minutes 9 seconds,0,0,0
126th, 1 hours 59 minutes 20 seconds,0,0,0
127th, 2 hours 32 seconds,0,0,0
128th, 2 hours 1 minutes 48 seconds,0,0,0
129th, 2 hours 3 minutes 0 seconds,0,0,0
130th, 2 hours 4 minutes 11 seconds,0,0,0
131st, 2 hours 5 minutes 24 seconds,1,0,1
132nd, 2 hours 6 minutes 37 seconds,0,0,0
133rd, 2 hours 7 minutes 52 seconds,0,0,0
134th, 2 hours 9 minutes 7 seconds,0,0,0
135th, 2 hours 10 minutes 28 seconds,0,0,0
136th, 2 hours 11 minutes 46 seconds,0,0,0
137th, 2 hours 13 minutes 5 seconds,0,0,0
138th, 2 hours 14 minutes 26 seconds,0,0,0
