Generation,Time,All,Acceptable,Unacceptable
1st, 19 seconds,1,0,1
2nd, 38 seconds,0,0,0
3rd, 1 minutes 15 seconds,0,0,0
4th, 1 minutes 49 seconds,0,0,0
5th, 2 minutes 29 seconds,0,0,0
6th, 2 minutes 53 seconds,0,0,0
7th, 3 minutes 23 seconds,5,3,2
8th, 3 minutes 58 seconds,2,0,2
9th, 4 minutes 32 seconds,4,1,3
10th, 5 minutes 7 seconds,1,0,1
11th, 5 minutes 50 seconds,5,0,5
12th, 6 minutes 34 seconds,6,2,4
13th, 7 minutes 14 seconds,5,1,4
14th, 7 minutes 49 seconds,2,0,2
15th, 8 minutes 33 seconds,2,1,1
16th, 9 minutes 15 seconds,0,0,0
17th, 10 minutes 1 seconds,1,0,1
18th, 10 minutes 44 seconds,2,0,2
19th, 11 minutes 28 seconds,1,0,1
20th, 12 minutes 18 seconds,5,0,5
21st, 12 minutes 56 seconds,1,0,1
22nd, 13 minutes 38 seconds,0,0,0
23rd, 14 minutes 25 seconds,1,0,1
24th, 15 minutes 14 seconds,1,0,1
25th, 15 minutes 52 seconds,1,0,1
26th, 16 minutes 38 seconds,0,0,0
27th, 17 minutes 23 seconds,1,0,1
28th, 18 minutes 7 seconds,3,0,3
29th, 18 minutes 59 seconds,2,0,2
30th, 19 minutes 52 seconds,0,0,0
31st, 20 minutes 44 seconds,0,0,0
32nd, 21 minutes 33 seconds,0,0,0
33rd, 22 minutes 33 seconds,1,0,1
34th, 23 minutes 31 seconds,0,0,0
35th, 24 minutes 24 seconds,1,0,1
36th, 25 minutes 22 seconds,0,0,0
37th, 26 minutes 12 seconds,0,0,0
38th, 27 minutes 7 seconds,1,0,1
39th, 28 minutes 5 seconds,0,0,0
40th, 29 minutes 0 seconds,0,0,0
41st, 30 minutes 1 seconds,1,0,1
42nd, 30 minutes 59 seconds,0,0,0
43rd, 32 minutes 0 seconds,1,0,1
44th, 32 minutes 54 seconds,0,0,0
45th, 33 minutes 53 seconds,1,0,1
46th, 34 minutes 47 seconds,0,0,0
47th, 35 minutes 44 seconds,0,0,0
48th, 36 minutes 38 seconds,0,0,0
49th, 37 minutes 35 seconds,0,0,0
50th, 38 minutes 32 seconds,0,0,0
51st, 39 minutes 24 seconds,1,0,1
52nd, 40 minutes 16 seconds,1,0,1
53rd, 41 minutes 6 seconds,3,0,3
54th, 42 minutes 2 seconds,0,0,0
55th, 42 minutes 56 seconds,0,0,0
56th, 43 minutes 48 seconds,4,0,4
57th, 44 minutes 49 seconds,1,0,1
58th, 45 minutes 47 seconds,1,0,1
59th, 46 minutes 46 seconds,4,0,4
60th, 47 minutes 45 seconds,2,0,2
61st, 48 minutes 40 seconds,1,0,1
62nd, 49 minutes 42 seconds,3,0,3
63rd, 50 minutes 40 seconds,3,0,3
64th, 51 minutes 43 seconds,2,0,2
65th, 52 minutes 42 seconds,1,0,1
66th, 53 minutes 46 seconds,3,0,3
67th, 54 minutes 45 seconds,3,0,3
68th, 55 minutes 43 seconds,2,0,2
69th, 56 minutes 43 seconds,1,0,1
70th, 57 minutes 39 seconds,0,0,0
71st, 58 minutes 30 seconds,1,0,1
72nd, 59 minutes 31 seconds,3,0,3
73rd, 1 hours 22 seconds,2,0,2
