Time,Accumulated All,Accumulated Acceptable,Accumulated Unacceptable
10,5,5,0
11,7,7,0
12,9,9,0
14,9,9,0
15,10,10,0
16,10,10,0
17,11,11,0
19,13,13,0
22,13,13,0
24,13,13,0
25,18,17,1
27,22,21,1
28,25,23,2
29,26,24,2
31,26,24,2
32,26,24,2
35,28,26,2
36,28,26,2
38,30,28,2
40,32,30,2
41,34,32,2
43,35,33,2
44,35,33,2
45,35,33,2
46,38,36,2
47,38,36,2
51,38,36,2
52,38,36,2
53,40,38,2
54,43,41,2
56,46,44,2
59,51,49,2
60,52,50,2
63,52,50,2
64,54,52,2
67,62,60,2
68,62,60,2
73,62,60,2
78,63,61,2
79,66,63,3
81,66,63,3
84,66,63,3
91,71,66,5
92,71,66,5
93,71,66,5
96,71,66,5
99,71,66,5
104,76,70,6
106,78,71,7
108,79,71,8
115,81,73,8
116,81,73,8
119,81,73,8
121,83,75,8
123,85,75,10
129,87,77,10
132,87,77,10
137,88,78,10
139,88,78,10
144,90,79,11
145,90,79,11
151,91,80,11
155,91,80,11
159,92,81,11
164,93,82,11
171,93,82,11
173,93,82,11
174,94,82,12
176,94,82,12
178,97,82,15
190,99,83,16
191,100,83,17
196,101,83,18
206,101,83,18
207,104,85,19
209,106,85,21
210,106,85,21
216,106,85,21
223,113,90,23
226,114,91,23
235,115,91,24
237,116,91,25
238,116,91,25
240,118,92,26
242,119,92,27
245,120,92,28
251,123,95,28
253,126,95,31
254,126,95,31
257,128,96,32
262,129,96,33
263,130,97,33
265,132,97,35
272,132,97,35
273,133,97,36
276,134,98,36
277,139,101,38
282,141,101,40
288,141,101,40
289,141,101,40
291,141,101,40
300,142,101,41
302,142,101,41
305,144,103,41
310,144,103,41
314,145,103,42
315,145,103,42
322,146,103,43
323,148,104,44
328,148,104,44
330,148,104,44
339,148,104,44
341,148,104,44
347,150,104,46
349,151,104,47
354,151,104,47
358,152,104,48
366,157,107,50
367,157,107,50
368,157,107,50
369,157,107,50
376,157,107,50
380,158,107,51
381,158,107,51
386,160,107,53
388,160,107,53
392,160,107,53
395,161,108,53
400,161,108,53
406,163,109,54
408,163,109,54
416,164,110,54
422,164,110,54
425,164,110,54
427,166,111,55
430,166,111,55
431,166,111,55
432,167,111,56
437,167,111,56
440,168,111,57
446,169,111,58
447,169,111,58
452,169,111,58
454,169,111,58
456,171,111,60
460,171,111,60
461,171,111,60
466,171,111,60
472,180,117,63
473,180,117,63
474,181,118,63
475,181,118,63
480,182,118,64
485,187,119,68
