Generation,Time,All,Acceptable,Unacceptable
1st, 12 seconds,1,1,0
2nd, 19 seconds,1,1,0
3rd, 27 seconds,4,4,0
4th, 36 seconds,0,0,0
5th, 47 seconds,0,0,0
6th, 3 minutes 58 seconds,0,0,0
7th, 7 minutes 10 seconds,0,0,0
8th, 10 minutes 23 seconds,0,0,0
9th, 10 minutes 36 seconds,1,1,0
10th, 10 minutes 49 seconds,0,0,0
11th, 11 minutes 2 seconds,0,0,0
12th, 11 minutes 16 seconds,2,2,0
13th, 11 minutes 29 seconds,0,0,0
14th, 11 minutes 43 seconds,0,0,0
15th, 11 minutes 57 seconds,0,0,0
16th, 12 minutes 12 seconds,0,0,0
17th, 12 minutes 34 seconds,7,6,1
18th, 12 minutes 50 seconds,0,0,0
19th, 13 minutes 4 seconds,1,1,0
20th, 13 minutes 19 seconds,0,0,0
21st, 13 minutes 33 seconds,1,1,0
22nd, 13 minutes 50 seconds,0,0,0
23rd, 14 minutes 6 seconds,0,0,0
24th, 14 minutes 22 seconds,0,0,0
25th, 14 minutes 38 seconds,3,3,0
26th, 14 minutes 54 seconds,0,0,0
27th, 15 minutes 13 seconds,0,0,0
28th, 15 minutes 29 seconds,0,0,0
29th, 15 minutes 46 seconds,0,0,0
30th, 16 minutes 1 seconds,0,0,0
31st, 16 minutes 18 seconds,0,0,0
32nd, 19 minutes 35 seconds,0,0,0
33rd, 19 minutes 51 seconds,0,0,0
34th, 20 minutes 7 seconds,0,0,0
35th, 20 minutes 24 seconds,0,0,0
36th, 20 minutes 41 seconds,2,0,2
37th, 20 minutes 58 seconds,2,1,1
38th, 21 minutes 16 seconds,5,4,1
39th, 21 minutes 34 seconds,4,2,2
40th, 21 minutes 51 seconds,2,1,1
41st, 22 minutes 9 seconds,1,1,0
42nd, 22 minutes 28 seconds,5,2,3
43rd, 25 minutes 45 seconds,2,2,0
44th, 29 minutes 3 seconds,0,0,0
45th, 29 minutes 21 seconds,4,2,2
46th, 32 minutes 40 seconds,2,0,2
47th, 35 minutes 57 seconds,0,0,0
48th, 42 minutes 17 seconds,0,0,0
49th, 45 minutes 36 seconds,1,0,1
50th, 48 minutes 54 seconds,0,0,0
51st, 49 minutes 15 seconds,3,0,3
52nd, 49 minutes 32 seconds,0,0,0
53rd, 49 minutes 50 seconds,1,0,1
54th, 50 minutes 8 seconds,0,0,0
55th, 53 minutes 26 seconds,0,0,0
56th, 53 minutes 44 seconds,0,0,0
57th, 57 minutes 2 seconds,0,0,0
58th, 57 minutes 21 seconds,1,0,1
59th, 57 minutes 41 seconds,0,0,0
60th, 58 minutes 0 seconds,0,0,0
61st, 58 minutes 20 seconds,0,0,0
62nd, 58 minutes 39 seconds,0,0,0
63rd, 58 minutes 59 seconds,1,0,1
64th, 59 minutes 19 seconds,0,0,0
65th, 59 minutes 39 seconds,0,0,0
66th, 1 hours 0 seconds,0,0,0
67th, 1 hours 22 seconds,0,0,0
68th, 1 hours 43 seconds,0,0,0
69th, 1 hours 1 minutes 4 seconds,0,0,0
70th, 1 hours 1 minutes 23 seconds,0,0,0
71st, 1 hours 1 minutes 43 seconds,2,0,2
72nd, 1 hours 2 minutes 5 seconds,1,0,1
73rd, 1 hours 2 minutes 29 seconds,0,0,0
74th, 1 hours 2 minutes 51 seconds,1,0,1
75th, 1 hours 3 minutes 14 seconds,1,1,0
76th, 1 hours 3 minutes 37 seconds,1,0,1
77th, 1 hours 4 minutes 0 seconds,2,0,2
78th, 1 hours 4 minutes 23 seconds,0,0,0
79th, 1 hours 4 minutes 45 seconds,0,0,0
80th, 1 hours 5 minutes 7 seconds,0,0,0
81st, 1 hours 5 minutes 30 seconds,0,0,0
82nd, 1 hours 5 minutes 52 seconds,0,0,0
83rd, 1 hours 6 minutes 14 seconds,1,0,1
84th, 1 hours 6 minutes 38 seconds,0,0,0
85th, 1 hours 7 minutes 3 seconds,0,0,0
86th, 1 hours 7 minutes 27 seconds,1,0,1
87th, 1 hours 7 minutes 50 seconds,2,0,2
88th, 1 hours 8 minutes 14 seconds,4,0,4
89th, 1 hours 8 minutes 39 seconds,0,0,0
90th, 1 hours 9 minutes 5 seconds,0,0,0
91st, 1 hours 9 minutes 30 seconds,0,0,0
92nd, 1 hours 9 minutes 55 seconds,0,0,0
93rd, 1 hours 10 minutes 21 seconds,2,0,2
94th, 1 hours 10 minutes 46 seconds,2,0,2
95th, 1 hours 11 minutes 10 seconds,0,0,0
96th, 1 hours 11 minutes 34 seconds,0,0,0
97th, 1 hours 11 minutes 59 seconds,0,0,0
98th, 1 hours 12 minutes 26 seconds,1,0,1
99th, 1 hours 12 minutes 50 seconds,7,0,7
100th, 1 hours 13 minutes 16 seconds,1,0,1
101st, 1 hours 13 minutes 41 seconds,8,0,8
102nd, 1 hours 14 minutes 4 seconds,6,0,6
