Generation,Time,All,Acceptable,Unacceptable
1st, 8 seconds,0,0,0
2nd, 16 seconds,0,0,0
3rd, 27 seconds,0,0,0
4th, 37 seconds,1,1,0
5th, 47 seconds,0,0,0
6th, 59 seconds,1,1,0
7th, 1 minutes 10 seconds,2,0,2
8th, 16 minutes 21 seconds,0,0,0
9th, 16 minutes 33 seconds,1,0,1
10th, 16 minutes 45 seconds,2,0,2
11th, 16 minutes 57 seconds,1,0,1
12th, 17 minutes 9 seconds,0,0,0
13th, 17 minutes 21 seconds,2,1,1
14th, 17 minutes 35 seconds,1,0,1
15th, 17 minutes 47 seconds,0,0,0
16th, 18 minutes 0 seconds,2,1,1
17th, 18 minutes 13 seconds,0,0,0
18th, 18 minutes 27 seconds,2,0,2
19th, 18 minutes 40 seconds,0,0,0
20th, 18 minutes 53 seconds,1,0,1
21st, 19 minutes 7 seconds,1,0,1
22nd, 19 minutes 21 seconds,0,0,0
23rd, 19 minutes 36 seconds,1,0,1
24th, 19 minutes 49 seconds,0,0,0
25th, 20 minutes 3 seconds,0,0,0
26th, 20 minutes 17 seconds,0,0,0
27th, 35 minutes 33 seconds,0,0,0
28th, 35 minutes 48 seconds,1,1,0
29th, 36 minutes 3 seconds,0,0,0
30th, 36 minutes 19 seconds,0,0,0
31st, 36 minutes 34 seconds,0,0,0
32nd, 36 minutes 48 seconds,1,1,0
33rd, 37 minutes 5 seconds,1,1,0
34th, 37 minutes 22 seconds,0,0,0
35th, 37 minutes 38 seconds,0,0,0
36th, 37 minutes 55 seconds,0,0,0
37th, 38 minutes 11 seconds,0,0,0
38th, 38 minutes 27 seconds,0,0,0
39th, 38 minutes 46 seconds,0,0,0
40th, 39 minutes 3 seconds,0,0,0
41st, 39 minutes 22 seconds,0,0,0
42nd, 39 minutes 39 seconds,0,0,0
43rd, 39 minutes 56 seconds,0,0,0
44th, 40 minutes 13 seconds,1,0,1
45th, 55 minutes 30 seconds,0,0,0
46th, 55 minutes 47 seconds,0,0,0
47th, 56 minutes 6 seconds,0,0,0
48th, 56 minutes 22 seconds,0,0,0
49th, 56 minutes 38 seconds,0,0,0
50th, 56 minutes 54 seconds,1,0,1
51st, 57 minutes 11 seconds,0,0,0
52nd, 1 hours 12 minutes 28 seconds,0,0,0
53rd, 1 hours 12 minutes 45 seconds,0,0,0
54th, 1 hours 13 minutes 2 seconds,0,0,0
55th, 1 hours 13 minutes 19 seconds,0,0,0
56th, 1 hours 13 minutes 38 seconds,1,0,1
57th, 1 hours 13 minutes 56 seconds,0,0,0
58th, 1 hours 14 minutes 15 seconds,0,0,0
59th, 1 hours 14 minutes 33 seconds,1,0,1
60th, 1 hours 14 minutes 52 seconds,0,0,0
61st, 1 hours 15 minutes 12 seconds,0,0,0
62nd, 1 hours 15 minutes 31 seconds,0,0,0
63rd, 1 hours 15 minutes 50 seconds,0,0,0
64th, 1 hours 16 minutes 8 seconds,0,0,0
65th, 1 hours 16 minutes 28 seconds,0,0,0
66th, 1 hours 16 minutes 47 seconds,1,0,1
67th, 1 hours 32 minutes 7 seconds,0,0,0
68th, 1 hours 32 minutes 27 seconds,1,0,1
69th, 1 hours 32 minutes 46 seconds,0,0,0
70th, 1 hours 33 minutes 4 seconds,1,0,1
71st, 1 hours 33 minutes 24 seconds,0,0,0
