Generation,Time,All,Acceptable,Unacceptable
1st, 8 seconds,0,0,0
2nd, 15 minutes 16 seconds,0,0,0
3rd, 15 minutes 29 seconds,0,0,0
4th, 15 minutes 40 seconds,1,1,0
5th, 15 minutes 50 seconds,1,1,0
6th, 16 minutes 1 seconds,0,0,0
7th, 16 minutes 11 seconds,1,1,0
8th, 16 minutes 23 seconds,1,1,0
9th, 16 minutes 35 seconds,1,0,1
10th, 16 minutes 46 seconds,0,0,0
11th, 16 minutes 58 seconds,1,1,0
12th, 17 minutes 10 seconds,0,0,0
13th, 17 minutes 21 seconds,1,0,1
14th, 17 minutes 34 seconds,0,0,0
15th, 17 minutes 46 seconds,0,0,0
16th, 17 minutes 58 seconds,0,0,0
17th, 18 minutes 12 seconds,0,0,0
18th, 18 minutes 24 seconds,0,0,0
19th, 18 minutes 38 seconds,1,0,1
20th, 18 minutes 51 seconds,0,0,0
21st, 19 minutes 4 seconds,1,1,0
22nd, 19 minutes 18 seconds,1,1,0
23rd, 19 minutes 31 seconds,0,0,0
24th, 19 minutes 44 seconds,3,1,2
25th, 19 minutes 58 seconds,0,0,0
26th, 20 minutes 12 seconds,1,0,1
27th, 20 minutes 26 seconds,0,0,0
28th, 20 minutes 42 seconds,0,0,0
29th, 20 minutes 56 seconds,0,0,0
30th, 21 minutes 12 seconds,1,0,1
31st, 21 minutes 28 seconds,1,0,1
32nd, 21 minutes 43 seconds,0,0,0
33rd, 36 minutes 58 seconds,1,0,1
34th, 37 minutes 13 seconds,0,0,0
35th, 37 minutes 30 seconds,0,0,0
36th, 52 minutes 46 seconds,1,0,1
37th, 53 minutes 2 seconds,0,0,0
38th, 53 minutes 19 seconds,0,0,0
39th, 53 minutes 34 seconds,1,0,1
40th, 53 minutes 51 seconds,0,0,0
41st, 54 minutes 6 seconds,1,0,1
42nd, 54 minutes 23 seconds,0,0,0
43rd, 54 minutes 40 seconds,2,0,2
44th, 54 minutes 58 seconds,0,0,0
45th, 55 minutes 13 seconds,0,0,0
46th, 55 minutes 29 seconds,2,0,2
47th, 55 minutes 45 seconds,0,0,0
48th, 56 minutes 2 seconds,1,0,1
49th, 56 minutes 18 seconds,0,0,0
50th, 56 minutes 36 seconds,1,0,1
51st, 56 minutes 53 seconds,1,0,1
52nd, 57 minutes 10 seconds,0,0,0
53rd, 57 minutes 25 seconds,0,0,0
54th, 57 minutes 43 seconds,0,0,0
55th, 58 minutes 0 seconds,0,0,0
56th, 58 minutes 18 seconds,0,0,0
57th, 58 minutes 34 seconds,0,0,0
58th, 58 minutes 51 seconds,2,0,2
59th, 59 minutes 8 seconds,0,0,0
60th, 59 minutes 25 seconds,1,0,1
61st, 59 minutes 43 seconds,0,0,0
62nd, 1 hours 0 seconds,1,0,1
63rd, 1 hours 17 seconds,1,0,1
64th, 1 hours 35 seconds,0,0,0
65th, 1 hours 52 seconds,0,0,0
66th, 1 hours 16 minutes 10 seconds,0,0,0
67th, 1 hours 16 minutes 27 seconds,0,0,0
